Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,10.349617281250001
1,2040-2059,10.64592544375
1,2060-2079,10.993647406249998
1,2080-2099,11.4367666875
2,2020-2039,10.8047713125
2,2040-2059,11.264301281250003
2,2060-2079,11.597616625
2,2080-2099,12.0908163125
3,2020-2039,12.196274781249999
3,2040-2059,12.7183855625
3,2060-2079,13.02458084375
3,2080-2099,13.535113375000002
4,2020-2039,14.04217678125
4,2040-2059,14.612604187500002
4,2060-2079,15.013489624999998
4,2080-2099,15.708546187500001
5,2020-2039,16.976772531250003
5,2040-2059,17.6919650625
5,2060-2079,18.303086812500002
5,2080-2099,19.169538125000003
6,2020-2039,21.0966045625
6,2040-2059,21.758664624999998
6,2060-2079,22.311807749999996
6,2080-2099,23.2806624375
7,2020-2039,24.302295562499996
7,2040-2059,25.07610975
7,2060-2079,25.6935740625
7,2080-2099,26.66557375
8,2020-2039,24.62898475
8,2040-2059,25.198308875000002
8,2060-2079,26.016266
8,2080-2099,26.864537687500004
9,2020-2039,21.608021625
9,2040-2059,22.279940374999995
9,2060-2079,23.046693750000003
9,2080-2099,23.74557575
10,2020-2039,16.9092614375
10,2040-2059,17.48564621875
10,2060-2079,17.9412979375
10,2080-2099,18.5599638125
11,2020-2039,13.195781656249999
11,2040-2059,13.6071804375
11,2060-2079,13.9743209375
11,2080-2099,14.581869124999999
12,2020-2039,11.099005625000002
12,2040-2059,11.429470968749998
12,2060-2079,11.874037249999999
12,2080-2099,12.338007
