Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,23.040561562500002
1,2040-2059,23.500658812500003
1,2060-2079,23.977889375000004
1,2080-2099,24.485053875
2,2020-2039,23.287476375
2,2040-2059,23.730244562499998
2,2060-2079,24.204656187500003
2,2080-2099,24.7212954375
3,2020-2039,23.3508973125
3,2040-2059,23.80813
3,2060-2079,24.321435812500003
3,2080-2099,24.803787625000002
4,2020-2039,23.245318749999996
4,2040-2059,23.686907687499996
4,2060-2079,24.1735989375
4,2080-2099,24.711438375
5,2020-2039,22.908650312499997
5,2040-2059,23.385547312500005
5,2060-2079,23.928755812499997
5,2080-2099,24.4393294375
6,2020-2039,22.558709125000004
6,2040-2059,23.0816345625
6,2060-2079,23.653582687500002
6,2080-2099,24.2035766875
7,2020-2039,22.78050975
7,2040-2059,23.281604749999996
7,2060-2079,23.819329437500002
7,2080-2099,24.400496625
8,2020-2039,23.2923675625
8,2040-2059,23.796038000000003
8,2060-2079,24.3637318125
8,2080-2099,24.937316374999998
9,2020-2039,23.58355425
9,2040-2059,24.085910562499997
9,2060-2079,24.598222249999996
9,2080-2099,25.1340616875
10,2020-2039,23.436920062500004
10,2040-2059,23.9445014375
10,2060-2079,24.45265575
10,2080-2099,24.997324562499998
11,2020-2039,23.069060625
11,2040-2059,23.5734988125
11,2060-2079,24.0661616875
11,2080-2099,24.6612743125
12,2020-2039,22.922139125
12,2040-2059,23.3415339375
12,2060-2079,23.853157875
12,2080-2099,24.3633924375
