Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,8.78611065
1,2040-2059,9.24994501875
1,2060-2079,9.60526553125
1,2080-2099,10.015232375
2,2020-2039,8.949272718750002
2,2040-2059,9.478037006250002
2,2060-2079,9.88654678125
2,2080-2099,10.141257687500001
3,2020-2039,10.338992375
3,2040-2059,10.913387375000001
3,2060-2079,11.29291746875
3,2080-2099,11.66942909375
4,2020-2039,12.86769090625
4,2040-2059,13.462382312499997
4,2060-2079,13.73071146875
4,2080-2099,14.3576653125
5,2020-2039,16.51177975
5,2040-2059,16.979497124999998
5,2060-2079,17.56112325
5,2080-2099,18.289209624999998
6,2020-2039,20.9535880625
6,2040-2059,21.391024062499998
6,2060-2079,22.042210687500003
6,2080-2099,22.808576437499998
7,2020-2039,23.99487425
7,2040-2059,24.624023375
7,2060-2079,25.342032687499994
7,2080-2099,26.237789999999997
8,2020-2039,23.8559478125
8,2040-2059,24.520395999999998
8,2060-2079,25.293793625
8,2080-2099,26.206118812499998
9,2020-2039,20.45281925
9,2040-2059,21.139483374999994
9,2060-2079,21.814914937500003
9,2080-2099,22.575329750000005
10,2020-2039,16.196662968749997
10,2040-2059,16.780984312500003
10,2060-2079,17.166448125
10,2080-2099,17.8756000625
11,2020-2039,12.53479165625
11,2040-2059,12.9355476875
11,2060-2079,13.279783124999998
11,2080-2099,14.013872875000002
12,2020-2039,9.8778095625
12,2040-2059,10.43267128125
12,2060-2079,10.817209437499999
12,2080-2099,11.44211534375
