Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,27.225673249999996
1,2040-2059,27.68185825
1,2060-2079,28.0233874375
1,2080-2099,28.319770812500003
2,2020-2039,30.509915875
2,2040-2059,30.934099375
2,2060-2079,31.2576226875
2,2080-2099,31.414682875
3,2020-2039,34.8347368125
3,2040-2059,35.325435875
3,2060-2079,35.755423625
3,2080-2099,36.05949225
4,2020-2039,37.97816724999999
4,2040-2059,38.586802687500004
4,2060-2079,39.10819556249999
4,2080-2099,39.313659625
5,2020-2039,38.8668336875
5,2040-2059,39.368710125
5,2060-2079,40.00261275
5,2080-2099,40.294372812499994
6,2020-2039,39.11721562499999
6,2040-2059,39.90112224999999
6,2060-2079,40.4692184375
6,2080-2099,40.7168454375
7,2020-2039,38.868168624999996
7,2040-2059,39.347624562499995
7,2060-2079,39.832195
7,2080-2099,40.101497437499994
8,2020-2039,37.60103731249999
8,2040-2059,38.089221062499995
8,2060-2079,38.41075662499999
8,2080-2099,38.727886250000005
9,2020-2039,37.05925881249999
9,2040-2059,37.6030593125
9,2060-2079,38.1331113125
9,2080-2099,38.1469049375
10,2020-2039,35.724296624999994
10,2040-2059,36.287495375000006
10,2060-2079,36.7989615625
10,2080-2099,36.878085750000004
11,2020-2039,31.8123800625
11,2040-2059,32.2858825625
11,2060-2079,32.8936569375
11,2080-2099,33.03496775
12,2020-2039,27.5712106875
12,2040-2059,28.15919325
12,2060-2079,28.50014025
12,2080-2099,28.583836749999996
