Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,29.525215562500005
1,2040-2059,30.102624562499994
1,2060-2079,30.414174875000004
1,2080-2099,30.748633124999998
2,2020-2039,29.037013687500004
2,2040-2059,29.522600249999996
2,2060-2079,29.845392437500003
2,2080-2099,30.077183437499997
3,2020-2039,28.398964375000002
3,2040-2059,28.961742125
3,2060-2079,29.322727375
3,2080-2099,29.560520874999998
4,2020-2039,27.237278875
4,2040-2059,27.868448375
4,2060-2079,28.332441875
4,2080-2099,28.598087124999996
5,2020-2039,25.636725374999997
5,2040-2059,26.275212437500002
5,2060-2079,26.6680281875
5,2080-2099,27.0347040625
6,2020-2039,23.843592125
6,2040-2059,24.4305789375
6,2060-2079,24.8252379375
6,2080-2099,25.090523875
7,2020-2039,23.737251499999996
7,2040-2059,24.216284125
7,2060-2079,24.742033437499998
7,2080-2099,24.889247687500003
8,2020-2039,26.060514625
8,2040-2059,26.717421124999998
8,2060-2079,27.1355148125
8,2080-2099,27.308333500000003
9,2020-2039,29.933877374999998
9,2040-2059,30.60139675
9,2060-2079,30.939768624999996
9,2080-2099,31.102557187499997
10,2020-2039,32.945774
10,2040-2059,33.6890534375
10,2060-2079,33.993305
10,2080-2099,34.222773
11,2020-2039,32.861472687500004
11,2040-2059,33.5831004375
11,2060-2079,34.0189685625
11,2080-2099,34.246962187499996
12,2020-2039,30.823038375
12,2040-2059,31.456050249999997
12,2060-2079,31.909084812499998
12,2080-2099,32.111687187499996
