Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,-4.12703225
1,2040-2059,-3.540636403125
1,2060-2079,-3.157516426250001
1,2080-2099,-2.5479520625
2,2020-2039,-2.1546189205
2,2040-2059,-1.3479950937499998
2,2060-2079,-1.2259377190625
2,2080-2099,-0.8357850975000001
3,2020-2039,2.3466669096249997
3,2040-2059,3.5259523493750002
3,2060-2079,3.7301356812499997
3,2080-2099,4.063124614375
4,2020-2039,8.85409016875
4,2040-2059,9.833336625
4,2060-2079,10.282536962499998
4,2080-2099,10.306902050000001
5,2020-2039,15.182679687499999
5,2040-2059,16.0167306875
5,2060-2079,16.605126500000004
5,2080-2099,16.5773945625
6,2020-2039,20.521092375000002
6,2040-2059,21.2858195
6,2060-2079,21.8149825625
6,2080-2099,22.025896499999998
7,2020-2039,23.869517249999994
7,2040-2059,24.818875875000003
7,2060-2079,25.3186863125
7,2080-2099,25.634426124999997
8,2020-2039,23.492279562500002
8,2040-2059,24.35671825
8,2060-2079,24.9094019375
8,2080-2099,25.035096312500002
9,2020-2039,18.215127249999995
9,2040-2059,19.164248562500003
9,2060-2079,19.63710715625
9,2080-2099,19.8837816875
10,2020-2039,10.351201849999999
10,2040-2059,11.306986624999999
10,2060-2079,11.595823124999999
10,2080-2099,11.691113181250003
11,2020-2039,2.8940237150000003
11,2040-2059,3.6458792437499987
11,2060-2079,3.8978262012499996
11,2080-2099,4.2620049075
12,2020-2039,-2.2779970825
12,2040-2059,-1.6143471475000002
12,2060-2079,-1.2109219283125
12,2080-2099,-1.0596241868749998
