Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,15.918366437500001
1,2040-2059,16.49861975
1,2060-2079,16.84548959375
1,2080-2099,17.0730743125
2,2020-2039,18.4714065625
2,2040-2059,18.8563891875
2,2060-2079,19.156643499999998
2,2080-2099,19.394781125
3,2020-2039,22.244396125000005
3,2040-2059,23.051931249999996
3,2060-2079,23.44209975
3,2080-2099,23.6468478125
4,2020-2039,26.897568750000005
4,2040-2059,27.483174250000005
4,2060-2079,28.1152985625
4,2080-2099,28.264860000000006
5,2020-2039,31.317054812499997
5,2040-2059,31.754396875
5,2060-2079,32.5197255625
5,2080-2099,32.8133390625
6,2020-2039,36.200000624999994
6,2040-2059,36.8909210625
6,2060-2079,37.3951183125
6,2080-2099,37.637214750000005
7,2020-2039,39.211464500000005
7,2040-2059,39.96423324999999
7,2060-2079,40.561648062500005
7,2080-2099,40.74613037500001
8,2020-2039,39.3779355625
8,2040-2059,40.212461624999996
8,2060-2079,40.739483250000006
8,2080-2099,40.9392845625
9,2020-2039,35.5340725625
9,2040-2059,36.3470775
9,2060-2079,36.9214615625
9,2080-2099,37.057654375000006
10,2020-2039,28.8201620625
10,2040-2059,29.652426374999997
10,2060-2079,30.290417875000003
10,2080-2099,30.233145874999998
11,2020-2039,21.847334874999994
11,2040-2059,22.333568062500007
11,2060-2079,22.932731999999998
11,2080-2099,23.011972999999998
12,2020-2039,16.83484490625
12,2040-2059,17.4814910625
12,2060-2079,17.8159643125
12,2080-2099,17.9674865625
