Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,2.760458605625
1,2040-2059,3.469089555
1,2060-2079,3.8020784499999998
1,2080-2099,4.09316720625
2,2020-2039,4.47346916875
2,2040-2059,4.970994965
2,2060-2079,5.221408737499999
2,2080-2099,5.3870856
3,2020-2039,9.0244239
3,2040-2059,9.67798509375
3,2060-2079,9.97821646875
3,2080-2099,9.9779492375
4,2020-2039,15.520281125
4,2040-2059,15.949995937499999
4,2060-2079,16.24967125
4,2080-2099,16.38732071875
5,2020-2039,21.831812125000003
5,2040-2059,22.2693804375
5,2060-2079,22.6680796875
5,2080-2099,22.864467562500003
6,2020-2039,26.8521493125
6,2040-2059,27.51122675
6,2060-2079,28.172749312500002
6,2080-2099,28.22698775
7,2020-2039,29.6642906875
7,2040-2059,30.380454000000004
7,2060-2079,30.947856125000005
7,2080-2099,31.117777875000005
8,2020-2039,28.525213249999993
8,2040-2059,29.314347124999998
8,2060-2079,29.88163575
8,2080-2099,30.0276199375
9,2020-2039,22.565487687499996
9,2040-2059,22.991652625
9,2060-2079,23.7784769375
9,2080-2099,23.815014625000003
10,2020-2039,14.990460124999997
10,2040-2059,15.7722225625
10,2060-2079,16.16725065625
10,2080-2099,16.469533124999998
11,2020-2039,8.686504087500001
11,2040-2059,9.1091168125
11,2060-2079,9.570198518749999
11,2080-2099,9.638065212499999
12,2020-2039,4.246500397499999
12,2040-2059,4.979677293750001
12,2060-2079,5.595399425000001
12,2080-2099,5.343216162499999
