Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,29.4175645625
1,2040-2059,29.893906125
1,2060-2079,30.188162374999997
1,2080-2099,30.459684999999997
2,2020-2039,32.377766124999994
2,2040-2059,32.72257425
2,2060-2079,33.099710062499994
2,2080-2099,33.243357125
3,2020-2039,35.80850943749999
3,2040-2059,36.3335466875
3,2060-2079,36.681482124999995
3,2080-2099,37.00032937499999
4,2020-2039,37.5124283125
4,2040-2059,38.10534475
4,2060-2079,38.597972500000004
4,2080-2099,38.7757665625
5,2020-2039,37.560559125
5,2040-2059,38.053326062500005
5,2060-2079,38.6836549375
5,2080-2099,38.92829818749999
6,2020-2039,37.46455387500001
6,2040-2059,38.1865521875
6,2060-2079,38.704524812500004
6,2080-2099,38.88708525
7,2020-2039,36.88681462499999
7,2040-2059,37.38845562500001
7,2060-2079,37.8218724375
7,2080-2099,38.031684125
8,2020-2039,35.798448375
8,2040-2059,36.326201000000005
8,2060-2079,36.641374
8,2080-2099,36.960163375
9,2020-2039,35.6876185
9,2040-2059,36.259457625
9,2060-2079,36.67800774999999
9,2080-2099,36.8131523125
10,2020-2039,35.0544199375
10,2040-2059,35.6277146875
10,2060-2079,36.1254038125
10,2080-2099,36.19977475
11,2020-2039,32.457891062499996
11,2040-2059,32.9586304375
11,2060-2079,33.50491375000001
11,2080-2099,33.6961023125
12,2020-2039,29.468253187499997
12,2040-2059,30.056539875
12,2060-2079,30.3396171875
12,2080-2099,30.514699499999995
