Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,29.175235625
1,2040-2059,29.6079625
1,2060-2079,29.986182062499996
1,2080-2099,30.146403062500003
2,2020-2039,29.82775475
2,2040-2059,30.318676500000002
2,2060-2079,30.600306562499995
2,2080-2099,30.8080739375
3,2020-2039,30.800714250000002
3,2040-2059,31.341121375
3,2060-2079,31.575375125
3,2080-2099,31.9237704375
4,2020-2039,31.563959562500003
4,2040-2059,32.164037
4,2060-2079,32.383320375
4,2080-2099,32.69585675
5,2020-2039,31.378558375000004
5,2040-2059,31.985442000000003
5,2060-2079,32.161730437500005
5,2080-2099,32.388397437500004
6,2020-2039,30.268832062499996
6,2040-2059,30.860540437500003
6,2060-2079,31.098749625000004
6,2080-2099,31.416980249999998
7,2020-2039,30.121910437500002
7,2040-2059,30.689266687499998
7,2060-2079,30.9596631875
7,2080-2099,31.20606375
8,2020-2039,30.554517437499996
8,2040-2059,31.153142312499998
8,2060-2079,31.456615062500003
8,2080-2099,31.6702766875
9,2020-2039,30.6045990625
9,2040-2059,31.173623375000002
9,2060-2079,31.546526062499996
9,2080-2099,31.712677437500002
10,2020-2039,30.321810875
10,2040-2059,30.840343249999993
10,2060-2079,31.179681937500003
10,2080-2099,31.401314
11,2020-2039,29.793361500000003
11,2040-2059,30.333182124999997
11,2060-2079,30.6900626875
11,2080-2099,30.7913381875
12,2020-2039,29.310001562500002
12,2040-2059,29.805452125
12,2060-2079,30.1293385
12,2080-2099,30.243656125000005
