Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,24.808350375
1,2040-2059,25.306329687500003
1,2060-2079,25.91615875
1,2080-2099,26.12667825
2,2020-2039,27.857726874999997
2,2040-2059,28.432040125
2,2060-2079,28.9567443125
2,2080-2099,29.2407045
3,2020-2039,32.619939875
3,2040-2059,33.288966375
3,2060-2079,33.60484956250001
3,2080-2099,33.90739625
4,2020-2039,36.8373496875
4,2040-2059,37.483605312499996
4,2060-2079,37.929585
4,2080-2099,38.1891784375
5,2020-2039,38.9609026875
5,2040-2059,39.47895825
5,2060-2079,39.946347312499995
5,2080-2099,40.17551406250001
6,2020-2039,37.0563555625
6,2040-2059,37.522978187499994
6,2060-2079,38.010359
6,2080-2099,38.360859749999996
7,2020-2039,33.629585875
7,2040-2059,34.020658499999996
7,2060-2079,34.487421187500004
7,2080-2099,34.626485125
8,2020-2039,32.4036981875
8,2040-2059,32.8414989375
8,2060-2079,33.2821058125
8,2080-2099,33.4258550625
9,2020-2039,32.662974125000005
9,2040-2059,33.074687000000004
9,2060-2079,33.5180745625
9,2080-2099,33.73632
10,2020-2039,31.5875425625
10,2040-2059,31.899008937500003
10,2060-2079,32.3300305625
10,2080-2099,32.6296819375
11,2020-2039,28.218805000000003
11,2040-2059,28.6205584375
11,2060-2079,29.129624125
11,2080-2099,29.411115374999998
12,2020-2039,24.887582
12,2040-2059,25.509825812500004
12,2060-2079,26.051480187500005
12,2080-2099,26.2536289375
