Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,28.635791375000004
1,2040-2059,29.346464124999997
1,2060-2079,29.664743375
1,2080-2099,29.915560250000006
2,2020-2039,28.6878813125
2,2040-2059,29.284350000000003
2,2060-2079,29.685890187499997
2,2080-2099,29.864982937499995
3,2020-2039,28.819069187499995
3,2040-2059,29.3873145
3,2060-2079,29.916812375
3,2080-2099,30.170890062500007
4,2020-2039,28.204086000000004
4,2040-2059,28.922271
4,2060-2079,29.524493750000005
4,2080-2099,29.8366385
5,2020-2039,26.751340624999994
5,2040-2059,27.439682625
5,2060-2079,27.936715749999998
5,2080-2099,28.414075687500006
6,2020-2039,25.00514475
6,2040-2059,25.599188437500004
6,2060-2079,26.147050749999995
6,2080-2099,26.435978437500005
7,2020-2039,25.189181625
7,2040-2059,25.666041625000002
7,2060-2079,26.2686898125
7,2080-2099,26.469925375
8,2020-2039,28.152128562500007
8,2040-2059,28.8498993125
8,2060-2079,29.316847187500006
8,2080-2099,29.559969249999998
9,2020-2039,32.4840563125
9,2040-2059,33.15101574999999
9,2060-2079,33.62009468750001
9,2080-2099,33.794596875
10,2020-2039,34.4450934375
10,2040-2059,35.30795556249999
10,2060-2079,35.760113187500004
10,2080-2099,35.96042125
11,2020-2039,32.251626124999994
11,2040-2059,32.9709326875
11,2060-2079,33.536952625000005
11,2080-2099,33.719946125
12,2020-2039,29.674681687499998
12,2040-2059,30.259569250000002
12,2060-2079,30.743512312500005
12,2080-2099,30.955172312499997
