Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,27.484588875000004
1,2040-2059,28.022926375
1,2060-2079,28.519435937500003
1,2080-2099,28.609993937500004
2,2020-2039,29.821711125
2,2040-2059,30.4220223125
2,2060-2079,30.841221375000003
2,2080-2099,31.026252
3,2020-2039,32.764052375000006
3,2040-2059,33.263796375
3,2060-2079,33.72715125
3,2080-2099,33.915360875000005
4,2020-2039,33.998528
4,2040-2059,34.491956124999994
4,2060-2079,34.85588
4,2080-2099,35.0668575
5,2020-2039,32.53275824999999
5,2040-2059,33.0159369375
5,2060-2079,33.254298437500005
5,2080-2099,33.5268225625
6,2020-2039,30.750512062499997
6,2040-2059,31.288746999999997
6,2060-2079,31.5399634375
6,2080-2099,31.762071249999998
7,2020-2039,29.995071375
7,2040-2059,30.5027128125
7,2060-2079,30.773926624999994
7,2080-2099,30.882858000000006
8,2020-2039,29.7286288125
8,2040-2059,30.164152374999997
8,2060-2079,30.48362925
8,2080-2099,30.6127475
9,2020-2039,29.5608915625
9,2040-2059,30.010657437500004
9,2060-2079,30.248366375
9,2080-2099,30.374290625
10,2020-2039,29.225721375000003
10,2040-2059,29.7513915
10,2060-2079,30.017017562499994
10,2080-2099,30.253903562500003
11,2020-2039,28.365824062499996
11,2040-2059,28.892737437500003
11,2060-2079,29.1838516875
11,2080-2099,29.45472025
12,2020-2039,27.073296937499997
12,2040-2059,27.6274963125
12,2060-2079,28.04622875
12,2080-2099,28.247200750000008
