Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO
2060,Micronesia,Droughts,6.0,84280000,826202,86
2060,Micronesia,Droughts,8.5,84280000,826202,86
2060,Micronesia,Floods,2.6,671248831,544402,4
2060,Micronesia,Floods,4.5,819427938,664580,5
2060,Micronesia,Floods,6.0,645071363,523172,4
2060,Micronesia,Floods,8.5,496892256,402994,3
2060,Micronesia,Storms,2.6,3561000,214,1
2060,Micronesia,Storms,4.5,0,0,0
2060,Micronesia,Storms,6.0,0,0,0
2060,Micronesia,Storms,8.5,0,0,0
2060,Middle Africa,Droughts,2.6,112112000,2161852,77
2060,Middle Africa,Droughts,4.5,78624000,1516104,54
2060,Middle Africa,Droughts,6.0,78624000,1516104,54
2060,Middle Africa,Droughts,8.5,100464000,1937244,69
2060,Middle Africa,Floods,2.6,1569209175,1272675,9
2060,Middle Africa,Floods,4.5,1743565750,1414084,10
2060,Middle Africa,Floods,6.0,1569209175,1272675,9
2060,Middle Africa,Floods,8.5,2092278900,1696900,12
2060,Middle Africa,Storms,2.6,54000,4095,9
2060,Middle Africa,Storms,4.5,66000,5005,11
2060,Middle Africa,Storms,6.0,78000,5915,13
2060,Middle Africa,Storms,8.5,42000,3185,7
2060,Northern Africa,Droughts,2.6,1610648000,9787920,68
2060,Northern Africa,Droughts,4.5,1776450000,10795500,75
2060,Northern Africa,Droughts,6.0,1776450000,10795500,75
2060,Northern Africa,Droughts,8.5,1302730000,7916700,55
2060,Northern Africa,Floods,2.6,1743565750,1414084,10
2060,Northern Africa,Floods,4.5,1220496025,989858,7
2060,Northern Africa,Floods,6.0,1394852600,1131267,8
2060,Northern Africa,Floods,8.5,1394852600,1131267,8
2060,Northern Africa,Storms,2.6,47330000,19410,10
2060,Northern Africa,Storms,4.5,23665000,9705,5
2060,Northern Africa,Storms,6.0,23665000,9705,5
2060,Northern Africa,Storms,8.5,28398000,11646,6
2060,Northern America,Droughts,2.6,8037753000,66759,51
2060,Northern America,Droughts,4.5,8037753000,66759,51
2060,Northern America,Droughts,6.0,8037753000,66759,51
2060,Northern America,Droughts,8.5,8037753000,66759,51
2060,Northern America,Floods,2.6,523069725,424225,3
2060,Northern America,Floods,4.5,523069725,424225,3
2060,Northern America,Floods,6.0,523069725,424225,3
2060,Northern America,Floods,8.5,697426300,565633,4
2060,Northern America,Storms,2.6,86324000,28756,28
2060,Northern America,Storms,4.5,83241000,27729,27
2060,Northern America,Storms,6.0,83241000,27729,27
2060,Northern America,Storms,8.5,83241000,27729,27
2060,Northern Europe,Droughts,2.6,3176339000,0,37
2060,Northern Europe,Droughts,4.5,1888634000,0,22
2060,Northern Europe,Droughts,6.0,1888634000,0,22
2060,Northern Europe,Droughts,8.5,1373552000,0,16
2060,Northern Europe,Floods,2.6,1917922325,1555492,11
2060,Northern Europe,Floods,4.5,1569209175,1272675,9
2060,Northern Europe,Floods,6.0,1743565750,1414084,10
2060,Northern Europe,Floods,8.5,1394852600,1131267,8
2060,Northern Europe,Storms,2.6,84460000,14260,20
2060,Northern Europe,Storms,4.5,92906000,15686,22
2060,Northern Europe,Storms,6.0,92906000,15686,22
2060,Northern Europe,Storms,8.5,76014000,12834,18
2060,Polynesia,Droughts,2.6,0,0,86
2060,Polynesia,Droughts,4.5,0,0,86
2060,Polynesia,Droughts,6.0,0,0,86
2060,Polynesia,Droughts,8.5,0,0,86
2060,Polynesia,Storms,2.6,1767000,795,3
2060,Polynesia,Storms,4.5,1178000,530,2
2060,Polynesia,Storms,6.0,1178000,530,2
2060,Polynesia,Storms,8.5,1767000,795,3
2060,South America,Droughts,2.6,432471000,1272765,39
2060,South America,Droughts,4.5,831675000,2447625,75
2060,South America,Droughts,6.0,765141000,2251815,69
2060,South America,Droughts,8.5,787319000,2317085,71
2060,South America,Floods,2.6,2964061775,2403943,17
2060,South America,Floods,4.5,3138418350,2545351,18
2060,South America,Floods,6.0,2440992050,1979717,14
2060,South America,Floods,8.5,2789705200,2262534,16
2060,South America,Storms,2.6,18424000,19698,49
2060,South America,Storms,4.5,18048000,19296,48
2060,South America,Storms,6.0,18800000,20100,50
2060,South America,Storms,8.5,18048000,19296,48
2060,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2060,South-Eastern Asia,Droughts,4.5,786254000,2639780,71
2060,South-Eastern Asia,Droughts,6.0,786254000,2639780,71
2060,South-Eastern Asia,Droughts,8.5,830550000,2788500,75
2060,South-Eastern Asia,Floods,2.6,2780135093,2254772,13
2060,South-Eastern Asia,Floods,4.5,2257065368,1830547,10
2060,South-Eastern Asia,Floods,6.0,1651602409,1339499,8
2060,South-Eastern Asia,Floods,8.5,2605778518,2113364,12
2060,South-Eastern Asia,Storms,2.6,20196000,101736,108
2060,South-Eastern Asia,Storms,4.5,21692000,109272,116
2060,South-Eastern Asia,Storms,6.0,22627000,113982,121
2060,South-Eastern Asia,Storms,8.5,17391000,87606,93
2060,Southern Africa,Droughts,2.6,25730000,112705,5
2060,Southern Africa,Droughts,4.5,113212000,495902,22
2060,Southern Africa,Droughts,6.0,113212000,495902,22
2060,Southern Africa,Droughts,8.5,113212000,495902,22
2060,Southern Africa,Floods,2.6,1394852600,1131267,8
2060,Southern Africa,Floods,4.5,1394852600,1131267,8
2060,Southern Africa,Floods,6.0,1569209175,1272675,9
2060,Southern Africa,Floods,8.5,1569209175,1272675,9
2060,Southern Africa,Storms,2.6,35529000,23101,13
2060,Southern Africa,Storms,4.5,38262000,24878,14
2060,Southern Africa,Storms,6.0,38262000,24878,14
2060,Southern Africa,Storms,8.5,71058000,46202,26
2060,Southern Asia,Droughts,2.6,939512000,57903336,76
2060,Southern Asia,Droughts,4.5,655186000,40379958,53
2060,Southern Asia,Droughts,6.0,655186000,40379958,53
2060,Southern Asia,Droughts,8.5,927150000,57141450,75
2060,Southern Asia,Floods,2.6,26044973914,21123255,10
2060,Southern Asia,Floods,4.5,25870617339,20981846,9
2060,Southern Asia,Floods,6.0,31388779113,25457241,11
2060,Southern Asia,Floods,8.5,19582275942,15881813,12
2060,Southern Asia,Storms,2.6,128810000,294690,110
2060,Southern Asia,Storms,4.5,137007000,313443,117
2060,Southern Asia,Storms,6.0,133494000,305406,114
2060,Southern Asia,Storms,8.5,155743000,356307,133
2060,Southern Europe,Droughts,2.6,563584000,1030280,8
2060,Southern Europe,Droughts,4.5,493136000,901495,7
2060,Southern Europe,Droughts,6.0,493136000,901495,7
2060,Southern Europe,Droughts,8.5,493136000,901495,7
2060,Southern Europe,Floods,2.6,2615348625,2121126,15
2060,Southern Europe,Floods,4.5,2789705200,2262534,16
2060,Southern Europe,Floods,6.0,2964061775,2403943,17
2060,Southern Europe,Floods,8.5,3138418350,2545351,18
2060,Southern Europe,Storms,2.6,92196000,8424,26
2060,Southern Europe,Storms,4.5,99288000,9072,28
2060,Southern Europe,Storms,6.0,102834000,9396,29
2060,Southern Europe,Storms,8.5,163116000,14904,46
2060,Western Africa,Droughts,2.6,38152000,1075476,76
2060,Western Africa,Droughts,4.5,38152000,1075476,76
2060,Western Africa,Droughts,6.0,38152000,1075476,76
2060,Western Africa,Droughts,8.5,38152000,1075476,76
2060,Western Africa,Floods,2.6,3312774925,2686759,19
2060,Western Africa,Floods,4.5,3312774925,2686759,19
2060,Western Africa,Floods,6.0,3312774925,2686759,19
2060,Western Africa,Floods,8.5,3661488075,2969576,21
2060,Western Africa,Storms,2.6,1248000,6168,24
2060,Western Africa,Storms,4.5,1092000,5397,21
2060,Western Africa,Storms,6.0,1092000,5397,21
2060,Western Africa,Storms,8.5,364000,1799,7
2060,Western Asia,Droughts,2.6,50720000,427500,10
2060,Western Asia,Droughts,4.5,60864000,513000,12
2060,Western Asia,Droughts,6.0,60864000,513000,12
2060,Western Asia,Droughts,8.5,25360000,213750,5
2060,Western Asia,Floods,2.6,2964061775,2403943,17
2060,Western Asia,Floods,4.5,3661488075,2969576,21
2060,Western Asia,Floods,6.0,2964061775,2403943,17
2060,Western Asia,Floods,8.5,3487131500,2828168,20
2060,Western Asia,Storms,2.6,203670000,56699,31
2060,Western Asia,Storms,4.5,190530000,53041,29
2060,Western Asia,Storms,6.0,170820000,47554,26
2060,Western Asia,Storms,8.5,203670000,56699,31
2060,Western Europe,Droughts,2.6,2737000000,0,17
2060,Western Europe,Droughts,4.5,2737000000,0,17
2060,Western Europe,Droughts,6.0,2737000000,0,17
2060,Western Europe,Droughts,8.5,1127000000,0,7
2060,Western Europe,Floods,2.6,2092278900,1696900,12
2060,Western Europe,Floods,4.5,1743565750,1414084,10
2060,Western Europe,Floods,6.0,2266635475,1838309,13
2060,Western Europe,Floods,8.5,1743565750,1414084,10
2060,Western Europe,Storms,2.6,36900000,11358,18
2060,Western Europe,Storms,4.5,36900000,11358,18
2060,Western Europe,Storms,6.0,38950000,11989,19
2060,Western Europe,Storms,8.5,34850000,10727,17
2070,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2070,Australia and New Zealand,Droughts,4.5,1464912000,3267684,12
2070,Australia and New Zealand,Droughts,6.0,1464912000,3267684,12
2070,Australia and New Zealand,Droughts,8.5,610380000,1361535,5
2070,Australia and New Zealand,Floods,2.6,523069725,424225,3
2070,Australia and New Zealand,Floods,4.5,523069725,424225,3
2070,Australia and New Zealand,Floods,6.0,523069725,424225,3
2070,Australia and New Zealand,Floods,8.5,348713150,282816,2
2070,Australia and New Zealand,Storms,2.6,41900000,12440,20
2070,Australia and New Zealand,Storms,4.5,35615000,10574,17
2070,Australia and New Zealand,Storms,6.0,43995000,13062,21
2070,Australia and New Zealand,Storms,8.5,14665000,4354,7
2070,Caribbean,Droughts,2.6,58644000,1108134,54
2070,Caribbean,Droughts,4.5,65160000,1231260,60
2070,Caribbean,Droughts,6.0,76020000,1436470,70
2070,Caribbean,Droughts,8.5,82536000,1559596,76
2070,Caribbean,Floods,2.6,1569209175,1272675,9
2070,Caribbean,Floods,4.5,2092278900,1696900,12
2070,Caribbean,Floods,6.0,1917922325,1555492,11
2070,Caribbean,Floods,8.5,1569209175,1272675,9
2070,Caribbean,Storms,2.6,174629000,49959,91
2070,Caribbean,Storms,4.5,184224000,52704,96
2070,Caribbean,Storms,6.0,191900000,54900,100
2070,Caribbean,Storms,8.5,176548000,50508,92
2070,Central America,Droughts,2.6,165856000,718520,71
2070,Central America,Droughts,4.5,175200000,759000,75
2070,Central America,Droughts,6.0,175200000,759000,75
2070,Central America,Droughts,8.5,175200000,759000,75
2070,Central America,Floods,2.6,1917922325,1555492,11
2070,Central America,Floods,4.5,2615348625,2121126,15
2070,Central America,Floods,6.0,2092278900,1696900,12
2070,Central America,Floods,8.5,2440992050,1979717,14
2070,Central America,Storms,2.6,92850000,23400,50
2070,Central America,Storms,4.5,90993000,22932,49
2070,Central America,Storms,6.0,77994000,19656,42
2070,Central America,Storms,8.5,46425000,11700,25
2070,Central Asia,Droughts,2.6,508250000,15200000,38
2070,Central Asia,Droughts,4.5,307625000,9200000,23
2070,Central Asia,Droughts,6.0,307625000,9200000,23
2070,Central Asia,Droughts,8.5,227375000,6800000,17
2070,Central Asia,Floods,2.6,1394852600,1131267,8
2070,Central Asia,Floods,4.5,1220496025,989858,7
2070,Central Asia,Floods,6.0,1220496025,989858,7
2070,Central Asia,Floods,8.5,1569209175,1272675,9
2070,Central Asia,Storms,2.6,3192000,13860,14
2070,Central Asia,Storms,4.5,2280000,9900,10
2070,Central Asia,Storms,6.0,2052000,8910,9
2070,Central Asia,Storms,8.5,1596000,6930,7
2070,Eastern Africa,Droughts,2.6,97440000,1122870,70
2070,Eastern Africa,Droughts,4.5,104400000,1203075,75
2070,Eastern Africa,Droughts,6.0,103008000,1187034,74
2070,Eastern Africa,Droughts,8.5,76560000,882255,55
2070,Eastern Africa,Floods,2.6,3312774925,2686759,19
2070,Eastern Africa,Floods,4.5,3661488075,2969576,21
2070,Eastern Africa,Floods,6.0,3138418350,2545351,18
2070,Eastern Africa,Floods,8.5,2964061775,2403943,17
2070,Eastern Africa,Storms,2.6,36394000,71858,62
2070,Eastern Africa,Storms,4.5,22893000,45201,39
2070,Eastern Africa,Storms,6.0,23480000,46360,40
2070,Eastern Africa,Storms,8.5,16436000,32452,28
2070,Eastern Asia,Droughts,2.6,539042000,4180358,14
2070,Eastern Asia,Droughts,4.5,500539000,3881761,13
2070,Eastern Asia,Droughts,6.0,500539000,3881761,13
2070,Eastern Asia,Droughts,8.5,500539000,3881761,13
2070,Eastern Asia,Floods,2.6,21410580131,17364622,5
2070,Eastern Asia,Floods,4.5,30101409634,24413146,8
2070,Eastern Asia,Floods,6.0,39344477412,31909551,7
2070,Eastern Asia,Floods,8.5,37258300462,30217599,8
2070,Eastern Asia,Storms,2.6,64896000,146328,78
2070,Eastern Asia,Storms,4.5,82368000,185724,99
2070,Eastern Asia,Storms,6.0,80704000,181972,97
2070,Eastern Asia,Storms,8.5,67392000,151956,81
2070,Eastern Europe,Droughts,2.6,765000000,405382,17
2070,Eastern Europe,Droughts,4.5,765000000,405382,17
2070,Eastern Europe,Droughts,6.0,765000000,405382,17
2070,Eastern Europe,Droughts,8.5,360000000,190768,8
2070,Eastern Europe,Floods,2.6,2266635475,1838309,13
2070,Eastern Europe,Floods,4.5,1917922325,1555492,11
2070,Eastern Europe,Floods,6.0,2266635475,1838309,13
2070,Eastern Europe,Floods,8.5,2092278900,1696900,12
2070,Eastern Europe,Storms,2.6,7744000,12463,11
2070,Eastern Europe,Storms,4.5,7744000,12463,11
2070,Eastern Europe,Storms,6.0,9856000,15862,14
2070,Eastern Europe,Storms,8.5,5632000,9064,8
2070,Melanesia,Droughts,2.6,320000000,3476096,64
2070,Melanesia,Droughts,4.5,320000000,3476096,64
2070,Melanesia,Droughts,6.0,320000000,3476096,64
2070,Melanesia,Droughts,8.5,430000000,4671004,86
2070,Melanesia,Floods,2.6,1046139450,848450,6
2070,Melanesia,Floods,4.5,1220496025,989858,7
2070,Melanesia,Floods,6.0,871782875,707042,5
2070,Melanesia,Floods,8.5,1046139450,848450,6
2070,Melanesia,Storms,2.6,4944000,4464,12
2070,Melanesia,Storms,4.5,6180000,5580,15
2070,Melanesia,Storms,6.0,5768000,5208,14
2070,Melanesia,Storms,8.5,4532000,4092,11
2070,Micronesia,Droughts,2.6,84280000,826202,86
2070,Micronesia,Droughts,4.5,84280000,826202,86
2070,Micronesia,Droughts,6.0,84280000,826202,86
2070,Micronesia,Droughts,8.5,84280000,826202,86
2070,Micronesia,Floods,2.6,819427938,664580,5
2070,Micronesia,Floods,4.5,671248831,544402,4
2070,Micronesia,Floods,6.0,845605406,685811,5
2070,Micronesia,Floods,8.5,993784513,805989,6
2070,Micronesia,Storms,2.6,3561000,214,1
2070,Micronesia,Storms,4.5,0,0,0
2070,Micronesia,Storms,6.0,0,0,0
2070,Micronesia,Storms,8.5,0,0,0
2070,Middle Africa,Droughts,2.6,112112000,2161852,77
2070,Middle Africa,Droughts,4.5,78624000,1516104,54
2070,Middle Africa,Droughts,6.0,78624000,1516104,54
2070,Middle Africa,Droughts,8.5,100464000,1937244,69
2070,Middle Africa,Floods,2.6,1743565750,1414084,10
2070,Middle Africa,Floods,4.5,1569209175,1272675,9
2070,Middle Africa,Floods,6.0,1743565750,1414084,10
2070,Middle Africa,Floods,8.5,1220496025,989858,7
2070,Middle Africa,Storms,2.6,54000,4095,9
2070,Middle Africa,Storms,4.5,66000,5005,11
2070,Middle Africa,Storms,6.0,72000,5460,12
2070,Middle Africa,Storms,8.5,30000,2275,5
2070,Northern Africa,Droughts,2.6,1610648000,9787920,68
2070,Northern Africa,Droughts,4.5,1776450000,10795500,75
2070,Northern Africa,Droughts,6.0,1776450000,10795500,75
2070,Northern Africa,Droughts,8.5,1302730000,7916700,55
2070,Northern Africa,Floods,2.6,1394852600,1131267,8
2070,Northern Africa,Floods,4.5,1917922325,1555492,11
2070,Northern Africa,Floods,6.0,1743565750,1414084,10
2070,Northern Africa,Floods,8.5,1743565750,1414084,10
2070,Northern Africa,Storms,2.6,52063000,21351,11
2070,Northern Africa,Storms,4.5,42597000,17469,9
2070,Northern Africa,Storms,6.0,66262000,27174,14
2070,Northern Africa,Storms,8.5,28398000,11646,6
2070,Northern America,Droughts,2.6,8037753000,66759,51
2070,Northern America,Droughts,4.5,8037753000,66759,51
2070,Northern America,Droughts,6.0,8037753000,66759,51
2070,Northern America,Droughts,8.5,8037753000,66759,51
2070,Northern America,Floods,2.6,523069725,424225,3
2070,Northern America,Floods,4.5,523069725,424225,3
2070,Northern America,Floods,6.0,523069725,424225,3
2070,Northern America,Floods,8.5,348713150,282816,2
2070,Northern America,Storms,2.6,86324000,28756,28
2070,Northern America,Storms,4.5,83241000,27729,27
2070,Northern America,Storms,6.0,77075000,25675,25
2070,Northern America,Storms,8.5,83241000,27729,27
2070,Northern Europe,Droughts,2.6,3176339000,0,37
2070,Northern Europe,Droughts,4.5,1888634000,0,22
2070,Northern Europe,Droughts,6.0,1888634000,0,22
2070,Northern Europe,Droughts,8.5,1373552000,0,16
2070,Northern Europe,Floods,2.6,1743565750,1414084,10
2070,Northern Europe,Floods,4.5,2092278900,1696900,12
2070,Northern Europe,Floods,6.0,1917922325,1555492,11
2070,Northern Europe,Floods,8.5,2266635475,1838309,13
2070,Northern Europe,Storms,2.6,84460000,14260,20
2070,Northern Europe,Storms,4.5,92906000,15686,22
2070,Northern Europe,Storms,6.0,84460000,14260,20
2070,Northern Europe,Storms,8.5,71791000,12121,17
2070,Polynesia,Droughts,2.6,0,0,86
2070,Polynesia,Droughts,4.5,0,0,86
2070,Polynesia,Droughts,6.0,0,0,86
2070,Polynesia,Droughts,8.5,0,0,86
2070,Polynesia,Storms,2.6,1767000,795,3
2070,Polynesia,Storms,4.5,1178000,530,2
2070,Polynesia,Storms,6.0,589000,265,1
2070,Polynesia,Storms,8.5,1767000,795,3
2070,South America,Droughts,2.6,432471000,1272765,39
2070,South America,Droughts,4.5,831675000,2447625,75
2070,South America,Droughts,6.0,765141000,2251815,69
2070,South America,Droughts,8.5,787319000,2317085,71
2070,South America,Floods,2.6,3312774925,2686759,19
2070,South America,Floods,4.5,3138418350,2545351,18
2070,South America,Floods,6.0,3835844650,3110985,22
2070,South America,Floods,8.5,3487131500,2828168,20
2070,South America,Storms,2.6,18424000,19698,49
2070,South America,Storms,4.5,20304000,21708,54
2070,South America,Storms,6.0,19552000,20904,52
2070,South America,Storms,8.5,17296000,18492,46
2070,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2070,South-Eastern Asia,Droughts,4.5,786254000,2639780,71
2070,South-Eastern Asia,Droughts,6.0,786254000,2639780,71
2070,South-Eastern Asia,Droughts,8.5,830550000,2788500,75
2070,South-Eastern Asia,Floods,2.6,1651602409,1339499,8
2070,South-Eastern Asia,Floods,4.5,2174672134,1763724,11
2070,South-Eastern Asia,Floods,6.0,2780135093,2254772,13
2070,South-Eastern Asia,Floods,8.5,1825958984,1480907,9
2070,South-Eastern Asia,Storms,2.6,20196000,101736,108
2070,South-Eastern Asia,Storms,4.5,23001000,115866,123
2070,South-Eastern Asia,Storms,6.0,22814000,114924,122
2070,South-Eastern Asia,Storms,8.5,16269000,81954,87
2070,Southern Africa,Droughts,2.6,25730000,112705,5
2070,Southern Africa,Droughts,4.5,113212000,495902,22
2070,Southern Africa,Droughts,6.0,113212000,495902,22
2070,Southern Africa,Droughts,8.5,113212000,495902,22
2070,Southern Africa,Floods,2.6,1220496025,989858,7
2070,Southern Africa,Floods,4.5,1220496025,989858,7
2070,Southern Africa,Floods,6.0,1046139450,848450,6
2070,Southern Africa,Floods,8.5,1046139450,848450,6
2070,Southern Africa,Storms,2.6,35529000,23101,13
2070,Southern Africa,Storms,4.5,38262000,24878,14
2070,Southern Africa,Storms,6.0,71058000,46202,26
2070,Southern Africa,Storms,8.5,95655000,62195,35
2070,Southern Asia,Droughts,2.6,939512000,57903336,76
2070,Southern Asia,Droughts,4.5,655186000,40379958,53
2070,Southern Asia,Droughts,6.0,655186000,40379958,53
2070,Southern Asia,Droughts,8.5,927150000,57141450,75
2070,Southern Asia,Floods,2.6,51043808378,41398060,14
2070,Southern Asia,Floods,4.5,36398710588,29520446,15
2070,Southern Asia,Floods,6.0,13298915807,10785819,13
2070,Southern Asia,Floods,8.5,14557730185,11806756,12
2070,Southern Asia,Storms,2.6,122955000,281295,105
2070,Southern Asia,Storms,4.5,135836000,310764,116
2070,Southern Asia,Storms,6.0,139349000,318801,119
2070,Southern Asia,Storms,8.5,155743000,356307,133
2070,Southern Europe,Droughts,2.6,563584000,1030280,8
2070,Southern Europe,Droughts,4.5,493136000,901495,7
2070,Southern Europe,Droughts,6.0,493136000,901495,7
2070,Southern Europe,Droughts,8.5,493136000,901495,7
2070,Southern Europe,Floods,2.6,3138418350,2545351,18
2070,Southern Europe,Floods,4.5,2964061775,2403943,17
2070,Southern Europe,Floods,6.0,2789705200,2262534,16
2070,Southern Europe,Floods,8.5,2615348625,2121126,15
2070,Southern Europe,Storms,2.6,95742000,8748,27
2070,Southern Europe,Storms,4.5,102834000,9396,29
2070,Southern Europe,Storms,6.0,113472000,10368,32
2070,Southern Europe,Storms,8.5,156024000,14256,44
2070,Western Africa,Droughts,2.6,38152000,1075476,76
2070,Western Africa,Droughts,4.5,38152000,1075476,76
2070,Western Africa,Droughts,6.0,38152000,1075476,76
2070,Western Africa,Droughts,8.5,38152000,1075476,76
2070,Western Africa,Floods,2.6,3487131500,2828168,20
2070,Western Africa,Floods,4.5,3487131500,2828168,20
2070,Western Africa,Floods,6.0,3487131500,2828168,20
2070,Western Africa,Floods,8.5,3138418350,2545351,18
2070,Western Africa,Storms,2.6,1248000,6168,24
2070,Western Africa,Storms,4.5,884000,4369,17
2070,Western Africa,Storms,6.0,832000,4112,16
2070,Western Africa,Storms,8.5,260000,1285,5
2070,Western Asia,Droughts,2.6,50720000,427500,10
2070,Western Asia,Droughts,4.5,60864000,513000,12
2070,Western Asia,Droughts,6.0,60864000,513000,12
2070,Western Asia,Droughts,8.5,25360000,213750,5
2070,Western Asia,Floods,2.6,3835844650,3110985,22
2070,Western Asia,Floods,4.5,3138418350,2545351,18
2070,Western Asia,Floods,6.0,3835844650,3110985,22
2070,Western Asia,Floods,8.5,3312774925,2686759,19
2070,Western Asia,Storms,2.6,197100000,54870,30
2070,Western Asia,Storms,4.5,177390000,49383,27
2070,Western Asia,Storms,6.0,183960000,51212,28
2070,Western Asia,Storms,8.5,164250000,45725,25
2070,Western Europe,Droughts,2.6,2737000000,0,17
2070,Western Europe,Droughts,4.5,2737000000,0,17
2070,Western Europe,Droughts,6.0,2737000000,0,17
2070,Western Europe,Droughts,8.5,1127000000,0,7
2070,Western Europe,Floods,2.6,1569209175,1272675,9
2070,Western Europe,Floods,4.5,1917922325,1555492,11
2070,Western Europe,Floods,6.0,1394852600,1131267,8
2070,Western Europe,Floods,8.5,1917922325,1555492,11
2070,Western Europe,Storms,2.6,36900000,11358,18
2070,Western Europe,Storms,4.5,38950000,11989,19
2070,Western Europe,Storms,6.0,43050000,13251,21
2070,Western Europe,Storms,8.5,47150000,14513,23
2080,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2080,Australia and New Zealand,Droughts,4.5,1464912000,3267684,12
2080,Australia and New Zealand,Droughts,6.0,1464912000,3267684,12
2080,Australia and New Zealand,Droughts,8.5,610380000,1361535,5
2080,Australia and New Zealand,Floods,2.6,523069725,424225,3
2080,Australia and New Zealand,Floods,4.5,523069725,424225,3
2080,Australia and New Zealand,Floods,6.0,523069725,424225,3
2080,Australia and New Zealand,Floods,8.5,697426300,565633,4
2080,Australia and New Zealand,Storms,2.6,43995000,13062,21
2080,Australia and New Zealand,Storms,4.5,35615000,10574,17
2080,Australia and New Zealand,Storms,6.0,29330000,8708,14
2080,Australia and New Zealand,Storms,8.5,14665000,4354,7
2080,Caribbean,Droughts,2.6,58644000,1108134,54
2080,Caribbean,Droughts,4.5,76020000,1436470,70
2080,Caribbean,Droughts,6.0,74934000,1415949,69
2080,Caribbean,Droughts,8.5,82536000,1559596,76
2080,Caribbean,Floods,2.6,1917922325,1555492,11
2080,Caribbean,Floods,4.5,1743565750,1414084,10
2080,Caribbean,Floods,6.0,1394852600,1131267,8
2080,Caribbean,Floods,8.5,2266635475,1838309,13
2080,Caribbean,Storms,2.6,178467000,51057,93
2080,Caribbean,Storms,4.5,186143000,53253,97
2080,Caribbean,Storms,6.0,214928000,61488,112
2080,Caribbean,Storms,8.5,201495000,57645,105
2080,Central America,Droughts,2.6,142496000,617320,61
2080,Central America,Droughts,4.5,175200000,759000,75
2080,Central America,Droughts,6.0,175200000,759000,75
2080,Central America,Droughts,8.5,175200000,759000,75
2080,Central America,Floods,2.6,2615348625,2121126,15
2080,Central America,Floods,4.5,2266635475,1838309,13
2080,Central America,Floods,6.0,1917922325,1555492,11
2080,Central America,Floods,8.5,1917922325,1555492,11
2080,Central America,Storms,2.6,92850000,23400,50
2080,Central America,Storms,4.5,92850000,23400,50
2080,Central America,Storms,6.0,70566000,17784,38
2080,Central America,Storms,8.5,63138000,15912,34
2080,Central Asia,Droughts,2.6,508250000,15200000,38
2080,Central Asia,Droughts,4.5,307625000,9200000,23
2080,Central Asia,Droughts,6.0,214000000,6400000,16
2080,Central Asia,Droughts,8.5,227375000,6800000,17
2080,Central Asia,Floods,2.6,1569209175,1272675,9
2080,Central Asia,Floods,4.5,1569209175,1272675,9
2080,Central Asia,Floods,6.0,1569209175,1272675,9
2080,Central Asia,Floods,8.5,1046139450,848450,6
2080,Central Asia,Storms,2.6,3192000,13860,14
2080,Central Asia,Storms,4.5,2280000,9900,10
2080,Central Asia,Storms,6.0,2052000,8910,9
2080,Central Asia,Storms,8.5,2508000,10890,11
2080,Eastern Africa,Droughts,2.6,94656000,1090788,68
2080,Eastern Africa,Droughts,4.5,103008000,1187034,74
2080,Eastern Africa,Droughts,6.0,108576000,1251198,78
2080,Eastern Africa,Droughts,8.5,98832000,1138911,71
2080,Eastern Africa,Floods,2.6,3312774925,2686759,19
2080,Eastern Africa,Floods,4.5,2964061775,2403943,17
2080,Eastern Africa,Floods,6.0,3312774925,2686759,19
2080,Eastern Africa,Floods,8.5,2440992050,1979717,14
2080,Eastern Africa,Storms,2.6,36394000,71858,62
2080,Eastern Africa,Storms,4.5,21132000,41724,36
2080,Eastern Africa,Storms,6.0,27589000,54473,47
2080,Eastern Africa,Storms,8.5,12327000,24339,21
2080,Eastern Asia,Droughts,2.6,500539000,3881761,13
2080,Eastern Asia,Droughts,4.5,500539000,3881761,13
2080,Eastern Asia,Droughts,6.0,500539000,3881761,13
2080,Eastern Asia,Droughts,8.5,500539000,3881761,13
2080,Eastern Asia,Floods,2.6,42472447113,34446429,8
2080,Eastern Asia,Floods,4.5,34130330761,27680722,7
2080,Eastern Asia,Floods,6.0,37258300462,30217599,8
2080,Eastern Asia,Floods,8.5,24887262983,20184317,8
2080,Eastern Asia,Storms,2.6,40768000,91924,49
2080,Eastern Asia,Storms,4.5,80704000,181972,97
2080,Eastern Asia,Storms,6.0,84864000,191352,102
2080,Eastern Asia,Storms,8.5,71552000,161336,86
2080,Eastern Europe,Droughts,2.6,765000000,405382,17
2080,Eastern Europe,Droughts,4.5,765000000,405382,17
2080,Eastern Europe,Droughts,6.0,765000000,405382,17
2080,Eastern Europe,Droughts,8.5,360000000,190768,8
2080,Eastern Europe,Floods,2.6,2440992050,1979717,14
2080,Eastern Europe,Floods,4.5,2092278900,1696900,12
2080,Eastern Europe,Floods,6.0,2266635475,1838309,13
2080,Eastern Europe,Floods,8.5,2615348625,2121126,15
2080,Eastern Europe,Storms,2.6,7744000,12463,11
2080,Eastern Europe,Storms,4.5,9152000,14729,13
2080,Eastern Europe,Storms,6.0,7744000,12463,11
