Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO
2020,Northern Africa,Storms,4.5,33131000,13587,7
2020,Northern Africa,Storms,6.0,37864000,15528,8
2020,Northern Africa,Storms,8.5,56796000,23292,12
2020,Northern America,Droughts,2.6,8037753000,66759,51
2020,Northern America,Droughts,4.5,8037753000,66759,51
2020,Northern America,Droughts,6.0,8037753000,66759,51
2020,Northern America,Droughts,8.5,8037753000,66759,51
2020,Northern America,Floods,2.6,523069725,424225,3
2020,Northern America,Floods,4.5,523069725,424225,3
2020,Northern America,Floods,6.0,523069725,424225,3
2020,Northern America,Floods,8.5,523069725,424225,3
2020,Northern America,Storms,2.6,89407000,29783,29
2020,Northern America,Storms,4.5,83241000,27729,27
2020,Northern America,Storms,6.0,123320000,41080,40
2020,Northern America,Storms,8.5,86324000,28756,28
2020,Northern Europe,Droughts,2.6,3176339000,0,37
2020,Northern Europe,Droughts,4.5,3176339000,0,37
2020,Northern Europe,Droughts,6.0,3176339000,0,37
2020,Northern Europe,Droughts,8.5,3176339000,0,37
2020,Northern Europe,Floods,2.6,1917922325,1555492,11
2020,Northern Europe,Floods,4.5,1743565750,1414084,10
2020,Northern Europe,Floods,6.0,1569209175,1272675,9
2020,Northern Europe,Floods,8.5,1743565750,1414084,10
2020,Northern Europe,Storms,2.6,80237000,13547,19
2020,Northern Europe,Storms,4.5,80237000,13547,19
2020,Northern Europe,Storms,6.0,76014000,12834,18
2020,Northern Europe,Storms,8.5,80237000,13547,19
2020,Polynesia,Droughts,2.6,0,0,81
2020,Polynesia,Droughts,4.5,0,0,86
2020,Polynesia,Droughts,6.0,0,0,81
2020,Polynesia,Droughts,8.5,0,0,86
2020,Polynesia,Storms,2.6,2356000,1060,4
2020,Polynesia,Storms,4.5,2356000,1060,4
2020,Polynesia,Storms,6.0,2356000,1060,4
2020,Polynesia,Storms,8.5,1767000,795,3
2020,South America,Droughts,2.6,0,0,0
2020,South America,Droughts,4.5,454649000,1338035,41
2020,South America,Droughts,6.0,454649000,1338035,41
2020,South America,Droughts,8.5,432471000,1272765,39
2020,South America,Floods,2.6,2789705200,2262534,16
2020,South America,Floods,4.5,2615348625,2121126,15
2020,South America,Floods,6.0,2789705200,2262534,16
2020,South America,Floods,8.5,3312774925,2686759,19
2020,South America,Storms,2.6,20680000,22110,55
2020,South America,Storms,4.5,21056000,22512,56
2020,South America,Storms,6.0,21432000,22914,57
2020,South America,Storms,8.5,21808000,23316,58
2020,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2020,South-Eastern Asia,Droughts,4.5,620144000,2082080,56
2020,South-Eastern Asia,Droughts,6.0,620144000,2082080,56
2020,South-Eastern Asia,Droughts,8.5,620144000,2082080,56
2020,South-Eastern Asia,Floods,2.6,2349028709,1905132,12
2020,South-Eastern Asia,Floods,4.5,2257065368,1830547,10
2020,South-Eastern Asia,Floods,6.0,2605778518,2113364,12
2020,South-Eastern Asia,Floods,8.5,2000315559,1622315,10
2020,South-Eastern Asia,Storms,2.6,21318000,107388,114
2020,South-Eastern Asia,Storms,4.5,20009000,100794,107
2020,South-Eastern Asia,Storms,6.0,20757000,104562,111
2020,South-Eastern Asia,Storms,8.5,20196000,101736,108
2020,Southern Africa,Droughts,2.6,25730000,112705,5
2020,Southern Africa,Droughts,4.5,25730000,112705,5
2020,Southern Africa,Droughts,6.0,25730000,112705,5
2020,Southern Africa,Droughts,8.5,25730000,112705,5
2020,Southern Africa,Floods,2.6,1394852600,1131267,8
2020,Southern Africa,Floods,4.5,1220496025,989858,7
2020,Southern Africa,Floods,6.0,1220496025,989858,7
2020,Southern Africa,Floods,8.5,1569209175,1272675,9
2020,Southern Africa,Storms,2.6,43728000,28432,16
2020,Southern Africa,Storms,4.5,43728000,28432,16
2020,Southern Africa,Storms,6.0,43728000,28432,16
2020,Southern Africa,Storms,8.5,35529000,23101,13
2020,Southern Asia,Droughts,2.6,655186000,40379958,53
2020,Southern Asia,Droughts,4.5,890064000,54855792,72
2020,Southern Asia,Droughts,6.0,890064000,54855792,72
2020,Southern Asia,Droughts,8.5,939512000,57903336,76
2020,Southern Asia,Floods,2.6,26988168693,21888214,11
2020,Southern Asia,Floods,4.5,47414966224,38454960,10
2020,Southern Asia,Floods,6.0,28207551564,22877170,10
2020,Southern Asia,Floods,8.5,51051294868,41404132,14
2020,Southern Asia,Storms,2.6,129981000,297369,111
2020,Southern Asia,Storms,4.5,125297000,286653,107
2020,Southern Asia,Storms,6.0,127639000,292011,109
2020,Southern Asia,Storms,8.5,126468000,289332,108
2020,Southern Europe,Droughts,2.6,563584000,1030280,8
2020,Southern Europe,Droughts,4.5,563584000,1030280,8
2020,Southern Europe,Droughts,6.0,563584000,1030280,8
2020,Southern Europe,Droughts,8.5,563584000,1030280,8
2020,Southern Europe,Floods,2.6,2440992050,1979717,14
2020,Southern Europe,Floods,4.5,3138418350,2545351,18
2020,Southern Europe,Floods,6.0,2615348625,2121126,15
2020,Southern Europe,Floods,8.5,2964061775,2403943,17
2020,Southern Europe,Storms,2.6,92196000,8424,26
2020,Southern Europe,Storms,4.5,95742000,8748,27
2020,Southern Europe,Storms,6.0,85104000,7776,24
2020,Southern Europe,Storms,8.5,92196000,8424,26
2020,Western Africa,Droughts,2.6,34638000,976419,69
2020,Western Africa,Droughts,4.5,34638000,976419,69
2020,Western Africa,Droughts,6.0,34638000,976419,69
2020,Western Africa,Droughts,8.5,38152000,1075476,76
2020,Western Africa,Floods,2.6,3138418350,2545351,18
2020,Western Africa,Floods,4.5,3661488075,2969576,21
2020,Western Africa,Floods,6.0,2615348625,2121126,15
2020,Western Africa,Floods,8.5,4010201225,3252393,23
2020,Western Africa,Storms,2.6,1248000,6168,24
2020,Western Africa,Storms,4.5,1404000,6939,27
2020,Western Africa,Storms,6.0,1352000,6682,26
2020,Western Africa,Storms,8.5,1404000,6939,27
2020,Western Asia,Droughts,2.6,50720000,427500,10
2020,Western Asia,Droughts,4.5,50720000,427500,10
2020,Western Asia,Droughts,6.0,50720000,427500,10
2020,Western Asia,Droughts,8.5,50720000,427500,10
2020,Western Asia,Floods,2.6,3661488075,2969576,21
2020,Western Asia,Floods,4.5,3138418350,2545351,18
2020,Western Asia,Floods,6.0,3835844650,3110985,22
2020,Western Asia,Floods,8.5,3312774925,2686759,19
2020,Western Asia,Storms,2.6,190530000,53041,29
2020,Western Asia,Storms,4.5,190530000,53041,29
2020,Western Asia,Storms,6.0,170820000,47554,26
2020,Western Asia,Storms,8.5,197100000,54870,30
2020,Western Europe,Droughts,2.6,2737000000,0,17
2020,Western Europe,Droughts,4.5,2737000000,0,17
2020,Western Europe,Droughts,6.0,2737000000,0,17
2020,Western Europe,Droughts,8.5,2737000000,0,17
2020,Western Europe,Floods,2.6,1917922325,1555492,11
2020,Western Europe,Floods,4.5,1917922325,1555492,11
2020,Western Europe,Floods,6.0,1743565750,1414084,10
2020,Western Europe,Floods,8.5,1917922325,1555492,11
2020,Western Europe,Storms,2.6,34850000,10727,17
2020,Western Europe,Storms,4.5,34850000,10727,17
2020,Western Europe,Storms,6.0,36900000,11358,18
2020,Western Europe,Storms,8.5,38950000,11989,19
2030,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2030,Australia and New Zealand,Droughts,4.5,1586988000,3539991,13
2030,Australia and New Zealand,Droughts,6.0,1586988000,3539991,13
2030,Australia and New Zealand,Droughts,8.5,1586988000,3539991,13
2030,Australia and New Zealand,Floods,2.6,348713150,282816,2
2030,Australia and New Zealand,Floods,4.5,348713150,282816,2
2030,Australia and New Zealand,Floods,6.0,697426300,565633,4
2030,Australia and New Zealand,Floods,8.5,697426300,565633,4
2030,Australia and New Zealand,Storms,2.6,43995000,13062,21
2030,Australia and New Zealand,Storms,4.5,43995000,13062,21
2030,Australia and New Zealand,Storms,6.0,39805000,11818,19
2030,Australia and New Zealand,Storms,8.5,52375000,15550,25
2030,Caribbean,Droughts,2.6,58644000,1108134,54
2030,Caribbean,Droughts,4.5,58644000,1108134,54
2030,Caribbean,Droughts,6.0,58644000,1108134,54
2030,Caribbean,Droughts,8.5,58644000,1108134,54
2030,Caribbean,Floods,2.6,1743565750,1414084,10
2030,Caribbean,Floods,4.5,2092278900,1696900,12
2030,Caribbean,Floods,6.0,1917922325,1555492,11
2030,Caribbean,Floods,8.5,1917922325,1555492,11
2030,Caribbean,Storms,2.6,182305000,52155,95
2030,Caribbean,Storms,4.5,170791000,48861,89
2030,Caribbean,Storms,6.0,182305000,52155,95
2030,Caribbean,Storms,8.5,186143000,53253,97
2030,Central America,Droughts,2.6,128480000,556600,55
2030,Central America,Droughts,4.5,128480000,556600,55
2030,Central America,Droughts,6.0,128480000,556600,55
2030,Central America,Droughts,8.5,128480000,556600,55
2030,Central America,Floods,2.6,2615348625,2121126,15
2030,Central America,Floods,4.5,2092278900,1696900,12
2030,Central America,Floods,6.0,2266635475,1838309,13
2030,Central America,Floods,8.5,2615348625,2121126,15
2030,Central America,Storms,2.6,89136000,22464,48
2030,Central America,Storms,4.5,102135000,25740,55
2030,Central America,Storms,6.0,100278000,25272,54
2030,Central America,Storms,8.5,77994000,19656,42
2030,Central Asia,Droughts,2.6,508250000,15200000,38
2030,Central Asia,Droughts,4.5,508250000,15200000,38
2030,Central Asia,Droughts,6.0,508250000,15200000,38
2030,Central Asia,Droughts,8.5,508250000,15200000,38
2030,Central Asia,Floods,2.6,1220496025,989858,7
2030,Central Asia,Floods,4.5,1394852600,1131267,8
2030,Central Asia,Floods,6.0,1046139450,848450,6
2030,Central Asia,Floods,8.5,1743565750,1414084,10
2030,Central Asia,Storms,2.6,3192000,13860,14
2030,Central Asia,Storms,4.5,3192000,13860,14
2030,Central Asia,Storms,6.0,3192000,13860,14
2030,Central Asia,Storms,8.5,2736000,11880,12
2030,Eastern Africa,Droughts,2.6,84912000,978501,61
2030,Eastern Africa,Droughts,4.5,96048000,1106829,69
2030,Eastern Africa,Droughts,6.0,103008000,1187034,74
2030,Eastern Africa,Droughts,8.5,94656000,1090788,68
2030,Eastern Africa,Floods,2.6,3487131500,2828168,20
2030,Eastern Africa,Floods,4.5,2615348625,2121126,15
2030,Eastern Africa,Floods,6.0,3312774925,2686759,19
2030,Eastern Africa,Floods,8.5,2964061775,2403943,17
2030,Eastern Africa,Storms,2.6,34046000,67222,58
2030,Eastern Africa,Storms,4.5,36394000,71858,62
2030,Eastern Africa,Storms,6.0,36394000,71858,62
2030,Eastern Africa,Storms,8.5,31111000,61427,53
2030,Eastern Asia,Droughts,2.6,500539000,3881761,13
2030,Eastern Asia,Droughts,4.5,539042000,4180358,14
2030,Eastern Asia,Droughts,6.0,539042000,4180358,14
2030,Eastern Asia,Droughts,8.5,539042000,4180358,14
2030,Eastern Asia,Floods,2.6,39518833987,32050960,8
2030,Eastern Asia,Floods,4.5,34130330761,27680722,7
2030,Eastern Asia,Floods,6.0,21584936706,17506031,6
2030,Eastern Asia,Floods,8.5,39344477412,31909551,7
2030,Eastern Asia,Storms,2.6,40768000,91924,49
2030,Eastern Asia,Storms,4.5,64064000,144452,77
2030,Eastern Asia,Storms,6.0,65728000,148204,79
2030,Eastern Asia,Storms,8.5,64896000,146328,78
2030,Eastern Europe,Droughts,2.6,765000000,405382,17
2030,Eastern Europe,Droughts,4.5,765000000,405382,17
2030,Eastern Europe,Droughts,6.0,765000000,405382,17
2030,Eastern Europe,Droughts,8.5,765000000,405382,17
2030,Eastern Europe,Floods,2.6,2440992050,1979717,14
2030,Eastern Europe,Floods,4.5,2440992050,1979717,14
2030,Eastern Europe,Floods,6.0,2440992050,1979717,14
2030,Eastern Europe,Floods,8.5,1917922325,1555492,11
2030,Eastern Europe,Storms,2.6,8448000,13596,12
2030,Eastern Europe,Storms,4.5,7744000,12463,11
2030,Eastern Europe,Storms,6.0,8448000,13596,12
2030,Eastern Europe,Storms,8.5,7744000,12463,11
2030,Melanesia,Droughts,2.6,315000000,3421782,63
2030,Melanesia,Droughts,4.5,320000000,3476096,64
2030,Melanesia,Droughts,6.0,315000000,3421782,63
2030,Melanesia,Droughts,8.5,320000000,3476096,64
2030,Melanesia,Floods,2.6,1046139450,848450,6
2030,Melanesia,Floods,4.5,1046139450,848450,6
2030,Melanesia,Floods,6.0,1046139450,848450,6
2030,Melanesia,Floods,8.5,871782875,707042,5
2030,Melanesia,Storms,2.6,5356000,4836,13
2030,Melanesia,Storms,4.5,5768000,5208,14
2030,Melanesia,Storms,6.0,4944000,4464,12
2030,Melanesia,Storms,8.5,5356000,4836,13
2030,Micronesia,Droughts,2.6,84280000,826202,86
2030,Micronesia,Droughts,4.5,84280000,826202,86
2030,Micronesia,Droughts,6.0,84280000,826202,86
2030,Micronesia,Droughts,8.5,84280000,826202,86
2030,Micronesia,Floods,2.6,671248831,544402,4
2030,Micronesia,Floods,4.5,671248831,544402,4
2030,Micronesia,Floods,6.0,671248831,544402,4
2030,Micronesia,Floods,8.5,819427938,664580,5
2030,Micronesia,Storms,2.6,0,0,0
2030,Micronesia,Storms,4.5,3561000,214,1
2030,Micronesia,Storms,6.0,0,0,0
2030,Micronesia,Storms,8.5,7122000,428,2
2030,Middle Africa,Droughts,2.6,106288000,2049548,73
2030,Middle Africa,Droughts,4.5,106288000,2049548,73
2030,Middle Africa,Droughts,6.0,106288000,2049548,73
2030,Middle Africa,Droughts,8.5,106288000,2049548,73
2030,Middle Africa,Floods,2.6,1743565750,1414084,10
2030,Middle Africa,Floods,4.5,1394852600,1131267,8
2030,Middle Africa,Floods,6.0,1569209175,1272675,9
2030,Middle Africa,Floods,8.5,1917922325,1555492,11
2030,Middle Africa,Storms,2.6,60000,4550,10
2030,Middle Africa,Storms,4.5,54000,4095,9
2030,Middle Africa,Storms,6.0,54000,4095,9
2030,Middle Africa,Storms,8.5,42000,3185,7
2030,Northern Africa,Droughts,2.6,923754000,5613660,39
2030,Northern Africa,Droughts,4.5,1421160000,8636400,60
2030,Northern Africa,Droughts,6.0,923754000,5613660,39
2030,Northern Africa,Droughts,8.5,1610648000,9787920,68
2030,Northern Africa,Floods,2.6,1569209175,1272675,9
2030,Northern Africa,Floods,4.5,1220496025,989858,7
2030,Northern Africa,Floods,6.0,1743565750,1414084,10
2030,Northern Africa,Floods,8.5,1394852600,1131267,8
2030,Northern Africa,Storms,2.6,52063000,21351,11
2030,Northern Africa,Storms,4.5,56796000,23292,12
2030,Northern Africa,Storms,6.0,47330000,19410,10
2030,Northern Africa,Storms,8.5,42597000,17469,9
2030,Northern America,Droughts,2.6,8037753000,66759,51
2030,Northern America,Droughts,4.5,8037753000,66759,51
2030,Northern America,Droughts,6.0,8037753000,66759,51
2030,Northern America,Droughts,8.5,8037753000,66759,51
2030,Northern America,Floods,2.6,523069725,424225,3
2030,Northern America,Floods,4.5,523069725,424225,3
2030,Northern America,Floods,6.0,523069725,424225,3
2030,Northern America,Floods,8.5,523069725,424225,3
2030,Northern America,Storms,2.6,86324000,28756,28
2030,Northern America,Storms,4.5,86324000,28756,28
2030,Northern America,Storms,6.0,86324000,28756,28
2030,Northern America,Storms,8.5,80158000,26702,26
2030,Northern Europe,Droughts,2.6,3176339000,0,37
2030,Northern Europe,Droughts,4.5,3176339000,0,37
2030,Northern Europe,Droughts,6.0,3176339000,0,37
2030,Northern Europe,Droughts,8.5,3176339000,0,37
2030,Northern Europe,Floods,2.6,1743565750,1414084,10
2030,Northern Europe,Floods,4.5,1917922325,1555492,11
2030,Northern Europe,Floods,6.0,2092278900,1696900,12
2030,Northern Europe,Floods,8.5,1917922325,1555492,11
2030,Northern Europe,Storms,2.6,80237000,13547,19
2030,Northern Europe,Storms,4.5,84460000,14260,20
2030,Northern Europe,Storms,6.0,84460000,14260,20
2030,Northern Europe,Storms,8.5,97129000,16399,23
2030,Polynesia,Droughts,2.6,0,0,81
2030,Polynesia,Droughts,4.5,0,0,86
2030,Polynesia,Droughts,6.0,0,0,81
2030,Polynesia,Droughts,8.5,0,0,86
2030,Polynesia,Storms,2.6,2945000,1325,5
2030,Polynesia,Storms,4.5,2356000,1060,4
2030,Polynesia,Storms,6.0,1767000,795,3
2030,Polynesia,Storms,8.5,1767000,795,3
2030,South America,Droughts,2.6,0,0,0
2030,South America,Droughts,4.5,454649000,1338035,41
2030,South America,Droughts,6.0,454649000,1338035,41
2030,South America,Droughts,8.5,432471000,1272765,39
2030,South America,Floods,2.6,3487131500,2828168,20
2030,South America,Floods,4.5,3661488075,2969576,21
2030,South America,Floods,6.0,3487131500,2828168,20
2030,South America,Floods,8.5,2964061775,2403943,17
2030,South America,Storms,2.6,21808000,23316,58
2030,South America,Storms,4.5,18424000,19698,49
2030,South America,Storms,6.0,21056000,22512,56
2030,South America,Storms,8.5,19552000,20904,52
2030,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2030,South-Eastern Asia,Droughts,4.5,620144000,2082080,56
2030,South-Eastern Asia,Droughts,6.0,620144000,2082080,56
2030,South-Eastern Asia,Droughts,8.5,620144000,2082080,56
2030,South-Eastern Asia,Floods,2.6,2082708793,1689139,9
2030,South-Eastern Asia,Floods,4.5,2174672134,1763724,11
2030,South-Eastern Asia,Floods,6.0,1825958984,1480907,9
2030,South-Eastern Asia,Floods,8.5,2431421943,1971956,11
2030,South-Eastern Asia,Storms,2.6,20009000,100794,107
2030,South-Eastern Asia,Storms,4.5,20196000,101736,108
2030,South-Eastern Asia,Storms,6.0,20009000,100794,107
2030,South-Eastern Asia,Storms,8.5,21318000,107388,114
2030,Southern Africa,Droughts,2.6,25730000,112705,5
2030,Southern Africa,Droughts,4.5,25730000,112705,5
2030,Southern Africa,Droughts,6.0,25730000,112705,5
2030,Southern Africa,Droughts,8.5,25730000,112705,5
2030,Southern Africa,Floods,2.6,1220496025,989858,7
2030,Southern Africa,Floods,4.5,1394852600,1131267,8
2030,Southern Africa,Floods,6.0,1394852600,1131267,8
2030,Southern Africa,Floods,8.5,1046139450,848450,6
2030,Southern Africa,Storms,2.6,40995000,26655,15
2030,Southern Africa,Storms,4.5,32796000,21324,12
2030,Southern Africa,Storms,6.0,35529000,23101,13
2030,Southern Africa,Storms,8.5,30063000,19547,11
2030,Southern Asia,Droughts,2.6,655186000,40379958,53
2030,Southern Asia,Droughts,4.5,890064000,54855792,72
2030,Southern Asia,Droughts,6.0,890064000,54855792,72
2030,Southern Asia,Droughts,8.5,939512000,57903336,76
2030,Southern Asia,Floods,2.6,50100613599,40633101,13
2030,Southern Asia,Floods,4.5,29673816068,24066355,14
2030,Southern Asia,Floods,6.0,48881230728,39644144,14
2030,Southern Asia,Floods,8.5,26037487424,21117183,10
2030,Southern Asia,Storms,2.6,126468000,289332,108
2030,Southern Asia,Storms,4.5,121784000,278616,104
2030,Southern Asia,Storms,6.0,125297000,286653,107
2030,Southern Asia,Storms,8.5,125297000,286653,107
2030,Southern Europe,Droughts,2.6,563584000,1030280,8
2030,Southern Europe,Droughts,4.5,563584000,1030280,8
2030,Southern Europe,Droughts,6.0,563584000,1030280,8
2030,Southern Europe,Droughts,8.5,563584000,1030280,8
2030,Southern Europe,Floods,2.6,3312774925,2686759,19
2030,Southern Europe,Floods,4.5,2615348625,2121126,15
2030,Southern Europe,Floods,6.0,3138418350,2545351,18
2030,Southern Europe,Floods,8.5,2789705200,2262534,16
2030,Southern Europe,Storms,2.6,92196000,8424,26
2030,Southern Europe,Storms,4.5,95742000,8748,27
2030,Southern Europe,Storms,6.0,92196000,8424,26
2030,Southern Europe,Storms,8.5,99288000,9072,28
2030,Western Africa,Droughts,2.6,34638000,976419,69
2030,Western Africa,Droughts,4.5,34638000,976419,69
2030,Western Africa,Droughts,6.0,34638000,976419,69
2030,Western Africa,Droughts,8.5,38152000,1075476,76
2030,Western Africa,Floods,2.6,3661488075,2969576,21
2030,Western Africa,Floods,4.5,3138418350,2545351,18
2030,Western Africa,Floods,6.0,4184557800,3393801,24
2030,Western Africa,Floods,8.5,2789705200,2262534,16
2030,Western Africa,Storms,2.6,1352000,6682,26
2030,Western Africa,Storms,4.5,1300000,6425,25
2030,Western Africa,Storms,6.0,1404000,6939,27
2030,Western Africa,Storms,8.5,988000,4883,19
2030,Western Asia,Droughts,2.6,50720000,427500,10
2030,Western Asia,Droughts,4.5,50720000,427500,10
2030,Western Asia,Droughts,6.0,50720000,427500,10
2030,Western Asia,Droughts,8.5,50720000,427500,10
2030,Western Asia,Floods,2.6,3138418350,2545351,18
2030,Western Asia,Floods,4.5,3661488075,2969576,21
2030,Western Asia,Floods,6.0,2964061775,2403943,17
2030,Western Asia,Floods,8.5,3487131500,2828168,20
2030,Western Asia,Storms,2.6,190530000,53041,29
2030,Western Asia,Storms,4.5,203670000,56699,31
2030,Western Asia,Storms,6.0,177390000,49383,27
2030,Western Asia,Storms,8.5,269370000,74989,41
2030,Western Europe,Droughts,2.6,2737000000,0,17
2030,Western Europe,Droughts,4.5,2737000000,0,17
2030,Western Europe,Droughts,6.0,2737000000,0,17
2030,Western Europe,Droughts,8.5,2737000000,0,17
2030,Western Europe,Floods,2.6,1743565750,1414084,10
2030,Western Europe,Floods,4.5,1743565750,1414084,10
2030,Western Europe,Floods,6.0,1917922325,1555492,11
2030,Western Europe,Floods,8.5,1743565750,1414084,10
2030,Western Europe,Storms,2.6,36900000,11358,18
2030,Western Europe,Storms,4.5,36900000,11358,18
2030,Western Europe,Storms,6.0,36900000,11358,18
2030,Western Europe,Storms,8.5,43050000,13251,21
2040,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2040,Australia and New Zealand,Droughts,4.5,1586988000,3539991,13
2040,Australia and New Zealand,Droughts,6.0,1586988000,3539991,13
2040,Australia and New Zealand,Droughts,8.5,1464912000,3267684,12
2040,Australia and New Zealand,Floods,2.6,348713150,282816,2
2040,Australia and New Zealand,Floods,4.5,697426300,565633,4
2040,Australia and New Zealand,Floods,6.0,523069725,424225,3
2040,Australia and New Zealand,Floods,8.5,523069725,424225,3
2040,Australia and New Zealand,Storms,2.6,39805000,11818,19
2040,Australia and New Zealand,Storms,4.5,52375000,15550,25
2040,Australia and New Zealand,Storms,6.0,52375000,15550,25
2040,Australia and New Zealand,Storms,8.5,35615000,10574,17
2040,Caribbean,Droughts,2.6,58644000,1108134,54
2040,Caribbean,Droughts,4.5,58644000,1108134,54
2040,Caribbean,Droughts,6.0,58644000,1108134,54
2040,Caribbean,Droughts,8.5,76020000,1436470,70
2040,Caribbean,Floods,2.6,1569209175,1272675,9
2040,Caribbean,Floods,4.5,1917922325,1555492,11
2040,Caribbean,Floods,6.0,2266635475,1838309,13
2040,Caribbean,Floods,8.5,1917922325,1555492,11
2040,Caribbean,Storms,2.6,176548000,50508,92
2040,Caribbean,Storms,4.5,178467000,51057,93
2040,Caribbean,Storms,6.0,170791000,48861,89
2040,Caribbean,Storms,8.5,186143000,53253,97
2040,Central America,Droughts,2.6,142496000,617320,61
2040,Central America,Droughts,4.5,163520000,708400,70
2040,Central America,Droughts,6.0,165856000,718520,71
2040,Central America,Droughts,8.5,175200000,759000,75
2040,Central America,Floods,2.6,2092278900,1696900,12
2040,Central America,Floods,4.5,2266635475,1838309,13
2040,Central America,Floods,6.0,2266635475,1838309,13
2040,Central America,Floods,8.5,2266635475,1838309,13
2040,Central America,Storms,2.6,94707000,23868,51
2040,Central America,Storms,4.5,85422000,21528,46
2040,Central America,Storms,6.0,94707000,23868,51
2040,Central America,Storms,8.5,96564000,24336,52
2040,Central Asia,Droughts,2.6,508250000,15200000,38
2040,Central Asia,Droughts,4.5,307625000,9200000,23
2040,Central Asia,Droughts,6.0,307625000,9200000,23
2040,Central Asia,Droughts,8.5,307625000,9200000,23
2040,Central Asia,Floods,2.6,1569209175,1272675,9
2040,Central Asia,Floods,4.5,1220496025,989858,7
2040,Central Asia,Floods,6.0,1046139450,848450,6
2040,Central Asia,Floods,8.5,1220496025,989858,7
2040,Central Asia,Storms,2.6,3420000,14850,15
2040,Central Asia,Storms,4.5,2508000,10890,11
2040,Central Asia,Storms,6.0,3648000,15840,16
2040,Central Asia,Storms,8.5,2280000,9900,10
2040,Eastern Africa,Droughts,2.6,94656000,1090788,68
2040,Eastern Africa,Droughts,4.5,107184000,1235157,77
2040,Eastern Africa,Droughts,6.0,97440000,1122870,70
2040,Eastern Africa,Droughts,8.5,104400000,1203075,75
2040,Eastern Africa,Floods,2.6,2964061775,2403943,17
2040,Eastern Africa,Floods,4.5,2789705200,2262534,16
2040,Eastern Africa,Floods,6.0,2615348625,2121126,15
2040,Eastern Africa,Floods,8.5,3661488075,2969576,21
2040,Eastern Africa,Storms,2.6,35220000,69540,60
2040,Eastern Africa,Storms,4.5,32285000,63745,55
2040,Eastern Africa,Storms,6.0,34046000,67222,58
2040,Eastern Africa,Storms,8.5,21719000,42883,37
2040,Eastern Asia,Droughts,2.6,539042000,4180358,14
2040,Eastern Asia,Droughts,4.5,539042000,4180358,14
2040,Eastern Asia,Droughts,6.0,539042000,4180358,14
2040,Eastern Asia,Droughts,8.5,500539000,3881761,13
2040,Eastern Asia,Floods,2.6,26973439933,21876269,7
2040,Eastern Asia,Floods,4.5,42472447113,34446429,8
2040,Eastern Asia,Floods,6.0,30101409634,24413146,8
2040,Eastern Asia,Floods,8.5,39518833987,32050960,8
2040,Eastern Asia,Storms,2.6,64064000,144452,77
2040,Eastern Asia,Storms,4.5,65728000,148204,79
2040,Eastern Asia,Storms,6.0,64064000,144452,77
2040,Eastern Asia,Storms,8.5,82368000,185724,99
2040,Eastern Europe,Droughts,2.6,765000000,405382,17
2040,Eastern Europe,Droughts,4.5,765000000,405382,17
2040,Eastern Europe,Droughts,6.0,765000000,405382,17
2040,Eastern Europe,Droughts,8.5,765000000,405382,17
2040,Eastern Europe,Floods,2.6,1917922325,1555492,11
2040,Eastern Europe,Floods,4.5,2266635475,1838309,13
2040,Eastern Europe,Floods,6.0,2789705200,2262534,16
2040,Eastern Europe,Floods,8.5,2615348625,2121126,15
2040,Eastern Europe,Storms,2.6,7744000,12463,11
2040,Eastern Europe,Storms,4.5,7744000,12463,11
2040,Eastern Europe,Storms,6.0,8448000,13596,12
2040,Eastern Europe,Storms,8.5,9856000,15862,14
2040,Melanesia,Droughts,2.6,320000000,3476096,64
2040,Melanesia,Droughts,4.5,320000000,3476096,64
2040,Melanesia,Droughts,6.0,320000000,3476096,64
2040,Melanesia,Droughts,8.5,320000000,3476096,64
2040,Melanesia,Floods,2.6,871782875,707042,5
2040,Melanesia,Floods,4.5,1046139450,848450,6
2040,Melanesia,Floods,6.0,871782875,707042,5
2040,Melanesia,Floods,8.5,1220496025,989858,7
2040,Melanesia,Storms,2.6,5356000,4836,13
2040,Melanesia,Storms,4.5,5356000,4836,13
2040,Melanesia,Storms,6.0,5768000,5208,14
2040,Melanesia,Storms,8.5,5768000,5208,14
2040,Micronesia,Droughts,2.6,84280000,826202,86
2040,Micronesia,Droughts,4.5,84280000,826202,86
2040,Micronesia,Droughts,6.0,84280000,826202,86
2040,Micronesia,Droughts,8.5,84280000,826202,86
2040,Micronesia,Floods,2.6,645071363,523172,4
2040,Micronesia,Floods,4.5,645071363,523172,4
2040,Micronesia,Floods,6.0,496892256,402994,3
2040,Micronesia,Floods,8.5,671248831,544402,4
2040,Micronesia,Storms,2.6,3561000,214,1
2040,Micronesia,Storms,4.5,7122000,428,2
2040,Micronesia,Storms,6.0,3561000,214,1
2040,Micronesia,Storms,8.5,0,0,0
2040,Middle Africa,Droughts,2.6,106288000,2049548,73
2040,Middle Africa,Droughts,4.5,101920000,1965320,70
2040,Middle Africa,Droughts,6.0,112112000,2161852,77
2040,Middle Africa,Droughts,8.5,78624000,1516104,54
2040,Middle Africa,Floods,2.6,1569209175,1272675,9
2040,Middle Africa,Floods,4.5,1394852600,1131267,8
