,UN_Geosheme_Subregion,Decade,RCP,DO,°C,Disaster_Type,Human_Impact,Financial_Impact
446,Polynesia,2090,6.0,2,28,Storms,530,1178000
447,Polynesia,2090,8.5,8,29,Storms,2120,4712000
448,South America,2020,2.6,55,22,Storms,22110,20680000
449,South America,2020,4.5,56,22,Storms,22512,21056000
450,South America,2020,6.0,57,22,Storms,22914,21432000
451,South America,2020,8.5,58,23,Storms,23316,21808000
452,South America,2030,2.6,58,22,Storms,23316,21808000
453,South America,2030,4.5,49,23,Storms,19698,18424000
454,South America,2030,6.0,56,23,Storms,22512,21056000
455,South America,2030,8.5,52,23,Storms,20904,19552000
456,South America,2040,2.6,55,22,Storms,22110,20680000
457,South America,2040,4.5,52,23,Storms,20904,19552000
458,South America,2040,6.0,49,23,Storms,19698,18424000
459,South America,2040,8.5,56,23,Storms,22512,21056000
460,South America,2050,2.6,51,22,Storms,20502,19176000
461,South America,2050,4.5,55,23,Storms,22110,20680000
462,South America,2050,6.0,55,23,Storms,22110,20680000
463,South America,2050,8.5,50,24,Storms,20100,18800000
464,South America,2060,2.6,49,23,Storms,19698,18424000
465,South America,2060,4.5,48,23,Storms,19296,18048000
466,South America,2060,6.0,50,23,Storms,20100,18800000
467,South America,2060,8.5,48,24,Storms,19296,18048000
468,South America,2070,2.6,49,23,Storms,19698,18424000
469,South America,2070,4.5,54,23,Storms,21708,20304000
470,South America,2070,6.0,52,23,Storms,20904,19552000
471,South America,2070,8.5,46,25,Storms,18492,17296000
472,South America,2080,2.6,43,23,Storms,17286,16168000
473,South America,2080,4.5,56,23,Storms,22512,21056000
474,South America,2080,6.0,59,24,Storms,23718,22184000
475,South America,2080,8.5,54,25,Storms,21708,20304000
476,South America,2090,2.6,43,23,Storms,17286,16168000
477,South America,2090,4.5,56,23,Storms,22512,21056000
478,South America,2090,6.0,59,24,Storms,23718,22184000
479,South America,2090,8.5,54,25,Storms,21708,20304000
480,South-Eastern Asia,2020,2.6,114,25,Storms,107388,21318000
481,South-Eastern Asia,2020,4.5,107,25,Storms,100794,20009000
482,South-Eastern Asia,2020,6.0,111,25,Storms,104562,20757000
483,South-Eastern Asia,2020,8.5,108,25,Storms,101736,20196000
484,South-Eastern Asia,2030,2.6,107,25,Storms,100794,20009000
485,South-Eastern Asia,2030,4.5,108,25,Storms,101736,20196000
486,South-Eastern Asia,2030,6.0,107,25,Storms,100794,20009000
487,South-Eastern Asia,2030,8.5,114,26,Storms,107388,21318000
488,South-Eastern Asia,2040,2.6,107,25,Storms,100794,20009000
489,South-Eastern Asia,2040,4.5,113,26,Storms,106446,21131000
490,South-Eastern Asia,2040,6.0,111,26,Storms,104562,20757000
491,South-Eastern Asia,2040,8.5,126,26,Storms,118692,23562000
492,South-Eastern Asia,2050,2.6,110,25,Storms,103620,20570000
493,South-Eastern Asia,2050,4.5,116,26,Storms,109272,21692000
494,South-Eastern Asia,2050,6.0,113,26,Storms,106446,21131000
495,South-Eastern Asia,2050,8.5,101,27,Storms,95142,18887000
496,South-Eastern Asia,2060,2.6,108,25,Storms,101736,20196000
497,South-Eastern Asia,2060,4.5,116,26,Storms,109272,21692000
498,South-Eastern Asia,2060,6.0,121,26,Storms,113982,22627000
499,South-Eastern Asia,2060,8.5,93,27,Storms,87606,17391000
500,South-Eastern Asia,2070,2.6,108,25,Storms,101736,20196000
501,South-Eastern Asia,2070,4.5,123,26,Storms,115866,23001000
502,South-Eastern Asia,2070,6.0,122,26,Storms,114924,22814000
503,South-Eastern Asia,2070,8.5,87,27,Storms,81954,16269000
504,South-Eastern Asia,2080,2.6,108,25,Storms,101736,20196000
505,South-Eastern Asia,2080,4.5,122,26,Storms,114924,22814000
506,South-Eastern Asia,2080,6.0,109,27,Storms,102678,20383000
507,South-Eastern Asia,2080,8.5,90,28,Storms,84780,16830000
508,South-Eastern Asia,2090,2.6,108,25,Storms,101736,20196000
509,South-Eastern Asia,2090,4.5,122,26,Storms,114924,22814000
510,South-Eastern Asia,2090,6.0,109,27,Storms,102678,20383000
511,South-Eastern Asia,2090,8.5,90,28,Storms,84780,16830000
512,Southern Africa,2020,2.6,16,19,Storms,28432,43728000
513,Southern Africa,2020,4.5,16,19,Storms,28432,43728000
514,Southern Africa,2020,6.0,16,19,Storms,28432,43728000
515,Southern Africa,2020,8.5,13,19,Storms,23101,35529000
516,Southern Africa,2030,2.6,15,19,Storms,26655,40995000
517,Southern Africa,2030,4.5,12,19,Storms,21324,32796000
518,Southern Africa,2030,6.0,13,19,Storms,23101,35529000
519,Southern Africa,2030,8.5,11,20,Storms,19547,30063000
520,Southern Africa,2040,2.6,13,19,Storms,23101,35529000
521,Southern Africa,2040,4.5,12,20,Storms,21324,32796000
522,Southern Africa,2040,6.0,12,20,Storms,21324,32796000
523,Southern Africa,2040,8.5,14,20,Storms,24878,38262000
524,Southern Africa,2050,2.6,13,19,Storms,23101,35529000
525,Southern Africa,2050,4.5,12,20,Storms,21324,32796000
526,Southern Africa,2050,6.0,12,20,Storms,21324,32796000
527,Southern Africa,2050,8.5,25,21,Storms,44425,68325000
528,Southern Africa,2060,2.6,13,19,Storms,23101,35529000
529,Southern Africa,2060,4.5,14,20,Storms,24878,38262000
530,Southern Africa,2060,6.0,14,20,Storms,24878,38262000
531,Southern Africa,2060,8.5,26,21,Storms,46202,71058000
532,Southern Africa,2070,2.6,13,19,Storms,23101,35529000
533,Southern Africa,2070,4.5,14,20,Storms,24878,38262000
534,Southern Africa,2070,6.0,26,21,Storms,46202,71058000
535,Southern Africa,2070,8.5,35,22,Storms,62195,95655000
536,Southern Africa,2080,2.6,13,19,Storms,23101,35529000
537,Southern Africa,2080,4.5,24,20,Storms,42648,65592000
538,Southern Africa,2080,6.0,29,21,Storms,51533,79257000
539,Southern Africa,2080,8.5,33,23,Storms,58641,90189000
540,Southern Africa,2090,2.6,13,19,Storms,23101,35529000
541,Southern Africa,2090,4.5,24,20,Storms,42648,65592000
542,Southern Africa,2090,6.0,29,21,Storms,51533,79257000
543,Southern Africa,2090,8.5,33,23,Storms,58641,90189000
544,Southern Asia,2020,2.6,111,22,Storms,297369,129981000
545,Southern Asia,2020,4.5,107,22,Storms,286653,125297000
546,Southern Asia,2020,6.0,109,21,Storms,292011,127639000
547,Southern Asia,2020,8.5,108,22,Storms,289332,126468000
548,Southern Asia,2030,2.6,108,22,Storms,289332,126468000
549,Southern Asia,2030,4.5,104,22,Storms,278616,121784000
550,Southern Asia,2030,6.0,107,22,Storms,286653,125297000
551,Southern Asia,2030,8.5,107,22,Storms,286653,125297000
552,Southern Asia,2040,2.6,104,22,Storms,278616,121784000
553,Southern Asia,2040,4.5,110,22,Storms,294690,128810000
554,Southern Asia,2040,6.0,107,22,Storms,286653,125297000
555,Southern Asia,2040,8.5,115,23,Storms,308085,134665000
556,Southern Asia,2050,2.6,105,22,Storms,281295,122955000
557,Southern Asia,2050,4.5,110,22,Storms,294690,128810000
558,Southern Asia,2050,6.0,107,22,Storms,286653,125297000
559,Southern Asia,2050,8.5,130,23,Storms,348270,152230000
560,Southern Asia,2060,2.6,110,22,Storms,294690,128810000
561,Southern Asia,2060,4.5,117,22,Storms,313443,137007000
562,Southern Asia,2060,6.0,114,22,Storms,305406,133494000
563,Southern Asia,2060,8.5,133,24,Storms,356307,155743000
564,Southern Asia,2070,2.6,105,22,Storms,281295,122955000
565,Southern Asia,2070,4.5,116,23,Storms,310764,135836000
566,Southern Asia,2070,6.0,119,23,Storms,318801,139349000
567,Southern Asia,2070,8.5,133,24,Storms,356307,155743000
568,Southern Asia,2080,2.6,106,23,Storms,283974,124126000
569,Southern Asia,2080,4.5,120,23,Storms,321480,140520000
570,Southern Asia,2080,6.0,132,23,Storms,353628,154572000
571,Southern Asia,2080,8.5,149,25,Storms,399171,174479000
572,Southern Asia,2090,2.6,106,23,Storms,283974,124126000
573,Southern Asia,2090,4.5,120,23,Storms,321480,140520000
574,Southern Asia,2090,6.0,132,23,Storms,353628,154572000
575,Southern Asia,2090,8.5,149,25,Storms,399171,174479000
576,Southern Europe,2020,2.6,26,15,Storms,8424,92196000
577,Southern Europe,2020,4.5,27,15,Storms,8748,95742000
578,Southern Europe,2020,6.0,24,14,Storms,7776,85104000
579,Southern Europe,2020,8.5,26,15,Storms,8424,92196000
580,Southern Europe,2030,2.6,26,15,Storms,8424,92196000
581,Southern Europe,2030,4.5,27,15,Storms,8748,95742000
582,Southern Europe,2030,6.0,26,15,Storms,8424,92196000
583,Southern Europe,2030,8.5,28,15,Storms,9072,99288000
584,Southern Europe,2040,2.6,26,15,Storms,8424,92196000
585,Southern Europe,2040,4.5,29,15,Storms,9396,102834000
586,Southern Europe,2040,6.0,27,15,Storms,8748,95742000
587,Southern Europe,2040,8.5,32,16,Storms,10368,113472000
588,Southern Europe,2050,2.6,26,15,Storms,8424,92196000
589,Southern Europe,2050,4.5,25,15,Storms,8100,88650000
590,Southern Europe,2050,6.0,28,15,Storms,9072,99288000
591,Southern Europe,2050,8.5,39,16,Storms,12636,138294000
592,Southern Europe,2060,2.6,26,15,Storms,8424,92196000
593,Southern Europe,2060,4.5,28,16,Storms,9072,99288000
594,Southern Europe,2060,6.0,29,16,Storms,9396,102834000
595,Southern Europe,2060,8.5,46,17,Storms,14904,163116000
596,Southern Europe,2070,2.6,27,15,Storms,8748,95742000
597,Southern Europe,2070,4.5,29,16,Storms,9396,102834000
598,Southern Europe,2070,6.0,32,16,Storms,10368,113472000
599,Southern Europe,2070,8.5,44,17,Storms,14256,156024000
600,Southern Europe,2080,2.6,27,15,Storms,8748,95742000
601,Southern Europe,2080,4.5,32,16,Storms,10368,113472000
602,Southern Europe,2080,6.0,36,16,Storms,11664,127656000
603,Southern Europe,2080,8.5,47,18,Storms,15228,166662000
604,Southern Europe,2090,2.6,27,15,Storms,8748,95742000
605,Southern Europe,2090,4.5,32,16,Storms,10368,113472000
606,Southern Europe,2090,6.0,36,16,Storms,11664,127656000
607,Southern Europe,2090,8.5,47,18,Storms,15228,166662000
608,Western Africa,2020,2.6,24,27,Storms,6168,1248000
609,Western Africa,2020,4.5,27,27,Storms,6939,1404000
610,Western Africa,2020,6.0,26,27,Storms,6682,1352000
611,Western Africa,2020,8.5,27,27,Storms,6939,1404000
612,Western Africa,2030,2.6,26,27,Storms,6682,1352000
613,Western Africa,2030,4.5,25,27,Storms,6425,1300000
614,Western Africa,2030,6.0,27,27,Storms,6939,1404000
615,Western Africa,2030,8.5,19,28,Storms,4883,988000
616,Western Africa,2040,2.6,25,27,Storms,6425,1300000
617,Western Africa,2040,4.5,20,28,Storms,5140,1040000
618,Western Africa,2040,6.0,19,28,Storms,4883,988000
619,Western Africa,2040,8.5,17,28,Storms,4369,884000
620,Western Africa,2050,2.6,24,27,Storms,6168,1248000
621,Western Africa,2050,4.5,16,28,Storms,4112,832000
622,Western Africa,2050,6.0,15,28,Storms,3855,780000
623,Western Africa,2050,8.5,14,29,Storms,3598,728000
624,Western Africa,2060,2.6,24,27,Storms,6168,1248000
625,Western Africa,2060,4.5,21,28,Storms,5397,1092000
626,Western Africa,2060,6.0,21,28,Storms,5397,1092000
627,Western Africa,2060,8.5,7,29,Storms,1799,364000
628,Western Africa,2070,2.6,24,27,Storms,6168,1248000
629,Western Africa,2070,4.5,17,28,Storms,4369,884000
630,Western Africa,2070,6.0,16,28,Storms,4112,832000
631,Western Africa,2070,8.5,5,30,Storms,1285,260000
632,Western Africa,2080,2.6,25,27,Storms,6425,1300000
633,Western Africa,2080,4.5,19,28,Storms,4883,988000
634,Western Africa,2080,6.0,15,29,Storms,3855,780000
635,Western Africa,2080,8.5,7,30,Storms,1799,364000
636,Western Africa,2090,2.6,25,27,Storms,6425,1300000
637,Western Africa,2090,4.5,19,28,Storms,4883,988000
638,Western Africa,2090,6.0,15,29,Storms,3855,780000
639,Western Africa,2090,8.5,7,30,Storms,1799,364000
640,Western Asia,2020,2.6,29,20,Storms,53041,190530000
641,Western Asia,2020,4.5,29,21,Storms,53041,190530000
642,Western Asia,2020,6.0,26,20,Storms,47554,170820000
643,Western Asia,2020,8.5,30,21,Storms,54870,197100000
644,Western Asia,2030,2.6,29,21,Storms,53041,190530000
645,Western Asia,2030,4.5,31,21,Storms,56699,203670000
646,Western Asia,2030,6.0,27,21,Storms,49383,177390000
647,Western Asia,2030,8.5,41,21,Storms,74989,269370000
648,Western Asia,2040,2.6,32,21,Storms,58528,210240000
649,Western Asia,2040,4.5,45,21,Storms,82305,295650000
650,Western Asia,2040,6.0,39,21,Storms,71331,256230000
651,Western Asia,2040,8.5,27,22,Storms,49383,177390000
652,Western Asia,2050,2.6,31,21,Storms,56699,203670000
653,Western Asia,2050,4.5,37,21,Storms,67673,243090000
654,Western Asia,2050,6.0,38,21,Storms,69502,249660000
655,Western Asia,2050,8.5,31,22,Storms,56699,203670000
656,Western Asia,2060,2.6,31,21,Storms,56699,203670000
657,Western Asia,2060,4.5,29,22,Storms,53041,190530000
658,Western Asia,2060,6.0,26,22,Storms,47554,170820000
659,Western Asia,2060,8.5,31,23,Storms,56699,203670000
660,Western Asia,2070,2.6,30,21,Storms,54870,197100000
661,Western Asia,2070,4.5,27,22,Storms,49383,177390000
662,Western Asia,2070,6.0,28,22,Storms,51212,183960000
663,Western Asia,2070,8.5,25,24,Storms,45725,164250000
664,Western Asia,2080,2.6,28,21,Storms,51212,183960000
665,Western Asia,2080,4.5,27,22,Storms,49383,177390000
666,Western Asia,2080,6.0,32,22,Storms,58528,210240000
667,Western Asia,2080,8.5,36,24,Storms,65844,236520000
668,Western Asia,2090,2.6,28,21,Storms,51212,183960000
669,Western Asia,2090,4.5,27,22,Storms,49383,177390000
670,Western Asia,2090,6.0,32,22,Storms,58528,210240000
671,Western Asia,2090,8.5,36,24,Storms,65844,236520000
672,Western Europe,2020,2.6,17,10,Storms,10727,34850000
673,Western Europe,2020,4.5,17,10,Storms,10727,34850000
674,Western Europe,2020,6.0,18,10,Storms,11358,36900000
675,Western Europe,2020,8.5,19,11,Storms,11989,38950000
676,Western Europe,2030,2.6,18,10,Storms,11358,36900000
677,Western Europe,2030,4.5,18,11,Storms,11358,36900000
678,Western Europe,2030,6.0,18,10,Storms,11358,36900000
679,Western Europe,2030,8.5,21,11,Storms,13251,43050000
680,Western Europe,2040,2.6,18,10,Storms,11358,36900000
681,Western Europe,2040,4.5,21,11,Storms,13251,43050000
682,Western Europe,2040,6.0,19,11,Storms,11989,38950000
683,Western Europe,2040,8.5,20,11,Storms,12620,41000000
684,Western Europe,2050,2.6,18,10,Storms,11358,36900000
685,Western Europe,2050,4.5,19,11,Storms,11989,38950000
686,Western Europe,2050,6.0,19,11,Storms,11989,38950000
687,Western Europe,2050,8.5,16,12,Storms,10096,32800000
688,Western Europe,2060,2.6,18,11,Storms,11358,36900000
689,Western Europe,2060,4.5,18,11,Storms,11358,36900000
690,Western Europe,2060,6.0,19,11,Storms,11989,38950000
691,Western Europe,2060,8.5,17,12,Storms,10727,34850000
692,Western Europe,2070,2.6,18,11,Storms,11358,36900000
693,Western Europe,2070,4.5,19,11,Storms,11989,38950000
694,Western Europe,2070,6.0,21,12,Storms,13251,43050000
695,Western Europe,2070,8.5,23,13,Storms,14513,47150000
696,Western Europe,2080,2.6,18,10,Storms,11358,36900000
697,Western Europe,2080,4.5,20,11,Storms,12620,41000000
698,Western Europe,2080,6.0,16,12,Storms,10096,32800000
699,Western Europe,2080,8.5,28,13,Storms,17668,57400000
700,Western Europe,2090,2.6,18,10,Storms,11358,36900000
701,Western Europe,2090,4.5,20,11,Storms,12620,41000000
702,Western Europe,2090,6.0,16,12,Storms,10096,32800000
703,Western Europe,2090,8.5,28,13,Storms,17668,57400000
