Decade,UN_Geosheme_Subregion,RCP,Disaster_Type,Financial_Impact,Rain,Human_Impact,DO
2050,Southern Africa,4.5,Flood,1220496025.0229297,18.42098428571429,989858.9010729359,7
2050,Southern Africa,6.0,Flood,1220496025.0229297,-6.615415714285715,989858.9010729359,7
2050,Southern Africa,8.5,Flood,1220496025.0229297,5.086648571428571,989858.9010729359,7
2050,Southern Asia,2.6,Flood,10795111497.133518,45.00389181818181,8755159.36507179,11
2050,Southern Asia,4.5,Flood,28897491374.768745,29.750605000000004,23436732.66404602,14
2050,Southern Asia,6.0,Flood,26037487424.783737,27.149540000000002,21117183.63729419,10
2050,Southern Asia,8.5,Flood,32988820151.757843,44.795155,26754923.07522939,12
2050,Southern Europe,2.6,Flood,2615348625.049135,7.0901786666666675,2121126.2165848627,15
2050,Southern Europe,4.5,Flood,2964061775.055687,3.689361764705882,2403943.0454628444,17
2050,Southern Europe,6.0,Flood,2440992050.0458593,8.461094285714285,1979717.802145872,14
2050,Southern Europe,8.5,Flood,3312774925.0622387,7.853082631578948,2686759.874340826,19
2050,Western Africa,2.6,Flood,3138418350.058963,-0.17120999999999986,2545351.4599018353,18
2050,Western Africa,4.5,Flood,2964061775.055687,4.128272352941177,2403943.0454628444,17
2050,Western Africa,6.0,Flood,3487131500.0655146,-6.1130615,2828168.288779817,20
2050,Western Africa,8.5,Flood,3487131500.0655146,-2.5953365000000006,2828168.288779817,20
2050,Western Asia,2.6,Flood,3138418350.058963,0.7017016666666666,2545351.4599018353,18
2050,Western Asia,4.5,Flood,3835844650.0720663,0.7398181818181816,3110985.117657799,22
2050,Western Asia,6.0,Flood,3312774925.0622387,0.4536336842105263,2686759.874340826,19
2050,Western Asia,8.5,Flood,3661488075.0687904,3.0971209523809526,2969576.703218808,21
2050,Western Europe,2.6,Flood,1569209175.029481,5.43557,1272675.7299509177,9
2050,Western Europe,4.5,Flood,1743565750.0327566,3.8087309999999994,1414084.1443899085,10
2050,Western Europe,6.0,Flood,1569209175.029481,2.103867777777778,1272675.7299509177,9
2050,Western Europe,8.5,Flood,1917922325.0360322,4.607225454545455,1555492.5588288994,11
2060,Australia and New Zealand,2.6,Flood,523069725.0098271,0.230886666666667,424225.24331697245,3
2060,Australia and New Zealand,4.5,Flood,523069725.0098271,4.070049999999999,424225.24331697245,3
2060,Australia and New Zealand,6.0,Flood,523069725.0098271,4.78179,424225.24331697245,3
2060,Australia and New Zealand,8.5,Flood,697426300.0131028,5.00578,565633.6577559633,4
2060,Caribbean,2.6,Flood,2092278900.0393078,-4.9840325000000005,1696900.9732678903,12
2060,Caribbean,4.5,Flood,1569209175.029481,-4.434551111111111,1272675.7299509177,9
2060,Caribbean,6.0,Flood,1743565750.0327566,-4.794225,1414084.1443899085,10
2060,Caribbean,8.5,Flood,2092278900.0393078,-4.5315075,1696900.9732678903,12
2060,Central America,2.6,Flood,2266635475.0425835,-1.3207099999999998,1838309.3877068812,13
2060,Central America,4.5,Flood,1569209175.029481,-8.116573333333333,1272675.7299509177,9
2060,Central America,6.0,Flood,2092278900.0393078,-0.8212725,1696900.9732678903,12
2060,Central America,8.5,Flood,1743565750.0327566,2.4360350000000004,1414084.1443899085,10
2060,Central Asia,2.6,Flood,1220496025.0229297,4.574089999999999,989858.9010729359,7
2060,Central Asia,4.5,Flood,1394852600.0262053,1.5726124999999997,1131267.3155119268,8
2060,Central Asia,6.0,Flood,1394852600.0262053,3.62621875,1131267.3155119268,8
2060,Central Asia,8.5,Flood,1046139450.019654,6.807101666666667,848450.486633945,6
2060,Eastern Africa,2.6,Flood,2964061775.055687,12.992300588235294,2403943.0454628444,17
2060,Eastern Africa,4.5,Flood,2615348625.049135,47.39556733333333,2121126.2165848627,15
2060,Eastern Africa,6.0,Flood,3138418350.058963,52.843682777777765,2545351.4599018353,18
2060,Eastern Africa,8.5,Flood,3312774925.0622387,124.09776842105262,2686759.874340826,19
2060,Eastern Asia,2.6,Flood,42821160263.98621,6.367765,34729245.9561932,10
2060,Eastern Asia,4.5,Flood,34130330761.927364,14.07702857142857,27680722.43465317,7
2060,Eastern Asia,6.0,Flood,24887262983.02774,12.25981625,20184317.098968152,8
2060,Eastern Asia,8.5,Flood,26973439933.02389,25.951048571428572,21876269.207643054,7
2060,Eastern Europe,2.6,Flood,2615348625.049135,4.989447333333333,2121126.2165848627,15
2060,Eastern Europe,4.5,Flood,2964061775.055687,7.757530000000001,2403943.0454628444,17
2060,Eastern Europe,6.0,Flood,2615348625.049135,4.049912,2121126.2165848627,15
2060,Eastern Europe,8.5,Flood,2789705200.052411,1.6233556250000003,2262534.6310238536,16
2060,Melanesia,2.6,Flood,1046139450.019654,27.343116666666663,848450.486633945,6
2060,Melanesia,4.5,Flood,871782875.0163784,75.01738,707042.0721949541,5
2060,Melanesia,6.0,Flood,1220496025.0229297,64.75802857142857,989858.9010729359,7
2060,Melanesia,8.5,Flood,1046139450.019654,121.31598333333334,848450.486633945,6
2060,Micronesia,2.6,Flood,671248831.8631616,20.464850000000002,544402.9455500094,4
2060,Micronesia,4.5,Flood,819427938.716496,18.289920000000002,664580.6477830462,5
2060,Micronesia,6.0,Flood,645071363.7132202,1.2082475000000001,523172.23334405536,4
2060,Micronesia,8.5,Flood,496892256.8598858,38.2489,402994.5311110185,3
2060,Middle Africa,2.6,Flood,1569209175.029481,-2.728813333333333,1272675.7299509177,9
2060,Middle Africa,4.5,Flood,1743565750.0327566,12.033494999999998,1414084.1443899085,10
2060,Middle Africa,6.0,Flood,1569209175.029481,10.245877777777777,1272675.7299509177,9
2060,Middle Africa,8.5,Flood,2092278900.0393078,30.33058916666667,1696900.9732678903,12
2060,Northern Africa,2.6,Flood,1743565750.0327566,-0.24601400000000004,1414084.1443899085,10
2060,Northern Africa,4.5,Flood,1220496025.0229297,-0.37125428571428604,989858.9010729359,7
2060,Northern Africa,6.0,Flood,1394852600.0262053,-2.79792375,1131267.3155119268,8
2060,Northern Africa,8.5,Flood,1394852600.0262053,-2.15406375,1131267.3155119268,8
2060,Northern America,2.6,Flood,523069725.0098271,6.066269999999999,424225.24331697245,3
2060,Northern America,4.5,Flood,523069725.0098271,8.816540000000002,424225.24331697245,3
2060,Northern America,6.0,Flood,523069725.0098271,5.478996666666667,424225.24331697245,3
2060,Northern America,8.5,Flood,697426300.0131028,15.021275,565633.6577559633,4
2060,Northern Europe,2.6,Flood,1917922325.0360322,4.771475454545455,1555492.5588288994,11
2060,Northern Europe,4.5,Flood,1569209175.029481,5.6445477777777775,1272675.7299509177,9
2060,Northern Europe,6.0,Flood,1743565750.0327566,6.568074,1414084.1443899085,10
2060,Northern Europe,8.5,Flood,1394852600.0262053,12.764805,1131267.3155119268,8
2060,South America,2.6,Flood,2964061775.055687,14.637676470588232,2403943.0454628444,17
2060,South America,4.5,Flood,3138418350.058963,17.42723,2545351.4599018353,18
2060,South America,6.0,Flood,2440992050.0458593,25.217183571428567,1979717.802145872,14
2060,South America,8.5,Flood,2789705200.052411,34.291408749999995,2262534.6310238536,16
2060,South-Eastern Asia,2.6,Flood,2780135093.6515927,30.945677692307694,2254772.987551981,13
2060,South-Eastern Asia,4.5,Flood,2257065368.6417656,39.65499,1830547.7442350087,10
2060,South-Eastern Asia,6.0,Flood,1651602409.3307097,35.908300000000004,1339499.1154344769,8
2060,South-Eastern Asia,8.5,Flood,2605778518.648317,98.66875833333336,2113364.5731129902,12
2060,Southern Africa,2.6,Flood,1394852600.0262053,-4.2256124999999995,1131267.3155119268,8
2060,Southern Africa,4.5,Flood,1394852600.0262053,23.6340475,1131267.3155119268,8
2060,Southern Africa,6.0,Flood,1569209175.029481,-0.1712922222222223,1272675.7299509177,9
2060,Southern Africa,8.5,Flood,1569209175.029481,15.736477777777777,1272675.7299509177,9
2060,Southern Asia,2.6,Flood,26044973914.482765,19.80937,21123255.40509551,10
2060,Southern Asia,4.5,Flood,25870617339.479492,56.357477777777774,20981846.99065652,9
2060,Southern Asia,6.0,Flood,31388779113.108425,52.440013636363645,25457241.778676745,11
2060,Southern Asia,8.5,Flood,19582275942.10503,123.89185833333335,15881813.416143578,12
2060,Southern Europe,2.6,Flood,2615348625.049135,9.990876666666667,2121126.2165848627,15
2060,Southern Europe,4.5,Flood,2789705200.052411,10.473205000000004,2262534.6310238536,16
2060,Southern Europe,6.0,Flood,2964061775.055687,7.449238235294118,2403943.0454628444,17
2060,Southern Europe,8.5,Flood,3138418350.058963,7.823199444444445,2545351.4599018353,18
2060,Western Africa,2.6,Flood,3312774925.0622387,-3.208427894736842,2686759.874340826,19
2060,Western Africa,4.5,Flood,3312774925.0622387,1.8841905263157896,2686759.874340826,19
2060,Western Africa,6.0,Flood,3312774925.0622387,-4.087001052631579,2686759.874340826,19
2060,Western Africa,8.5,Flood,3661488075.0687904,2.129201428571429,2969576.703218808,21
2060,Western Asia,2.6,Flood,2964061775.055687,3.4813711764705886,2403943.0454628444,17
2060,Western Asia,4.5,Flood,3661488075.0687904,1.637746190476191,2969576.703218808,21
2060,Western Asia,6.0,Flood,2964061775.055687,-0.6999835294117647,2403943.0454628444,17
2060,Western Asia,8.5,Flood,3487131500.0655146,11.86064,2828168.288779817,20
2060,Western Europe,2.6,Flood,2092278900.0393078,4.634604166666667,1696900.9732678903,12
2060,Western Europe,4.5,Flood,1743565750.0327566,7.592665000000001,1414084.1443899085,10
2060,Western Europe,6.0,Flood,2266635475.0425835,9.057601538461538,1838309.3877068812,13
2060,Western Europe,8.5,Flood,1743565750.0327566,9.341376999999998,1414084.1443899085,10
2070,Australia and New Zealand,2.6,Flood,523069725.0098271,-4.082826666666667,424225.24331697245,3
2070,Australia and New Zealand,4.5,Flood,523069725.0098271,7.6934,424225.24331697245,3
2070,Australia and New Zealand,6.0,Flood,523069725.0098271,3.774516666666667,424225.24331697245,3
2070,Australia and New Zealand,8.5,Flood,348713150.0065514,4.153309999999999,282816.82887798164,2
2070,Caribbean,2.6,Flood,1569209175.029481,-2.968053333333333,1272675.7299509177,9
2070,Caribbean,4.5,Flood,2092278900.0393078,-7.2758575,1696900.9732678903,12
2070,Caribbean,6.0,Flood,1917922325.0360322,-4.277856363636364,1555492.5588288994,11
2070,Caribbean,8.5,Flood,1569209175.029481,-1.8635155555555558,1272675.7299509177,9
2070,Central America,2.6,Flood,1917922325.0360322,0.2018581818181819,1555492.5588288994,11
2070,Central America,4.5,Flood,2615348625.049135,-5.287110666666666,2121126.2165848627,15
2070,Central America,6.0,Flood,2092278900.0393078,-0.9153658333333334,1696900.9732678903,12
2070,Central America,8.5,Flood,2440992050.0458593,-0.2703657142857147,1979717.802145872,14
2070,Central Asia,2.6,Flood,1394852600.0262053,2.8348762499999998,1131267.3155119268,8
2070,Central Asia,4.5,Flood,1220496025.0229297,0.39261857142857143,989858.9010729359,7
2070,Central Asia,6.0,Flood,1220496025.0229297,2.2247628571428573,989858.9010729359,7
2070,Central Asia,8.5,Flood,1569209175.029481,7.595263333333332,1272675.7299509177,9
2070,Eastern Africa,2.6,Flood,3312774925.0622387,21.185811052631582,2686759.874340826,19
2070,Eastern Africa,4.5,Flood,3661488075.0687904,56.05519047619048,2969576.703218808,21
2070,Eastern Africa,6.0,Flood,3138418350.058963,51.196152777777776,2545351.4599018353,18
2070,Eastern Africa,8.5,Flood,2964061775.055687,81.00181176470586,2403943.0454628444,17
2070,Eastern Asia,2.6,Flood,21410580131.99311,5.641638,17364622.9780966,5
2070,Eastern Asia,4.5,Flood,30101409634.051968,14.011612500000002,24413146.499636628,8
2070,Eastern Asia,6.0,Flood,39344477412.951584,11.209652857142858,31909551.835321646,7
2070,Eastern Asia,8.5,Flood,37258300462.95544,19.6282325,30217599.726646744,8
2070,Eastern Europe,2.6,Flood,2266635475.0425835,5.380616923076923,1838309.3877068812,13
2070,Eastern Europe,4.5,Flood,1917922325.0360322,8.787313636363637,1555492.5588288994,11
2070,Eastern Europe,6.0,Flood,2266635475.0425835,3.59007,1838309.3877068812,13
2070,Eastern Europe,8.5,Flood,2092278900.0393078,2.8233175,1696900.9732678903,12
2070,Melanesia,2.6,Flood,1046139450.019654,29.941433333333332,848450.486633945,6
2070,Melanesia,4.5,Flood,1220496025.0229297,82.0843142857143,989858.9010729359,7
2070,Melanesia,6.0,Flood,871782875.0163784,62.24086,707042.0721949541,5
2070,Melanesia,8.5,Flood,1046139450.019654,117.06265,848450.486633945,6
2070,Micronesia,2.6,Flood,819427938.716496,20.00236,664580.6477830462,5
2070,Micronesia,4.5,Flood,671248831.8631616,10.8087,544402.9455500094,4
2070,Micronesia,6.0,Flood,845605406.8664372,4.687074,685811.3599890001,5
2070,Micronesia,8.5,Flood,993784513.7197716,46.89626666666666,805989.062222037,6
2070,Middle Africa,2.6,Flood,1743565750.0327566,3.1407999999999996,1414084.1443899085,10
2070,Middle Africa,4.5,Flood,1569209175.029481,14.37490777777778,1272675.7299509177,9
2070,Middle Africa,6.0,Flood,1743565750.0327566,11.638258999999998,1414084.1443899085,10
2070,Middle Africa,8.5,Flood,1220496025.0229297,32.30773714285714,989858.9010729359,7
2070,Northern Africa,2.6,Flood,1394852600.0262053,0.19010375000000002,1131267.3155119268,8
2070,Northern Africa,4.5,Flood,1917922325.0360322,-0.35532181818181846,1555492.5588288994,11
2070,Northern Africa,6.0,Flood,1743565750.0327566,-1.751198,1414084.1443899085,10
2070,Northern Africa,8.5,Flood,1743565750.0327566,-2.90545,1414084.1443899085,10
2070,Northern America,2.6,Flood,523069725.0098271,6.558003333333333,424225.24331697245,3
2070,Northern America,4.5,Flood,523069725.0098271,8.731473333333334,424225.24331697245,3
2070,Northern America,6.0,Flood,523069725.0098271,5.819526666666667,424225.24331697245,3
2070,Northern America,8.5,Flood,348713150.0065514,12.9374,282816.82887798164,2
2070,Northern Europe,2.6,Flood,1743565750.0327566,3.4767490000000003,1414084.1443899085,10
2070,Northern Europe,4.5,Flood,2092278900.0393078,7.013160833333335,1696900.9732678903,12
2070,Northern Europe,6.0,Flood,1917922325.0360322,6.563982727272728,1555492.5588288994,11
2070,Northern Europe,8.5,Flood,2266635475.0425835,12.56269153846154,1838309.3877068812,13
2070,South America,2.6,Flood,3312774925.0622387,17.715586315789473,2686759.874340826,19
2070,South America,4.5,Flood,3138418350.058963,28.668197777777777,2545351.4599018353,18
2070,South America,6.0,Flood,3835844650.0720663,24.62750136363637,3110985.117657799,22
2070,South America,8.5,Flood,3487131500.0655146,46.62252049999999,2828168.288779817,20
2070,South-Eastern Asia,2.6,Flood,1651602409.3307097,27.6868875,1339499.1154344769,8
2070,South-Eastern Asia,4.5,Flood,2174672134.3405366,53.16301818181818,1763724.3587514495,11
2070,South-Eastern Asia,6.0,Flood,2780135093.6515923,39.24759230769231,2254772.987551981,13
2070,South-Eastern Asia,8.5,Flood,1825958984.3339853,103.08876666666667,1480907.5298734677,9
2070,Southern Africa,2.6,Flood,1220496025.0229297,-4.892884285714286,989858.9010729359,7
2070,Southern Africa,4.5,Flood,1220496025.0229297,17.09936857142857,989858.9010729359,7
2070,Southern Africa,6.0,Flood,1046139450.019654,-2.366755,848450.486633945,6
2070,Southern Africa,8.5,Flood,1046139450.019654,13.359050000000002,848450.486633945,6
2070,Southern Asia,2.6,Flood,51043808378.94588,21.34172142857143,41398060.32355708,14
2070,Southern Asia,4.5,Flood,36398710588.54069,39.84671333333334,29520446.543828618,15
2070,Southern Asia,6.0,Flood,13298915807.412949,73.16340461538462,10785819.79514432,13
2070,Southern Asia,8.5,Flood,14557730185.75484,73.28083333333332,11806756.030620307,12
2070,Southern Europe,2.6,Flood,3138418350.058963,10.000802777777778,2545351.4599018353,18
2070,Southern Europe,4.5,Flood,2964061775.055687,10.508660588235294,2403943.0454628444,17
2070,Southern Europe,6.0,Flood,2789705200.052411,6.075969375000001,2262534.6310238536,16
2070,Southern Europe,8.5,Flood,2615348625.049135,5.933657333333333,2121126.2165848627,15
2070,Western Africa,2.6,Flood,3487131500.0655146,-3.452040999999999,2828168.288779817,20
2070,Western Africa,4.5,Flood,3487131500.0655146,5.0040205,2828168.288779817,20
2070,Western Africa,6.0,Flood,3487131500.0655146,-1.9194074999999995,2828168.288779817,20
2070,Western Africa,8.5,Flood,3138418350.058963,-1.0816677777777777,2545351.4599018353,18
2070,Western Asia,2.6,Flood,3835844650.0720663,0.661765,3110985.117657799,22
2070,Western Asia,4.5,Flood,3138418350.058963,-1.153238888888889,2545351.4599018353,18
2070,Western Asia,6.0,Flood,3835844650.0720663,0.07323909090909095,3110985.117657799,22
2070,Western Asia,8.5,Flood,3312774925.0622387,2.0156942105263163,2686759.874340826,19
2070,Western Europe,2.6,Flood,1569209175.029481,2.8756644444444444,1272675.7299509177,9
2070,Western Europe,4.5,Flood,1917922325.0360322,6.335785454545455,1555492.5588288994,11
2070,Western Europe,6.0,Flood,1394852600.0262053,9.507010000000001,1131267.3155119268,8
2070,Western Europe,8.5,Flood,1917922325.0360322,9.800281818181817,1555492.5588288994,11
2080,Australia and New Zealand,2.6,Flood,523069725.0098271,1.0961533333333335,424225.24331697245,3
2080,Australia and New Zealand,4.5,Flood,523069725.0098271,6.079809999999999,424225.24331697245,3
2080,Australia and New Zealand,6.0,Flood,523069725.0098271,9.972943333333333,424225.24331697245,3
2080,Australia and New Zealand,8.5,Flood,697426300.0131028,0.49324999999999974,565633.6577559633,4
2080,Caribbean,2.6,Flood,1917922325.0360322,-5.7804590909090905,1555492.5588288994,11
2080,Caribbean,4.5,Flood,1743565750.0327566,-1.9844000000000002,1414084.1443899085,10
2080,Caribbean,6.0,Flood,1394852600.0262053,-5.59445,1131267.3155119268,8
2080,Caribbean,8.5,Flood,2266635475.0425835,-7.473835384615385,1838309.3877068812,13
2080,Central America,2.6,Flood,2615348625.049135,4.089293333333334,2121126.2165848627,15
2080,Central America,4.5,Flood,2266635475.0425835,-6.668168461538462,1838309.3877068812,13
2080,Central America,6.0,Flood,1917922325.0360322,-2.9521663636363638,1555492.5588288994,11
2080,Central America,8.5,Flood,1917922325.0360322,1.7019300000000002,1555492.5588288994,11
2080,Central Asia,2.6,Flood,1569209175.029481,3.8635566666666668,1272675.7299509177,9
2080,Central Asia,4.5,Flood,1569209175.029481,4.766207777777778,1272675.7299509177,9
2080,Central Asia,6.0,Flood,1569209175.029481,3.5664277777777778,1272675.7299509177,9
2080,Central Asia,8.5,Flood,1046139450.019654,7.79461,848450.486633945,6
2080,Eastern Africa,2.6,Flood,3312774925.0622387,15.084471578947372,2686759.874340826,19
2080,Eastern Africa,4.5,Flood,2964061775.055687,56.965328235294116,2403943.0454628444,17
2080,Eastern Africa,6.0,Flood,3312774925.0622387,75.01231368421053,2686759.874340826,19
2080,Eastern Africa,8.5,Flood,2440992050.0458593,106.22850714285714,1979717.802145872,14
2080,Eastern Asia,2.6,Flood,42472447113.97966,0.12115249999999994,34446429.12731522,8
2080,Eastern Asia,4.5,Flood,34130330761.927364,10.978262857142855,27680722.43465317,7
2080,Eastern Asia,6.0,Flood,37258300462.95544,14.28735,30217599.726646744,8
2080,Eastern Asia,8.5,Flood,24887262983.02774,29.522943749999996,20184317.098968152,8
2080,Eastern Europe,2.6,Flood,2440992050.0458593,4.339889285714286,1979717.802145872,14
2080,Eastern Europe,4.5,Flood,2092278900.0393078,7.1859408333333326,1696900.9732678903,12
2080,Eastern Europe,6.0,Flood,2266635475.0425835,4.338811538461538,1838309.3877068812,13
2080,Eastern Europe,8.5,Flood,2615348625.049135,7.311273333333332,2121126.2165848627,15
2080,Melanesia,2.6,Flood,1220496025.0229297,27.972628571428572,989858.9010729359,7
2080,Melanesia,4.5,Flood,1046139450.019654,73.46128333333333,848450.486633945,6
2080,Melanesia,6.0,Flood,1220496025.0229297,120.63780000000001,989858.9010729359,7
2080,Melanesia,8.5,Flood,1046139450.019654,186.04533333333333,848450.486633945,6
2080,Micronesia,2.6,Flood,645071363.7132202,11.131075000000001,523172.23334405536,4
2080,Micronesia,4.5,Flood,819427938.716496,20.00892,664580.6477830462,5
2080,Micronesia,6.0,Flood,671248831.8631616,14.8311,544402.9455500094,4
2080,Micronesia,8.5,Flood,671248831.8631616,52.192724999999996,544402.9455500094,4
2080,Middle Africa,2.6,Flood,1569209175.029481,0.19787111111111097,1272675.7299509177,9
2080,Middle Africa,4.5,Flood,1743565750.0327566,8.015991000000001,1414084.1443899085,10
2080,Middle Africa,6.0,Flood,1394852600.0262053,26.440724999999997,1131267.3155119268,8
2080,Middle Africa,8.5,Flood,1394852600.0262053,42.824563749999996,1131267.3155119268,8
2080,Northern Africa,2.6,Flood,1917922325.0360322,-0.2070581818181819,1555492.5588288994,11
2080,Northern Africa,4.5,Flood,2092278900.0393078,-2.8908658333333332,1696900.9732678903,12
2080,Northern Africa,6.0,Flood,1917922325.0360322,0.36909727272727283,1555492.5588288994,11
2080,Northern Africa,8.5,Flood,1569209175.029481,-1.3816966666666668,1272675.7299509177,9
2080,Northern America,2.6,Flood,348713150.0065514,4.0676,282816.82887798164,2
2080,Northern America,4.5,Flood,697426300.0131028,11.450045000000001,565633.6577559633,4
2080,Northern America,6.0,Flood,523069725.0098271,11.547803333333333,424225.24331697245,3
2080,Northern America,8.5,Flood,523069725.0098271,17.698533333333334,424225.24331697245,3
2080,Northern Europe,2.6,Flood,1743565750.0327566,3.423856,1414084.1443899085,10
2080,Northern Europe,4.5,Flood,2092278900.0393078,8.069659999999999,1696900.9732678903,12
2080,Northern Europe,6.0,Flood,1917922325.0360322,8.119240000000001,1555492.5588288994,11
2080,Northern Europe,8.5,Flood,1743565750.0327566,14.994606999999998,1414084.1443899085,10
2080,South America,2.6,Flood,2789705200.052411,15.99167625,2262534.6310238536,16
2080,South America,4.5,Flood,3312774925.0622387,31.908741578947378,2686759.874340826,19
2080,South America,6.0,Flood,2964061775.055687,38.35775352941176,2403943.0454628444,17
2080,South America,8.5,Flood,3138418350.058963,50.11270166666667,2545351.4599018353,18
2080,South-Eastern Asia,2.6,Flood,2257065368.6417656,11.641911,1830547.7442350087,10
2080,South-Eastern Asia,4.5,Flood,2000315559.337261,79.81082,1622315.9443124586,10
2080,South-Eastern Asia,6.0,Flood,2431421943.645041,81.19505454545455,1971956.1586739996,11
2080,South-Eastern Asia,8.5,Flood,2257065368.6417656,168.06586,1830547.7442350087,10
2080,Southern Africa,2.6,Flood,1743565750.0327566,5.1472180000000005,1414084.1443899085,10
2080,Southern Africa,4.5,Flood,1220496025.0229297,22.706514285714285,989858.9010729359,7
2080,Southern Africa,6.0,Flood,1220496025.0229297,4.402875714285715,989858.9010729359,7
2080,Southern Africa,8.5,Flood,1569209175.029481,0.24681666666666657,1272675.7299509177,9
2080,Southern Asia,2.6,Flood,26995655183.587154,44.674319999999994,21894286.442487553,11
2080,Southern Asia,4.5,Flood,29848172643.873135,59.80243,24207763.701438062,15
2080,Southern Asia,6.0,Flood,26646942033.580605,45.49925888888888,21611469.61360957,9
2080,Southern Asia,8.5,Flood,12238489249.806877,128.56483636363637,9925782.035528691,11
2080,Southern Europe,2.6,Flood,2440992050.0458593,12.117626428571429,1979717.802145872,14
2080,Southern Europe,4.5,Flood,2964061775.055687,11.815279999999998,2403943.0454628444,17
2080,Southern Europe,6.0,Flood,2615348625.049135,6.722460666666666,2121126.2165848627,15
2080,Southern Europe,8.5,Flood,3138418350.058963,9.257446111111113,2545351.4599018353,18
2080,Western Africa,2.6,Flood,3487131500.0655146,1.5604539999999998,2828168.288779817,20
2080,Western Africa,4.5,Flood,4010201225.075342,-6.768731304347824,3252393.5320967897,23
2080,Western Africa,6.0,Flood,3138418350.058963,0.6981394444444442,2545351.4599018353,18
2080,Western Africa,8.5,Flood,3487131500.0655146,5.6841610000000005,2828168.288779817,20
2080,Western Asia,2.6,Flood,2964061775.055687,2.7131705882352932,2403943.0454628444,17
2080,Western Asia,4.5,Flood,3835844650.0720663,4.3277268181818185,3110985.117657799,22
2080,Western Asia,6.0,Flood,3487131500.0655146,0.30445600000000017,2828168.288779817,20
2080,Western Asia,8.5,Flood,3661488075.0687904,-1.4971885714285715,2969576.703218808,21
2080,Western Europe,2.6,Flood,2092278900.0393078,5.873664166666668,1696900.9732678903,12
2080,Western Europe,4.5,Flood,1917922325.0360322,4.93165,1555492.5588288994,11
2080,Western Europe,6.0,Flood,1743565750.0327566,9.297187,1414084.1443899085,10
2080,Western Europe,8.5,Flood,2092278900.0393078,17.05953583333333,1696900.9732678903,12
2090,Australia and New Zealand,2.6,Flood,523069725.0098271,-1.6958433333333334,424225.24331697245,3
2090,Australia and New Zealand,4.5,Flood,523069725.0098271,7.386739999999999,424225.24331697245,3
2090,Australia and New Zealand,6.0,Flood,523069725.0098271,10.350976666666668,424225.24331697245,3
2090,Australia and New Zealand,8.5,Flood,348713150.0065514,-0.2118000000000002,282816.82887798164,2
2090,Caribbean,2.6,Flood,1743565750.0327566,-5.015942,1414084.1443899085,10
2090,Caribbean,4.5,Flood,1917922325.0360322,-5.202202727272726,1555492.5588288994,11
2090,Caribbean,6.0,Flood,2266635475.0425835,-5.883153846153846,1838309.3877068812,13
2090,Caribbean,8.5,Flood,1394852600.0262053,-6.924725,1131267.3155119268,8
2090,Central America,2.6,Flood,1569209175.029481,1.4381966666666666,1272675.7299509177,9
2090,Central America,4.5,Flood,1917922325.0360322,-7.446136363636362,1555492.5588288994,11
2090,Central America,6.0,Flood,2266635475.0425835,-3.6726238461538454,1838309.3877068812,13
2090,Central America,8.5,Flood,2266635475.0425835,-2.5533453846153855,1838309.3877068812,13
2090,Central Asia,2.6,Flood,1046139450.019654,4.141401666666667,848450.486633945,6
2090,Central Asia,4.5,Flood,1046139450.019654,4.240668333333334,848450.486633945,6
2090,Central Asia,6.0,Flood,1046139450.019654,1.5025916666666668,848450.486633945,6
2090,Central Asia,8.5,Flood,1569209175.029481,7.003664444444444,1272675.7299509177,9
2090,Eastern Africa,2.6,Flood,2964061775.055687,13.690577058823528,2403943.0454628444,17
2090,Eastern Africa,4.5,Flood,3312774925.0622387,60.600189473684225,2686759.874340826,19
2090,Eastern Africa,6.0,Flood,2964061775.055687,75.23909705882355,2403943.0454628444,17
2090,Eastern Africa,8.5,Flood,3835844650.0720663,147.80791818181822,3110985.117657799,22
2090,Eastern Asia,2.6,Flood,21759293281.999664,-3.238148571428572,17647439.80697458,7
2090,Eastern Asia,4.5,Flood,30101409634.051968,8.20058,24413146.499636628,8
2090,Eastern Asia,6.0,Flood,26973439933.02389,20.995585714285713,21876269.207643054,7
2090,Eastern Asia,8.5,Flood,39344477412.951584,29.820322857142855,31909551.835321646,7
2090,Eastern Europe,2.6,Flood,2440992050.0458593,3.904864285714286,1979717.802145872,14
2090,Eastern Europe,4.5,Flood,2789705200.052411,7.487964999999999,2262534.6310238536,16
2090,Eastern Europe,6.0,Flood,2615348625.049135,2.656304,2121126.2165848627,15
2090,Eastern Europe,8.5,Flood,2266635475.0425835,8.67604230769231,1838309.3877068812,13
2090,Melanesia,2.6,Flood,871782875.0163784,23.902539999999995,707042.0721949541,5
2090,Melanesia,4.5,Flood,1046139450.019654,78.45408333333334,848450.486633945,6
2090,Melanesia,6.0,Flood,871782875.0163784,111.32698,707042.0721949541,5
2090,Melanesia,8.5,Flood,1046139450.019654,173.91816666666668,848450.486633945,6
2090,Micronesia,2.6,Flood,845605406.8664372,21.521660000000004,685811.3599890001,5
2090,Micronesia,4.5,Flood,671248831.8631616,21.720724999999998,544402.9455500094,4
2090,Micronesia,6.0,Flood,819427938.716496,12.956980000000001,664580.6477830462,5
2090,Micronesia,8.5,Flood,819427938.716496,41.69893999999999,664580.6477830462,5
2090,Middle Africa,2.6,Flood,1743565750.0327566,3.767609,1414084.1443899085,10
2090,Middle Africa,4.5,Flood,1569209175.029481,12.375767777777778,1272675.7299509177,9
