Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
7.811269800000001, 2060-2079, ipsl_cm5a_mr, Jun Average, Mali, MLI
24.276757999999997, 2060-2079, ipsl_cm5a_mr, Jul Average, Mali, MLI
52.76257, 2060-2079, ipsl_cm5a_mr, Aug Average, Mali, MLI
36.895554, 2060-2079, ipsl_cm5a_mr, Sep Average, Mali, MLI
8.038578999999999, 2060-2079, ipsl_cm5a_mr, Oct Average, Mali, MLI
0.33562815, 2060-2079, ipsl_cm5a_mr, Nov Average, Mali, MLI
0.0010901928, 2060-2079, ipsl_cm5a_mr, Dec Average, Mali, MLI
0.00014196136999999998, 2080-2099, ipsl_cm5a_mr, Jan Average, Mali, MLI
0.0020810952, 2080-2099, ipsl_cm5a_mr, Feb Average, Mali, MLI
0.06041229, 2080-2099, ipsl_cm5a_mr, Mar Average, Mali, MLI
0.3627351, 2080-2099, ipsl_cm5a_mr, Apr Average, Mali, MLI
1.1690707, 2080-2099, ipsl_cm5a_mr, May Average, Mali, MLI
4.7884707, 2080-2099, ipsl_cm5a_mr, Jun Average, Mali, MLI
19.087574, 2080-2099, ipsl_cm5a_mr, Jul Average, Mali, MLI
46.712795, 2080-2099, ipsl_cm5a_mr, Aug Average, Mali, MLI
36.50052, 2080-2099, ipsl_cm5a_mr, Sep Average, Mali, MLI
8.733711, 2080-2099, ipsl_cm5a_mr, Oct Average, Mali, MLI
0.55335927, 2080-2099, ipsl_cm5a_mr, Nov Average, Mali, MLI
0.0006149255000000001, 2080-2099, ipsl_cm5a_mr, Dec Average, Mali, MLI
21.61117, 2020-2039, ipsl_cm5a_mr, Jan Average, Malta, MLT
18.602917, 2020-2039, ipsl_cm5a_mr, Feb Average, Malta, MLT
9.10861, 2020-2039, ipsl_cm5a_mr, Mar Average, Malta, MLT
4.803801, 2020-2039, ipsl_cm5a_mr, Apr Average, Malta, MLT
1.7277868000000003, 2020-2039, ipsl_cm5a_mr, May Average, Malta, MLT
1.9432226000000001, 2020-2039, ipsl_cm5a_mr, Jun Average, Malta, MLT
1.8083918, 2020-2039, ipsl_cm5a_mr, Jul Average, Malta, MLT
3.600796, 2020-2039, ipsl_cm5a_mr, Aug Average, Malta, MLT
11.4526205, 2020-2039, ipsl_cm5a_mr, Sep Average, Malta, MLT
18.365591000000002, 2020-2039, ipsl_cm5a_mr, Oct Average, Malta, MLT
18.722816, 2020-2039, ipsl_cm5a_mr, Nov Average, Malta, MLT
24.230278, 2020-2039, ipsl_cm5a_mr, Dec Average, Malta, MLT
20.087770000000003, 2040-2059, ipsl_cm5a_mr, Jan Average, Malta, MLT
10.8064165, 2040-2059, ipsl_cm5a_mr, Feb Average, Malta, MLT
10.834143, 2040-2059, ipsl_cm5a_mr, Mar Average, Malta, MLT
3.4622687999999995, 2040-2059, ipsl_cm5a_mr, Apr Average, Malta, MLT
1.5908202, 2040-2059, ipsl_cm5a_mr, May Average, Malta, MLT
1.2069083, 2040-2059, ipsl_cm5a_mr, Jun Average, Malta, MLT
2.0460606, 2040-2059, ipsl_cm5a_mr, Jul Average, Malta, MLT
2.67877, 2040-2059, ipsl_cm5a_mr, Aug Average, Malta, MLT
15.035513, 2040-2059, ipsl_cm5a_mr, Sep Average, Malta, MLT
15.245669, 2040-2059, ipsl_cm5a_mr, Oct Average, Malta, MLT
19.429508, 2040-2059, ipsl_cm5a_mr, Nov Average, Malta, MLT
18.139164, 2040-2059, ipsl_cm5a_mr, Dec Average, Malta, MLT
19.708447, 2060-2079, ipsl_cm5a_mr, Jan Average, Malta, MLT
9.650654, 2060-2079, ipsl_cm5a_mr, Feb Average, Malta, MLT
6.249181299999999, 2060-2079, ipsl_cm5a_mr, Mar Average, Malta, MLT
3.5410206, 2060-2079, ipsl_cm5a_mr, Apr Average, Malta, MLT
1.2677525, 2060-2079, ipsl_cm5a_mr, May Average, Malta, MLT
0.5375843000000001, 2060-2079, ipsl_cm5a_mr, Jun Average, Malta, MLT
1.2255559999999999, 2060-2079, ipsl_cm5a_mr, Jul Average, Malta, MLT
4.3907419999999995, 2060-2079, ipsl_cm5a_mr, Aug Average, Malta, MLT
6.131744, 2060-2079, ipsl_cm5a_mr, Sep Average, Malta, MLT
11.160243, 2060-2079, ipsl_cm5a_mr, Oct Average, Malta, MLT
12.440466, 2060-2079, ipsl_cm5a_mr, Nov Average, Malta, MLT
22.235422, 2060-2079, ipsl_cm5a_mr, Dec Average, Malta, MLT
13.372662, 2080-2099, ipsl_cm5a_mr, Jan Average, Malta, MLT
8.687961999999999, 2080-2099, ipsl_cm5a_mr, Feb Average, Malta, MLT
7.4987707, 2080-2099, ipsl_cm5a_mr, Mar Average, Malta, MLT
2.9852326000000002, 2080-2099, ipsl_cm5a_mr, Apr Average, Malta, MLT
0.5783495, 2080-2099, ipsl_cm5a_mr, May Average, Malta, MLT
0.3305965, 2080-2099, ipsl_cm5a_mr, Jun Average, Malta, MLT
1.0736632, 2080-2099, ipsl_cm5a_mr, Jul Average, Malta, MLT
1.0975718, 2080-2099, ipsl_cm5a_mr, Aug Average, Malta, MLT
4.5758834, 2080-2099, ipsl_cm5a_mr, Sep Average, Malta, MLT
7.4471216, 2080-2099, ipsl_cm5a_mr, Oct Average, Malta, MLT
9.344269, 2080-2099, ipsl_cm5a_mr, Nov Average, Malta, MLT
12.598348, 2080-2099, ipsl_cm5a_mr, Dec Average, Malta, MLT
505.25872999999996, 2020-2039, ipsl_cm5a_mr, Jan Average, Marshall Islands, MHL
344.41208, 2020-2039, ipsl_cm5a_mr, Feb Average, Marshall Islands, MHL
355.04547, 2020-2039, ipsl_cm5a_mr, Mar Average, Marshall Islands, MHL
319.84525, 2020-2039, ipsl_cm5a_mr, Apr Average, Marshall Islands, MHL
337.32083, 2020-2039, ipsl_cm5a_mr, May Average, Marshall Islands, MHL
294.44333, 2020-2039, ipsl_cm5a_mr, Jun Average, Marshall Islands, MHL
284.34772000000004, 2020-2039, ipsl_cm5a_mr, Jul Average, Marshall Islands, MHL
274.79477, 2020-2039, ipsl_cm5a_mr, Aug Average, Marshall Islands, MHL
269.872, 2020-2039, ipsl_cm5a_mr, Sep Average, Marshall Islands, MHL
298.32477, 2020-2039, ipsl_cm5a_mr, Oct Average, Marshall Islands, MHL
373.51526, 2020-2039, ipsl_cm5a_mr, Nov Average, Marshall Islands, MHL
488.09765999999996, 2020-2039, ipsl_cm5a_mr, Dec Average, Marshall Islands, MHL
458.7071, 2040-2059, ipsl_cm5a_mr, Jan Average, Marshall Islands, MHL
302.67767000000003, 2040-2059, ipsl_cm5a_mr, Feb Average, Marshall Islands, MHL
322.66687, 2040-2059, ipsl_cm5a_mr, Mar Average, Marshall Islands, MHL
319.25903, 2040-2059, ipsl_cm5a_mr, Apr Average, Marshall Islands, MHL
333.24203, 2040-2059, ipsl_cm5a_mr, May Average, Marshall Islands, MHL
306.2653, 2040-2059, ipsl_cm5a_mr, Jun Average, Marshall Islands, MHL
296.30637, 2040-2059, ipsl_cm5a_mr, Jul Average, Marshall Islands, MHL
285.1405, 2040-2059, ipsl_cm5a_mr, Aug Average, Marshall Islands, MHL
265.20227, 2040-2059, ipsl_cm5a_mr, Sep Average, Marshall Islands, MHL
300.52026, 2040-2059, ipsl_cm5a_mr, Oct Average, Marshall Islands, MHL
365.71997000000005, 2040-2059, ipsl_cm5a_mr, Nov Average, Marshall Islands, MHL
478.8744, 2040-2059, ipsl_cm5a_mr, Dec Average, Marshall Islands, MHL
453.47482, 2060-2079, ipsl_cm5a_mr, Jan Average, Marshall Islands, MHL
327.88653999999997, 2060-2079, ipsl_cm5a_mr, Feb Average, Marshall Islands, MHL
307.56363, 2060-2079, ipsl_cm5a_mr, Mar Average, Marshall Islands, MHL
309.36502, 2060-2079, ipsl_cm5a_mr, Apr Average, Marshall Islands, MHL
309.8415, 2060-2079, ipsl_cm5a_mr, May Average, Marshall Islands, MHL
301.1755, 2060-2079, ipsl_cm5a_mr, Jun Average, Marshall Islands, MHL
275.3054, 2060-2079, ipsl_cm5a_mr, Jul Average, Marshall Islands, MHL
276.86526000000003, 2060-2079, ipsl_cm5a_mr, Aug Average, Marshall Islands, MHL
269.3259, 2060-2079, ipsl_cm5a_mr, Sep Average, Marshall Islands, MHL
306.2984, 2060-2079, ipsl_cm5a_mr, Oct Average, Marshall Islands, MHL
364.12753, 2060-2079, ipsl_cm5a_mr, Nov Average, Marshall Islands, MHL
490.78214, 2060-2079, ipsl_cm5a_mr, Dec Average, Marshall Islands, MHL
411.99222000000003, 2080-2099, ipsl_cm5a_mr, Jan Average, Marshall Islands, MHL
276.5028, 2080-2099, ipsl_cm5a_mr, Feb Average, Marshall Islands, MHL
286.8592, 2080-2099, ipsl_cm5a_mr, Mar Average, Marshall Islands, MHL
292.30508, 2080-2099, ipsl_cm5a_mr, Apr Average, Marshall Islands, MHL
316.96295, 2080-2099, ipsl_cm5a_mr, May Average, Marshall Islands, MHL
334.85175, 2080-2099, ipsl_cm5a_mr, Jun Average, Marshall Islands, MHL
281.72317999999996, 2080-2099, ipsl_cm5a_mr, Jul Average, Marshall Islands, MHL
272.48254, 2080-2099, ipsl_cm5a_mr, Aug Average, Marshall Islands, MHL
251.99915, 2080-2099, ipsl_cm5a_mr, Sep Average, Marshall Islands, MHL
300.00278, 2080-2099, ipsl_cm5a_mr, Oct Average, Marshall Islands, MHL
385.52792, 2080-2099, ipsl_cm5a_mr, Nov Average, Marshall Islands, MHL
492.48267000000004, 2080-2099, ipsl_cm5a_mr, Dec Average, Marshall Islands, MHL
0.0015571379, 2020-2039, ipsl_cm5a_mr, Jan Average, Mauritania, MRT
0.0035008325, 2020-2039, ipsl_cm5a_mr, Feb Average, Mauritania, MRT
0.069133796, 2020-2039, ipsl_cm5a_mr, Mar Average, Mauritania, MRT
0.0006411512, 2020-2039, ipsl_cm5a_mr, Apr Average, Mauritania, MRT
0.1787648, 2020-2039, ipsl_cm5a_mr, May Average, Mauritania, MRT
0.61092585, 2020-2039, ipsl_cm5a_mr, Jun Average, Mauritania, MRT
1.7983179, 2020-2039, ipsl_cm5a_mr, Jul Average, Mauritania, MRT
8.026883999999999, 2020-2039, ipsl_cm5a_mr, Aug Average, Mauritania, MRT
4.580499, 2020-2039, ipsl_cm5a_mr, Sep Average, Mauritania, MRT
0.17322522, 2020-2039, ipsl_cm5a_mr, Oct Average, Mauritania, MRT
0.0007357400599999999, 2020-2039, ipsl_cm5a_mr, Nov Average, Mauritania, MRT
0.026269259, 2020-2039, ipsl_cm5a_mr, Dec Average, Mauritania, MRT
0.016200466, 2040-2059, ipsl_cm5a_mr, Jan Average, Mauritania, MRT
0.004050341, 2040-2059, ipsl_cm5a_mr, Feb Average, Mauritania, MRT
0.022468732999999998, 2040-2059, ipsl_cm5a_mr, Mar Average, Mauritania, MRT
0.010506917, 2040-2059, ipsl_cm5a_mr, Apr Average, Mauritania, MRT
0.04918685, 2040-2059, ipsl_cm5a_mr, May Average, Mauritania, MRT
0.37977704, 2040-2059, ipsl_cm5a_mr, Jun Average, Mauritania, MRT
1.308424, 2040-2059, ipsl_cm5a_mr, Jul Average, Mauritania, MRT
7.2964697, 2040-2059, ipsl_cm5a_mr, Aug Average, Mauritania, MRT
4.9010425, 2040-2059, ipsl_cm5a_mr, Sep Average, Mauritania, MRT
0.18892527, 2040-2059, ipsl_cm5a_mr, Oct Average, Mauritania, MRT
0.0012521964, 2040-2059, ipsl_cm5a_mr, Nov Average, Mauritania, MRT
0.008934657, 2040-2059, ipsl_cm5a_mr, Dec Average, Mauritania, MRT
0.0017913235, 2060-2079, ipsl_cm5a_mr, Jan Average, Mauritania, MRT
0.0015187418, 2060-2079, ipsl_cm5a_mr, Feb Average, Mauritania, MRT
0.0015386953, 2060-2079, ipsl_cm5a_mr, Mar Average, Mauritania, MRT
0.0012070625, 2060-2079, ipsl_cm5a_mr, Apr Average, Mauritania, MRT
0.08139979, 2060-2079, ipsl_cm5a_mr, May Average, Mauritania, MRT
0.124256015, 2060-2079, ipsl_cm5a_mr, Jun Average, Mauritania, MRT
1.0769427, 2060-2079, ipsl_cm5a_mr, Jul Average, Mauritania, MRT
5.058347, 2060-2079, ipsl_cm5a_mr, Aug Average, Mauritania, MRT
5.035963, 2060-2079, ipsl_cm5a_mr, Sep Average, Mauritania, MRT
0.21785185, 2060-2079, ipsl_cm5a_mr, Oct Average, Mauritania, MRT
0.00054276525, 2060-2079, ipsl_cm5a_mr, Nov Average, Mauritania, MRT
0.0015367563000000001, 2060-2079, ipsl_cm5a_mr, Dec Average, Mauritania, MRT
0.004122570999999999, 2080-2099, ipsl_cm5a_mr, Jan Average, Mauritania, MRT
0.0017377435, 2080-2099, ipsl_cm5a_mr, Feb Average, Mauritania, MRT
0.0073896926, 2080-2099, ipsl_cm5a_mr, Mar Average, Mauritania, MRT
0.00063396053, 2080-2099, ipsl_cm5a_mr, Apr Average, Mauritania, MRT
0.0048223846, 2080-2099, ipsl_cm5a_mr, May Average, Mauritania, MRT
0.033959493, 2080-2099, ipsl_cm5a_mr, Jun Average, Mauritania, MRT
0.5750179, 2080-2099, ipsl_cm5a_mr, Jul Average, Mauritania, MRT
3.354741, 2080-2099, ipsl_cm5a_mr, Aug Average, Mauritania, MRT
4.2705383, 2080-2099, ipsl_cm5a_mr, Sep Average, Mauritania, MRT
0.44405642, 2080-2099, ipsl_cm5a_mr, Oct Average, Mauritania, MRT
0.015148964, 2080-2099, ipsl_cm5a_mr, Nov Average, Mauritania, MRT
0.00014919361, 2080-2099, ipsl_cm5a_mr, Dec Average, Mauritania, MRT
143.05338, 2020-2039, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
137.96014, 2020-2039, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
135.65524, 2020-2039, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
113.89511, 2020-2039, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
57.20435, 2020-2039, ipsl_cm5a_mr, May Average, Mauritius, MUS
49.79334, 2020-2039, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
42.10917, 2020-2039, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
38.1025, 2020-2039, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
33.923477, 2020-2039, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
30.889444, 2020-2039, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
23.419645000000003, 2020-2039, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
78.0696, 2020-2039, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
138.83392, 2020-2039, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
134.9259, 2020-2039, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
146.66034, 2020-2039, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
114.43193000000001, 2020-2039, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
61.39901, 2020-2039, ipsl_cm5a_mr, May Average, Mauritius, MUS
55.717296999999995, 2020-2039, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
43.62101, 2020-2039, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
43.768337, 2020-2039, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
37.5661, 2020-2039, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
33.973988, 2020-2039, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
23.201113, 2020-2039, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
65.82854499999999, 2020-2039, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
139.27438, 2040-2059, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
132.66273, 2040-2059, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
152.23563000000001, 2040-2059, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
98.35125, 2040-2059, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
73.7239, 2040-2059, ipsl_cm5a_mr, May Average, Mauritius, MUS
38.8315, 2040-2059, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
44.85873, 2040-2059, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
36.967605999999996, 2040-2059, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
32.2428, 2040-2059, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
21.540842, 2040-2059, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
22.568286999999998, 2040-2059, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
64.96084599999999, 2040-2059, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
134.25146, 2040-2059, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
139.70558, 2040-2059, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
158.40746000000001, 2040-2059, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
98.70358, 2040-2059, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
87.138214, 2040-2059, ipsl_cm5a_mr, May Average, Mauritius, MUS
42.16975, 2040-2059, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
47.685257, 2040-2059, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
39.489418, 2040-2059, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
33.718857, 2040-2059, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
23.308535, 2040-2059, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
23.467834, 2040-2059, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
61.133186, 2040-2059, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
149.45361, 2060-2079, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
104.34438, 2060-2079, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
138.5218, 2060-2079, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
131.1655, 2060-2079, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
78.265884, 2060-2079, ipsl_cm5a_mr, May Average, Mauritius, MUS
50.273987, 2060-2079, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
40.058456, 2060-2079, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
38.619576, 2060-2079, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
31.882692, 2060-2079, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
23.617523000000002, 2060-2079, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
20.95041, 2060-2079, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
109.80163600000002, 2060-2079, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
144.05333000000002, 2060-2079, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
110.07681000000001, 2060-2079, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
144.61388, 2060-2079, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
131.54523999999998, 2060-2079, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
82.56434, 2060-2079, ipsl_cm5a_mr, May Average, Mauritius, MUS
56.11532, 2060-2079, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
43.879368, 2060-2079, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
41.677044, 2060-2079, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
33.578983, 2060-2079, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
27.27598, 2060-2079, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
23.664621, 2060-2079, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
101.06759, 2060-2079, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
173.25287, 2080-2099, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
156.74588, 2080-2099, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
154.79445, 2080-2099, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
131.26341000000002, 2080-2099, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
90.49464, 2080-2099, ipsl_cm5a_mr, May Average, Mauritius, MUS
62.180775, 2080-2099, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
50.014263, 2080-2099, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
38.214985, 2080-2099, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
36.071045, 2080-2099, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
26.025892000000002, 2080-2099, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
44.649776, 2080-2099, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
67.09964000000001, 2080-2099, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
164.73906000000002, 2080-2099, ipsl_cm5a_mr, Jan Average, Mauritius, MUS
157.86879, 2080-2099, ipsl_cm5a_mr, Feb Average, Mauritius, MUS
165.4285, 2080-2099, ipsl_cm5a_mr, Mar Average, Mauritius, MUS
132.7693, 2080-2099, ipsl_cm5a_mr, Apr Average, Mauritius, MUS
91.01115, 2080-2099, ipsl_cm5a_mr, May Average, Mauritius, MUS
64.26425, 2080-2099, ipsl_cm5a_mr, Jun Average, Mauritius, MUS
55.256569999999996, 2080-2099, ipsl_cm5a_mr, Jul Average, Mauritius, MUS
41.95624, 2080-2099, ipsl_cm5a_mr, Aug Average, Mauritius, MUS
40.630554, 2080-2099, ipsl_cm5a_mr, Sep Average, Mauritius, MUS
28.025170000000003, 2080-2099, ipsl_cm5a_mr, Oct Average, Mauritius, MUS
42.998203000000004, 2080-2099, ipsl_cm5a_mr, Nov Average, Mauritius, MUS
64.65124499999999, 2080-2099, ipsl_cm5a_mr, Dec Average, Mauritius, MUS
33.09362, 2020-2039, ipsl_cm5a_mr, Jan Average, Mexico, MEX
17.457066, 2020-2039, ipsl_cm5a_mr, Feb Average, Mexico, MEX
13.964037, 2020-2039, ipsl_cm5a_mr, Mar Average, Mexico, MEX
13.622646, 2020-2039, ipsl_cm5a_mr, Apr Average, Mexico, MEX
17.154104, 2020-2039, ipsl_cm5a_mr, May Average, Mexico, MEX
27.528828000000004, 2020-2039, ipsl_cm5a_mr, Jun Average, Mexico, MEX
49.314087, 2020-2039, ipsl_cm5a_mr, Jul Average, Mexico, MEX
51.362755, 2020-2039, ipsl_cm5a_mr, Aug Average, Mexico, MEX
57.703309999999995, 2020-2039, ipsl_cm5a_mr, Sep Average, Mexico, MEX
49.504490000000004, 2020-2039, ipsl_cm5a_mr, Oct Average, Mexico, MEX
33.232966999999995, 2020-2039, ipsl_cm5a_mr, Nov Average, Mexico, MEX
35.232185, 2020-2039, ipsl_cm5a_mr, Dec Average, Mexico, MEX
23.232838, 2040-2059, ipsl_cm5a_mr, Jan Average, Mexico, MEX
15.573227, 2040-2059, ipsl_cm5a_mr, Feb Average, Mexico, MEX
9.000031, 2040-2059, ipsl_cm5a_mr, Mar Average, Mexico, MEX
8.414792, 2040-2059, ipsl_cm5a_mr, Apr Average, Mexico, MEX
13.157008, 2040-2059, ipsl_cm5a_mr, May Average, Mexico, MEX
30.630299, 2040-2059, ipsl_cm5a_mr, Jun Average, Mexico, MEX
43.968636, 2040-2059, ipsl_cm5a_mr, Jul Average, Mexico, MEX
49.818659999999994, 2040-2059, ipsl_cm5a_mr, Aug Average, Mexico, MEX
52.40677, 2040-2059, ipsl_cm5a_mr, Sep Average, Mexico, MEX
33.483894, 2040-2059, ipsl_cm5a_mr, Oct Average, Mexico, MEX
33.207294, 2040-2059, ipsl_cm5a_mr, Nov Average, Mexico, MEX
33.114655, 2040-2059, ipsl_cm5a_mr, Dec Average, Mexico, MEX
18.091836999999998, 2060-2079, ipsl_cm5a_mr, Jan Average, Mexico, MEX
10.676193, 2060-2079, ipsl_cm5a_mr, Feb Average, Mexico, MEX
9.238213, 2060-2079, ipsl_cm5a_mr, Mar Average, Mexico, MEX
6.4139585, 2060-2079, ipsl_cm5a_mr, Apr Average, Mexico, MEX
11.771253, 2060-2079, ipsl_cm5a_mr, May Average, Mexico, MEX
21.610357, 2060-2079, ipsl_cm5a_mr, Jun Average, Mexico, MEX
39.10078, 2060-2079, ipsl_cm5a_mr, Jul Average, Mexico, MEX
44.615307, 2060-2079, ipsl_cm5a_mr, Aug Average, Mexico, MEX
49.938347, 2060-2079, ipsl_cm5a_mr, Sep Average, Mexico, MEX
28.016115000000003, 2060-2079, ipsl_cm5a_mr, Oct Average, Mexico, MEX
23.736753, 2060-2079, ipsl_cm5a_mr, Nov Average, Mexico, MEX
21.634789, 2060-2079, ipsl_cm5a_mr, Dec Average, Mexico, MEX
14.002473, 2080-2099, ipsl_cm5a_mr, Jan Average, Mexico, MEX
9.429089, 2080-2099, ipsl_cm5a_mr, Feb Average, Mexico, MEX
8.7458, 2080-2099, ipsl_cm5a_mr, Mar Average, Mexico, MEX
6.1955824, 2080-2099, ipsl_cm5a_mr, Apr Average, Mexico, MEX
8.871603, 2080-2099, ipsl_cm5a_mr, May Average, Mexico, MEX
14.905128, 2080-2099, ipsl_cm5a_mr, Jun Average, Mexico, MEX
38.547573, 2080-2099, ipsl_cm5a_mr, Jul Average, Mexico, MEX
51.946487, 2080-2099, ipsl_cm5a_mr, Aug Average, Mexico, MEX
45.593821999999996, 2080-2099, ipsl_cm5a_mr, Sep Average, Mexico, MEX
24.318922, 2080-2099, ipsl_cm5a_mr, Oct Average, Mexico, MEX
27.837332, 2080-2099, ipsl_cm5a_mr, Nov Average, Mexico, MEX
20.378317000000003, 2080-2099, ipsl_cm5a_mr, Dec Average, Mexico, MEX
40.524433, 2020-2039, ipsl_cm5a_mr, Jan Average, Moldova, MDA
48.36043, 2020-2039, ipsl_cm5a_mr, Feb Average, Moldova, MDA
38.50452, 2020-2039, ipsl_cm5a_mr, Mar Average, Moldova, MDA
37.137993, 2020-2039, ipsl_cm5a_mr, Apr Average, Moldova, MDA
45.740584999999996, 2020-2039, ipsl_cm5a_mr, May Average, Moldova, MDA
72.290764, 2020-2039, ipsl_cm5a_mr, Jun Average, Moldova, MDA
52.512703, 2020-2039, ipsl_cm5a_mr, Jul Average, Moldova, MDA
33.213493, 2020-2039, ipsl_cm5a_mr, Aug Average, Moldova, MDA
16.104511, 2020-2039, ipsl_cm5a_mr, Sep Average, Moldova, MDA
26.096601, 2020-2039, ipsl_cm5a_mr, Oct Average, Moldova, MDA
33.320724, 2020-2039, ipsl_cm5a_mr, Nov Average, Moldova, MDA
48.327521999999995, 2020-2039, ipsl_cm5a_mr, Dec Average, Moldova, MDA
36.586132, 2040-2059, ipsl_cm5a_mr, Jan Average, Moldova, MDA
30.838879, 2040-2059, ipsl_cm5a_mr, Feb Average, Moldova, MDA
29.10835, 2040-2059, ipsl_cm5a_mr, Mar Average, Moldova, MDA
29.851934000000004, 2040-2059, ipsl_cm5a_mr, Apr Average, Moldova, MDA
49.97762, 2040-2059, ipsl_cm5a_mr, May Average, Moldova, MDA
52.16861, 2040-2059, ipsl_cm5a_mr, Jun Average, Moldova, MDA
51.778217, 2040-2059, ipsl_cm5a_mr, Jul Average, Moldova, MDA
34.49446, 2040-2059, ipsl_cm5a_mr, Aug Average, Moldova, MDA
28.770190999999997, 2040-2059, ipsl_cm5a_mr, Sep Average, Moldova, MDA
22.69869, 2040-2059, ipsl_cm5a_mr, Oct Average, Moldova, MDA
27.156675, 2040-2059, ipsl_cm5a_mr, Nov Average, Moldova, MDA
45.85431, 2040-2059, ipsl_cm5a_mr, Dec Average, Moldova, MDA
32.234035, 2060-2079, ipsl_cm5a_mr, Jan Average, Moldova, MDA
34.29218, 2060-2079, ipsl_cm5a_mr, Feb Average, Moldova, MDA
33.540913, 2060-2079, ipsl_cm5a_mr, Mar Average, Moldova, MDA
30.153966999999998, 2060-2079, ipsl_cm5a_mr, Apr Average, Moldova, MDA
29.387363, 2060-2079, ipsl_cm5a_mr, May Average, Moldova, MDA
40.657097, 2060-2079, ipsl_cm5a_mr, Jun Average, Moldova, MDA
