Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.229973562500003
1,2040-2059,23.651186125
1,2060-2079,23.983309562500004
1,2080-2099,24.1054328125
2,2020-2039,23.1916030625
2,2040-2059,23.644282812499995
2,2060-2079,24.003153687500006
2,2080-2099,24.098267125
3,2020-2039,23.530735687500005
3,2040-2059,23.947954187500002
3,2060-2079,24.30394518749999
3,2080-2099,24.454519750000003
4,2020-2039,23.8039924375
4,2040-2059,24.266803812500005
4,2060-2079,24.575163874999998
4,2080-2099,24.7219268125
5,2020-2039,23.934327437500006
5,2040-2059,24.349283125
5,2060-2079,24.685452249999997
5,2080-2099,24.827917937500004
6,2020-2039,23.865087750000004
6,2040-2059,24.2938266875
6,2060-2079,24.658574437500004
6,2080-2099,24.769621625
7,2020-2039,23.761644562499995
7,2040-2059,24.236145562500003
7,2060-2079,24.6311100625
7,2080-2099,24.72042625
8,2020-2039,23.833251875000006
8,2040-2059,24.2903111875
8,2060-2079,24.731808687500003
8,2080-2099,24.8259329375
9,2020-2039,23.936075875
9,2040-2059,24.4019750625
9,2060-2079,24.844930937500003
9,2080-2099,24.950462625
10,2020-2039,24.200186000000002
10,2040-2059,24.652656
10,2060-2079,25.070706875
10,2080-2099,25.238004187500003
11,2020-2039,24.37334925
11,2040-2059,24.8348325625
11,2060-2079,25.257361625000005
11,2080-2099,25.409348687500003
12,2020-2039,23.790456624999997
12,2040-2059,24.229318437499998
12,2060-2079,24.586672187500007
12,2080-2099,24.6906603125
