Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,-4.851721575
1,2040-2059,-3.5656190087499997
1,2060-2079,-3.305526962499999
1,2080-2099,-2.9932146468749994
2,2020-2039,-4.176108136249999
2,2040-2059,-3.7389614687500003
2,2060-2079,-3.0982991437500003
2,2080-2099,-2.7866363131250003
3,2020-2039,-1.1812079689375
3,2040-2059,-0.664187121875
3,2060-2079,-0.17907826250000006
3,2080-2099,-0.24646422375000007
4,2020-2039,3.524583325
4,2040-2059,3.94903915625
4,2060-2079,4.2248617875
4,2080-2099,4.269914075
5,2020-2039,9.000834975
5,2040-2059,9.18804864375
5,2060-2079,9.516278775
5,2080-2099,9.56494176875
6,2020-2039,13.1806009375
6,2040-2059,13.775820437500002
6,2060-2079,14.090976906249999
6,2080-2099,14.04342828125
7,2020-2039,15.27466875
7,2040-2059,15.822954843750002
7,2060-2079,16.202089781250002
7,2080-2099,16.377208687499998
8,2020-2039,14.025303499999998
8,2040-2059,14.543222749999998
8,2060-2079,14.968558374999997
8,2080-2099,15.059565625
9,2020-2039,9.99473911875
9,2040-2059,10.459952612499999
9,2060-2079,10.855202656250002
9,2080-2099,11.016928712499999
10,2020-2039,5.437689087499999
10,2040-2059,6.045234643749999
10,2060-2079,6.2471228837499995
10,2080-2099,6.67889773
11,2020-2039,1.40030836
11,2040-2059,1.7968089525000002
11,2060-2079,2.2623005674999996
11,2080-2099,2.37037718125
12,2020-2039,-2.6337144503750003
12,2040-2059,-1.676052036625
12,2060-2079,-0.9798549337500002
12,2080-2099,-1.2912583296250002
