Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,14.347862874999997
1,2040-2059,14.7303770625
1,2060-2079,14.991360874999998
1,2080-2099,15.0290775
2,2020-2039,14.78607965625
2,2040-2059,15.205769250000001
2,2060-2079,15.53214840625
2,2080-2099,15.459293500000005
3,2020-2039,13.986695874999999
3,2040-2059,14.354509687499998
3,2060-2079,14.6259065
3,2080-2099,14.730119968749998
4,2020-2039,12.284156406249998
4,2040-2059,12.691774924999999
4,2060-2079,12.948654325
4,2080-2099,13.018933656250002
5,2020-2039,10.4145221625
5,2040-2059,10.7938837125
5,2060-2079,11.0510269375
5,2080-2099,11.12597185625
6,2020-2039,8.90589735
6,2040-2059,9.184748818749998
6,2060-2079,9.532873587500001
6,2080-2099,9.5903987625
7,2020-2039,7.986937146249999
7,2040-2059,8.3489470625
7,2060-2079,8.6556105625
7,2080-2099,8.736424700000002
8,2020-2039,7.967739827500001
8,2040-2059,8.3405986375
8,2060-2079,8.592336799999998
8,2080-2099,8.70734366875
9,2020-2039,8.5231640125
9,2040-2059,8.85196485
9,2060-2079,9.149469250000001
9,2080-2099,9.230438981250002
10,2020-2039,9.44158344375
10,2040-2059,9.7079514375
10,2060-2079,9.9573274375
10,2080-2099,10.0292845625
11,2020-2039,10.8211568125
11,2040-2059,11.168414725000002
11,2060-2079,11.3749600625
11,2080-2099,11.513916281250001
12,2020-2039,12.826440968750001
12,2040-2059,13.093753831250002
12,2060-2079,13.320724599999998
12,2080-2099,13.41957385
