Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.2415824375
1,2040-2059,23.731200625000003
1,2060-2079,24.036240062499996
1,2080-2099,24.271112000000006
2,2020-2039,23.1378253125
2,2040-2059,23.6245945625
2,2060-2079,23.859639187500004
2,2080-2099,24.075909187499995
3,2020-2039,22.598548124999997
3,2040-2059,23.041805250000003
3,2060-2079,23.367687500000002
3,2080-2099,23.5396276875
4,2020-2039,21.2914025
4,2040-2059,21.773591000000003
4,2060-2079,22.1571461875
4,2080-2099,22.328064375
5,2020-2039,19.048037812500002
5,2040-2059,19.5799024375
5,2060-2079,19.975531562500002
5,2080-2099,20.178652
6,2020-2039,16.946552625
6,2040-2059,17.48160525
6,2060-2079,17.853891875000002
6,2080-2099,18.093318312500003
7,2020-2039,16.2250610625
7,2040-2059,16.711486374999996
7,2060-2079,17.1301701875
7,2080-2099,17.266287500000004
8,2020-2039,16.8698035
8,2040-2059,17.3802229375
8,2060-2079,17.775740374999998
8,2080-2099,17.906108625
9,2020-2039,18.7834693125
9,2040-2059,19.266607187499996
9,2060-2079,19.6236836875
9,2080-2099,19.7824835
10,2020-2039,21.017133187500004
10,2040-2059,21.526183500000002
10,2060-2079,21.9201580625
10,2080-2099,22.088247749999997
11,2020-2039,22.4972866875
11,2040-2059,23.015541312499998
11,2060-2079,23.3434875
11,2080-2099,23.56009975
12,2020-2039,23.032453375
12,2040-2059,23.5751730625
12,2060-2079,23.8950900625
12,2080-2099,24.120260625000004
