Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,25.126405124999998
1,2040-2059,25.541016125
1,2060-2079,25.863809125000003
1,2080-2099,26.024596875
2,2020-2039,25.1612354375
2,2040-2059,25.574084624999998
2,2060-2079,25.900105749999998
2,2080-2099,26.059923750000003
3,2020-2039,25.9838213125
3,2040-2059,26.402115937500003
3,2060-2079,26.736784625000006
3,2080-2099,26.8889970625
4,2020-2039,27.204488124999997
4,2040-2059,27.654352062500003
4,2060-2079,27.9566898125
4,2080-2099,28.130766062500005
5,2020-2039,27.520186874999997
5,2040-2059,27.9841596875
5,2060-2079,28.263525062499998
5,2080-2099,28.4594281875
6,2020-2039,27.079837375000004
6,2040-2059,27.487749499999993
6,2060-2079,27.7849999375
6,2080-2099,27.978552687500002
7,2020-2039,26.569129812499995
7,2040-2059,26.960661062499998
7,2060-2079,27.27256
7,2080-2099,27.445822687499998
8,2020-2039,26.396788000000004
8,2040-2059,26.804153937499997
8,2060-2079,27.090445499999998
8,2080-2099,27.242588312500004
9,2020-2039,26.34271275
9,2040-2059,26.743266125000005
9,2060-2079,27.052568437499996
9,2080-2099,27.195686624999997
10,2020-2039,26.342345687500003
10,2040-2059,26.724929062500003
10,2060-2079,27.007056749999997
10,2080-2099,27.16909225
11,2020-2039,26.202566875000002
11,2040-2059,26.572339937499997
11,2060-2079,26.867406125
11,2080-2099,27.0372635625
12,2020-2039,25.67231475
12,2040-2059,26.048197624999997
12,2060-2079,26.377995375
12,2080-2099,26.5298634375
