Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,27.59287175
1,2040-2059,27.79789
1,2060-2079,28.065486812499998
1,2080-2099,28.217018
2,2020-2039,27.8265185
2,2040-2059,28.093549062500003
2,2060-2079,28.34002975
2,2080-2099,28.523884499999998
3,2020-2039,27.947229874999998
3,2040-2059,28.223017624999997
3,2060-2079,28.5053220625
3,2080-2099,28.660586812500004
4,2020-2039,27.830527500000002
4,2040-2059,28.078750437500002
4,2060-2079,28.39288525
4,2080-2099,28.5063371875
5,2020-2039,27.2642566875
5,2040-2059,27.519321062499998
5,2060-2079,27.819772187500007
5,2080-2099,27.935354875
6,2020-2039,26.4972111875
6,2040-2059,26.783452687500002
6,2060-2079,27.046726187500003
6,2080-2099,27.150792562499994
7,2020-2039,25.903611750000003
7,2040-2059,26.185291312500002
7,2060-2079,26.461315437499998
7,2080-2099,26.560029687500002
8,2020-2039,25.642038187500003
8,2040-2059,25.914002312500003
8,2060-2079,26.169736874999998
8,2080-2099,26.261156625000005
9,2020-2039,25.686417125
9,2040-2059,25.9940239375
9,2060-2079,26.19440275
9,2080-2099,26.311505125
10,2020-2039,26.0622166875
10,2040-2059,26.3313809375
10,2060-2079,26.501127999999998
10,2080-2099,26.677120374999998
11,2020-2039,26.576498062500004
11,2040-2059,26.8723526875
11,2060-2079,27.099711999999997
11,2080-2099,27.201609625000003
12,2020-2039,27.1176740625
12,2040-2059,27.3925406875
12,2060-2079,27.6147210625
12,2080-2099,27.7614394375
