Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,27.550759625000005
1,2040-2059,27.9335544375
1,2060-2079,28.240657062500002
1,2080-2099,28.3812684375
2,2020-2039,27.672517312499995
2,2040-2059,28.104640125
2,2060-2079,28.4385385625
2,2080-2099,28.579008562500004
3,2020-2039,28.048878875
3,2040-2059,28.411892625
3,2060-2079,28.7703836875
3,2080-2099,28.916158937499997
4,2020-2039,28.014769437499996
4,2040-2059,28.395306375
4,2060-2079,28.7047138125
4,2080-2099,28.884122
5,2020-2039,27.145115687499995
5,2040-2059,27.5298335
5,2060-2079,27.796636687499998
5,2080-2099,27.998529875
6,2020-2039,25.902440812500007
6,2040-2059,26.2490593125
6,2060-2079,26.569451875000002
6,2080-2099,26.731666375
7,2020-2039,24.926080312499998
7,2040-2059,25.252554062499996
7,2060-2079,25.5895175
7,2080-2099,25.700609125
8,2020-2039,24.471811187500002
8,2040-2059,24.7872039375
8,2060-2079,25.117724187499995
8,2080-2099,25.218692749999995
9,2020-2039,24.5954194375
9,2040-2059,24.910553875
9,2060-2079,25.215617500000004
9,2080-2099,25.332783
10,2020-2039,25.288933500000002
10,2040-2059,25.595628562499996
10,2060-2079,25.893230312499995
10,2080-2099,26.021286624999995
11,2020-2039,26.345746937500003
11,2040-2059,26.666981125
11,2060-2079,26.937768375000005
11,2080-2099,27.097717437500002
12,2020-2039,27.255201749999998
12,2040-2059,27.617731749999997
12,2060-2079,27.8667565
12,2080-2099,28.0440125
