Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,27.38379521875001
1,2040-2059,27.75939071875001
1,2060-2079,28.06614903125
1,2080-2099,28.220468249999996
2,2020-2039,27.55485753125
2,2040-2059,27.983410125000002
2,2060-2079,28.2945243125
2,2080-2099,28.422999968750002
3,2020-2039,27.945130031249995
3,2040-2059,28.32727728125
3,2060-2079,28.654444124999998
3,2080-2099,28.809634968750004
4,2020-2039,28.10248125
4,2040-2059,28.51306178124999
4,2060-2079,28.8021324375
4,2080-2099,28.98708528125
5,2020-2039,27.588486281249995
5,2040-2059,27.95780284375
5,2060-2079,28.241225812499998
5,2080-2099,28.442869593749993
6,2020-2039,26.48536721875
6,2040-2059,26.853013812500002
6,2060-2079,27.148468406249997
6,2080-2099,27.31240078125
7,2020-2039,25.527839593750006
7,2040-2059,25.879041562500007
7,2060-2079,26.18584334375
7,2080-2099,26.330454187500003
8,2020-2039,25.16125315625
8,2040-2059,25.51162734374999
8,2060-2079,25.823211812500006
8,2080-2099,25.95883446875
9,2020-2039,25.39786590625
9,2040-2059,25.7308115625
9,2060-2079,26.029114749999998
9,2080-2099,26.1702984375
10,2020-2039,26.035566937500008
10,2040-2059,26.36774328125
10,2060-2079,26.660983531250004
10,2080-2099,26.81025921875
11,2020-2039,26.827509
11,2040-2059,27.16978762500001
11,2060-2079,27.431915281249996
11,2080-2099,27.583335625
12,2020-2039,27.307439687500008
12,2040-2059,27.665779187500004
12,2060-2079,27.90754934375
12,2080-2099,28.073788249999996
