Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,4.650583706250001
1,2040-2059,4.99612155
1,2060-2079,5.48789515
1,2080-2099,5.69052841375
2,2020-2039,4.86127588125
2,2040-2059,5.194193675
2,2060-2079,5.4327626562499995
2,2080-2099,5.69169025
3,2020-2039,6.313940418749999
3,2040-2059,6.78365543125
3,2060-2079,7.1252982375
3,2080-2099,7.202142037499999
4,2020-2039,9.07836724375
4,2040-2059,9.41319045
4,2060-2079,9.646393499999999
4,2080-2099,9.964828706250001
5,2020-2039,12.857494124999995
5,2040-2059,13.2775872
5,2060-2079,13.63630558125
5,2080-2099,13.75927720625
6,2020-2039,17.141992937499996
6,2040-2059,17.796724875000002
6,2060-2079,18.1985706875
6,2080-2099,18.213387
7,2020-2039,20.202160687500005
7,2040-2059,20.734934812499997
7,2060-2079,21.207928125
7,2080-2099,21.3643315
8,2020-2039,19.99815475
8,2040-2059,20.581804875000003
8,2060-2079,21.087254375
8,2080-2099,21.2306855625
9,2020-2039,16.466652875
9,2040-2059,16.8271579375
9,2060-2079,17.4074033125
9,2080-2099,17.57640915625
10,2020-2039,12.171364812499998
10,2040-2059,12.749221350000001
10,2060-2079,13.035658793749999
10,2080-2099,13.3733776875
11,2020-2039,8.84911398125
11,2040-2059,9.064331506250001
11,2060-2079,9.557634625
11,2080-2099,9.76364994375
12,2020-2039,6.038850475
12,2040-2059,6.4439606750000005
12,2060-2079,6.96916689375
12,2080-2099,6.955211249375
