Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,6.9323299625
1,2040-2059,7.295515300000001
1,2060-2079,7.686772
1,2080-2099,7.9242033925
2,2020-2039,7.064351374999999
2,2040-2059,7.402827005812498
2,2060-2079,7.626552373750001
2,2080-2099,7.87549266
3,2020-2039,8.2062570925
3,2040-2059,8.776667937500001
3,2060-2079,9.09681278125
3,2080-2099,9.13425666875
4,2020-2039,10.733332175
4,2040-2059,11.133144999999999
4,2060-2079,11.406402125
4,2080-2099,11.71347334375
5,2020-2039,14.278919781250002
5,2040-2059,14.712177999999998
5,2060-2079,15.11020525
5,2080-2099,15.282531999999998
6,2020-2039,18.579500437500002
6,2040-2059,19.220732124999998
6,2060-2079,19.693784875000002
6,2080-2099,19.754617625
7,2020-2039,21.863399812500003
7,2040-2059,22.470138499999997
7,2060-2079,23.008946687499996
7,2080-2099,23.126549875
8,2020-2039,22.003866125
8,2040-2059,22.679673000000008
8,2060-2079,23.204381562499997
8,2080-2099,23.366374812500005
9,2020-2039,18.5837178125
9,2040-2059,19.021696125
9,2060-2079,19.601242437499998
9,2080-2099,19.782540624999996
10,2020-2039,14.2688496
10,2040-2059,14.8710757125
10,2060-2079,15.215421749999996
10,2080-2099,15.4673893125
11,2020-2039,11.006873062499999
11,2040-2059,11.2228459
11,2060-2079,11.686892100000001
11,2080-2099,11.929254593749999
12,2020-2039,8.282872762499998
12,2040-2059,8.698758893750002
12,2060-2079,9.227680506250001
12,2080-2099,9.196377186249999
