Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,12.6677463125
1,2040-2059,13.217961806249999
1,2060-2079,13.550721343749998
1,2080-2099,13.817888299999996
2,2020-2039,14.912720968750003
2,2040-2059,15.362822656250003
2,2060-2079,15.709726312499999
2,2080-2099,15.877523781250002
3,2020-2039,18.7211539375
3,2040-2059,19.34017
3,2060-2079,19.628980875
3,2080-2099,19.9204438125
4,2020-2039,22.7860804375
4,2040-2059,23.388502875
4,2060-2079,23.88950025
4,2080-2099,24.192268812500004
5,2020-2039,25.32926625
5,2040-2059,25.883859375
5,2060-2079,26.412457874999994
5,2080-2099,26.602855499999997
6,2020-2039,26.475517312500003
6,2040-2059,27.093270937499998
6,2060-2079,27.6495675625
6,2080-2099,27.885905062499997
7,2020-2039,26.573532750000002
7,2040-2059,27.164168312500003
7,2060-2079,27.689529874999998
7,2080-2099,27.94668875
8,2020-2039,26.058576812499993
8,2040-2059,26.681170625
8,2060-2079,27.0352465625
8,2080-2099,27.333411750000003
9,2020-2039,25.203196875
9,2040-2059,25.790902374999998
9,2060-2079,26.307456624999993
9,2080-2099,26.480512312500004
10,2020-2039,22.458158375
10,2040-2059,23.10226275
10,2060-2079,23.710631624999998
10,2080-2099,23.731554624999998
11,2020-2039,17.651641
11,2040-2059,18.252698000000002
11,2060-2079,18.8086229375
11,2080-2099,18.9601105
12,2020-2039,13.567979968750002
12,2040-2059,14.179656906249999
12,2060-2079,14.593277437499998
12,2080-2099,14.6641052625
