Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,20.570502500000003
1,2040-2059,21.130698999999996
1,2060-2079,21.528755
1,2080-2099,21.6920756875
2,2020-2039,21.069932874999996
2,2040-2059,21.552059312499996
2,2060-2079,21.8851129375
2,2080-2099,22.079296812500004
3,2020-2039,20.964230062499997
3,2040-2059,21.452806562499998
3,2060-2079,21.863626125
3,2080-2099,21.983320437499998
4,2020-2039,19.1846405
4,2040-2059,19.738217062500002
4,2060-2079,20.1275593125
4,2080-2099,20.230778125
5,2020-2039,15.8404416875
5,2040-2059,16.2906619375
5,2060-2079,16.799226625
5,2080-2099,16.946002375
6,2020-2039,13.037892475
6,2040-2059,13.5030579
6,2060-2079,13.967221062499998
6,2080-2099,14.056744375000001
7,2020-2039,12.11783085
7,2040-2059,12.614496781249999
7,2060-2079,13.049284437499999
7,2080-2099,13.15589021875
8,2020-2039,12.9946511
8,2040-2059,13.645918062499998
8,2060-2079,13.949626749999998
8,2080-2099,14.09948216875
9,2020-2039,15.163061812499999
9,2040-2059,15.6660145625
9,2060-2079,16.10410865625
9,2080-2099,16.310788187500002
10,2020-2039,17.333327625
10,2040-2059,17.814534687499997
10,2060-2079,18.359533
10,2080-2099,18.466621124999996
11,2020-2039,18.956960562499997
11,2040-2059,19.504079875
11,2060-2079,19.9059366875
11,2080-2099,20.015605125
12,2020-2039,19.9141556875
12,2040-2059,20.4737583125
12,2060-2079,20.839591687499997
12,2080-2099,21.016942437500003
