Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,16.886813625
1,2040-2059,17.3109868125
1,2060-2079,17.6952010625
1,2080-2099,17.767250718750002
2,2020-2039,17.348063625
2,2040-2059,17.8824184375
2,2060-2079,18.190690812499994
2,2080-2099,18.467053250000003
3,2020-2039,19.563081999999998
3,2040-2059,20.009000375
3,2060-2079,20.338945812499997
3,2080-2099,20.550769999999996
4,2020-2039,22.350382125
4,2040-2059,22.789655437500002
4,2060-2079,23.0289616875
4,2080-2099,23.294189562500005
5,2020-2039,24.901398937499998
5,2040-2059,25.342582625000002
5,2060-2079,25.582513437499994
5,2080-2099,25.861769875
6,2020-2039,26.532263687500002
6,2040-2059,26.9676425625
6,2060-2079,27.311228
6,2080-2099,27.469039000000002
7,2020-2039,27.165356312500002
7,2040-2059,27.585072125
7,2060-2079,27.977447875
7,2080-2099,28.105583624999998
8,2020-2039,27.292123250000003
8,2040-2059,27.686066250000003
8,2060-2079,28.087490812500004
8,2080-2099,28.194585125000003
9,2020-2039,26.606910500000005
9,2040-2059,26.981715062499998
9,2060-2079,27.370746312499993
9,2080-2099,27.439539125
10,2020-2039,24.54510225
10,2040-2059,25.06733975
10,2060-2079,25.29639475
10,2080-2099,25.509938875
11,2020-2039,21.8268828125
11,2040-2059,22.234315062500002
11,2060-2079,22.5915756875
11,2080-2099,22.7773885625
12,2020-2039,18.735601625
12,2040-2059,19.1460449375
12,2060-2079,19.529590312499998
12,2080-2099,19.650556875
