Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.903839749999996
1,2040-2059,24.335834187499998
1,2060-2079,24.605277124999997
1,2080-2099,24.753961687500002
2,2020-2039,23.9612466875
2,2040-2059,24.4073749375
2,2060-2079,24.740684750000003
2,2080-2099,24.933903500000003
3,2020-2039,24.84051625
3,2040-2059,25.268774125000004
3,2060-2079,25.590394937500005
3,2080-2099,25.8336704375
4,2020-2039,25.938548125
4,2040-2059,26.395422749999998
4,2060-2079,26.76832
4,2080-2099,26.955265375
5,2020-2039,26.683073500000006
5,2040-2059,27.1340984375
5,2060-2079,27.434552937499998
5,2080-2099,27.629021249999994
6,2020-2039,26.5765254375
6,2040-2059,27.081274249999996
6,2060-2079,27.3846543125
6,2080-2099,27.639954374999995
7,2020-2039,26.5263879375
7,2040-2059,27.031149187500002
7,2060-2079,27.350846562500003
7,2080-2099,27.565167187500002
8,2020-2039,26.745831000000006
8,2040-2059,27.219844062499995
8,2060-2079,27.559150625
8,2080-2099,27.757105187500002
9,2020-2039,26.6626295625
9,2040-2059,27.141024625
9,2060-2079,27.4990660625
9,2080-2099,27.6463375
10,2020-2039,26.364111374999997
10,2040-2059,26.8425310625
10,2060-2079,27.143401625
10,2080-2099,27.3656150625
11,2020-2039,25.602529374999996
11,2040-2059,26.093829124999996
11,2060-2079,26.3892275
11,2080-2099,26.548392375
12,2020-2039,24.557242187499998
12,2040-2059,25.058784375000002
12,2060-2079,25.2825125625
12,2080-2099,25.48773275
