Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,19.8829851875
1,2040-2059,20.3646393125
1,2060-2079,20.734320687500002
1,2080-2099,20.922026124999995
2,2020-2039,20.519932375
2,2040-2059,21.0439654375
2,2060-2079,21.436092749999997
2,2080-2099,21.59153175
3,2020-2039,21.259163125000004
3,2040-2059,21.754965125
3,2060-2079,22.14724825
3,2080-2099,22.276456125000003
4,2020-2039,21.568031562499996
4,2040-2059,22.060293937499996
4,2060-2079,22.4189354375
4,2080-2099,22.5752716875
5,2020-2039,20.9458103125
5,2040-2059,21.420566874999995
5,2060-2079,21.7940025
5,2080-2099,21.934445999999994
6,2020-2039,19.828304624999998
6,2040-2059,20.303481125000005
6,2060-2079,20.686245875
6,2080-2099,20.845407687500003
7,2020-2039,19.19379325
7,2040-2059,19.626689
7,2060-2079,20.091797812499998
7,2080-2099,20.186363374999992
8,2020-2039,19.322502874999998
8,2040-2059,19.798229937499997
8,2060-2079,20.212698375000002
8,2080-2099,20.360446
9,2020-2039,19.975727000000003
9,2040-2059,20.4441088125
9,2060-2079,20.8140300625
9,2080-2099,20.95902175
10,2020-2039,20.5272718125
10,2040-2059,20.965705562500002
10,2060-2079,21.2996878125
10,2080-2099,21.455104249999998
11,2020-2039,20.4314548125
11,2040-2059,20.85233575
11,2060-2079,21.184084499999997
11,2080-2099,21.376507375
12,2020-2039,19.897288624999998
12,2040-2059,20.354147750000003
12,2060-2079,20.673274875
12,2080-2099,20.8444294375
