Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,-1.638207896875
1,2040-2059,-1.1407779387499999
1,2060-2079,-0.678729286625
1,2080-2099,-0.5989745781249998
2,2020-2039,-1.2037489835625002
2,2040-2059,-0.7482864293749999
2,2060-2079,-0.441255028125
2,2080-2099,-0.20419482350000007
3,2020-2039,0.996675431875
3,2040-2059,1.40972398375
3,2060-2079,1.710747631875
3,2080-2099,1.7365051974999999
4,2020-2039,4.428291525000001
4,2040-2059,4.73894210625
4,2060-2079,5.0453940375
4,2080-2099,5.3076507287500005
5,2020-2039,8.685529968749998
5,2040-2059,9.18329776875
5,2060-2079,9.486278456250002
5,2080-2099,9.5549655625
6,2020-2039,12.544229962500001
6,2040-2059,13.34123734375
6,2060-2079,13.729972437499999
6,2080-2099,13.593109562499999
7,2020-2039,14.649437625
7,2040-2059,15.29983925
7,2060-2079,15.693325406249997
7,2080-2099,15.874955312499996
8,2020-2039,13.766586468749999
8,2040-2059,14.322453312500002
8,2060-2079,14.790865
8,2080-2099,14.930419
9,2020-2039,10.125318131250001
9,2040-2059,10.59923835
9,2060-2079,11.09966525
9,2080-2099,11.37172084375
10,2020-2039,6.046535200000001
10,2040-2059,6.624753386250001
10,2060-2079,6.781675365624999
10,2080-2099,7.165044599999999
11,2020-2039,2.5578221187500003
11,2040-2059,2.94362136875
11,2060-2079,3.3015191187499995
11,2080-2099,3.41903401875
12,2020-2039,-0.2643523649999999
12,2040-2059,0.1545695672500001
12,2060-2079,0.684288529375
12,2080-2099,0.7060087881249999
