Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,15.181437912500002
1,2040-2059,15.690338249999998
1,2060-2079,16.094391375
1,2080-2099,16.2508239375
2,2020-2039,16.32280615625
2,2040-2059,16.898905812499997
2,2060-2079,17.29579525
2,2080-2099,17.488683687500004
3,2020-2039,18.7570594375
3,2040-2059,19.2154815
3,2060-2079,19.631130625
3,2080-2099,19.8371529375
4,2020-2039,21.521447937500003
4,2040-2059,22.2362635
4,2060-2079,22.5523473125
4,2080-2099,22.7529801875
5,2020-2039,24.426411625
5,2040-2059,25.122828249999998
5,2060-2079,25.541584937499994
5,2080-2099,25.677461875
6,2020-2039,26.620425125000004
6,2040-2059,27.26668875
6,2060-2079,27.6490635
6,2080-2099,27.8567080625
7,2020-2039,26.71743425
7,2040-2059,27.155236249999998
7,2060-2079,27.5461255
7,2080-2099,27.685817500000006
8,2020-2039,26.041375125
8,2040-2059,26.497533562499996
8,2060-2079,26.823217500000005
8,2080-2099,27.075877687499997
9,2020-2039,25.1458926875
9,2040-2059,25.665017062500002
9,2060-2079,26.0971231875
9,2080-2099,26.256904249999995
10,2020-2039,22.619903375
10,2040-2059,23.221081500000007
10,2060-2079,23.628801624999998
10,2080-2099,23.788244
11,2020-2039,19.595536812499997
11,2040-2059,20.171071000000005
11,2060-2079,20.547138
11,2080-2099,20.78398425
12,2020-2039,16.4466690625
12,2040-2059,16.992426937500003
12,2060-2079,17.360086375
12,2080-2099,17.4888416875
