Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,26.83256915625
1,2040-2059,27.387213156250002
1,2060-2079,28.21859515625
1,2080-2099,29.016140968749998
2,2020-2039,27.274449750000002
2,2040-2059,27.8701474375
2,2060-2079,28.698035156250004
2,2080-2099,29.479654437499995
3,2020-2039,27.20977903125
3,2040-2059,27.804004593749998
3,2060-2079,28.675488437500004
3,2080-2099,29.437713906249996
4,2020-2039,26.487802468750008
4,2040-2059,27.100043499999998
4,2060-2079,27.971253906250002
4,2080-2099,28.735874031249995
5,2020-2039,25.210601624999995
5,2040-2059,25.747054843750007
5,2060-2079,26.595794218749997
5,2080-2099,27.352385156249998
6,2020-2039,23.800133156250006
6,2040-2059,24.32553490625
6,2060-2079,25.106057281250006
6,2080-2099,25.86993334374999
7,2020-2039,22.74775515625
7,2040-2059,23.275996374999995
7,2060-2079,24.024057343750002
7,2080-2099,24.74324428125
8,2020-2039,22.257017281249997
8,2040-2059,22.704771124999997
8,2060-2079,23.476388656250002
8,2080-2099,24.18761878125
9,2020-2039,22.338780687499998
9,2040-2059,22.798521093750004
9,2060-2079,23.522978468750004
9,2080-2099,24.217125437500002
10,2020-2039,23.066519031250003
10,2040-2059,23.527981937499998
10,2060-2079,24.251694875000002
10,2080-2099,24.994431624999997
11,2020-2039,24.428607656249998
11,2040-2059,24.902293781249995
11,2060-2079,25.680444625000003
11,2080-2099,26.460875687500007
12,2020-2039,25.85333109375
12,2040-2059,26.392181187499997
12,2060-2079,27.25199384375
12,2080-2099,28.04282046875001
