Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,28.0020130625
1,2040-2059,28.9620841875
1,2060-2079,29.8009950625
1,2080-2099,30.862344750000002
2,2020-2039,29.550814874999997
2,2040-2059,30.5472501875
2,2060-2079,31.5071199375
2,2080-2099,32.61539075
3,2020-2039,30.3246508125
3,2040-2059,31.2932888125
3,2060-2079,32.28638268750001
3,2080-2099,33.339765437500006
4,2020-2039,29.820794687499998
4,2040-2059,30.648785312500003
4,2060-2079,31.619845937500003
4,2080-2099,32.685032875000005
5,2020-2039,28.647012
5,2040-2059,29.527746187500004
5,2060-2079,30.463910937500003
5,2080-2099,31.485167250000003
6,2020-2039,27.596474937500002
6,2040-2059,28.406340124999996
6,2060-2079,29.348565187499997
6,2080-2099,30.421119874999995
7,2020-2039,26.727710874999996
7,2040-2059,27.460837812499996
7,2060-2079,28.4280390625
7,2080-2099,29.404597875
8,2020-2039,26.237793812500005
8,2040-2059,26.986910124999998
8,2060-2079,27.91226925
8,2080-2099,28.841911499999995
9,2020-2039,26.491530000000004
9,2040-2059,27.2756255
9,2060-2079,28.172354375
9,2080-2099,29.115529374999998
10,2020-2039,27.100291250000005
10,2040-2059,27.853240125000003
10,2060-2079,28.755987875
10,2080-2099,29.636022750000002
11,2020-2039,27.4543254375
11,2040-2059,28.2413375625
11,2060-2079,29.227611625
11,2080-2099,30.2511231875
12,2020-2039,27.067289875000004
12,2040-2059,27.896127687499998
12,2060-2079,28.868712062500002
12,2080-2099,29.96851625
