Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,5.5820338000000005
1,2040-2059,6.4581978937499995
1,2060-2079,7.402439237500001
1,2080-2099,8.1067438625
2,2020-2039,6.269385474999999
2,2040-2059,6.9554003687499995
2,2060-2079,7.935562862499999
2,2080-2099,8.96512175
3,2020-2039,8.65184875625
3,2040-2059,9.4794659375
3,2060-2079,10.293387937500002
3,2080-2099,11.462952500000002
4,2020-2039,12.350377
4,2040-2059,13.3474496875
4,2060-2079,14.331836999999998
4,2080-2099,15.443250468750001
5,2020-2039,17.020145625
5,2040-2059,18.16357065625
5,2060-2079,19.369929624999997
5,2080-2099,20.809465
6,2020-2039,22.1896826875
6,2040-2059,23.437023000000003
6,2060-2079,25.002364937499998
6,2080-2099,26.6901424375
7,2020-2039,25.53968775
7,2040-2059,27.151877187500002
7,2060-2079,28.750312187499997
7,2080-2099,30.8007066875
8,2020-2039,25.203758812500002
8,2040-2059,26.770206937500003
8,2060-2079,28.515401437499996
8,2080-2099,30.3620429375
9,2020-2039,20.2922511875
9,2040-2059,21.5743955625
9,2060-2079,23.060663625
9,2080-2099,24.822860187499995
10,2020-2039,14.450931562500001
10,2040-2059,15.38281471875
10,2060-2079,16.603301218749998
10,2080-2099,17.9189833125
11,2020-2039,9.7265500625
11,2040-2059,10.548344806249998
11,2060-2079,11.485007625
11,2080-2099,12.545451187500001
12,2020-2039,7.051639850000001
12,2040-2059,7.672304118750001
12,2060-2079,8.55807670625
12,2080-2099,9.348749612500002
