Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,21.484996124999995
1,2040-2059,22.245693062499996
1,2060-2079,23.196401125
1,2080-2099,24.177365062499998
2,2020-2039,22.021116874999997
2,2040-2059,22.767256062500003
2,2060-2079,23.774601812500006
2,2080-2099,24.714725875
3,2020-2039,22.525810374999995
3,2040-2059,23.334591687499998
3,2060-2079,24.3194848125
3,2080-2099,25.260122374999998
4,2020-2039,22.694398625
4,2040-2059,23.456056624999995
4,2060-2079,24.515652000000003
4,2080-2099,25.504286562499995
5,2020-2039,22.233791749999998
5,2040-2059,23.141403125
5,2060-2079,24.345067937499998
5,2080-2099,25.460818000000003
6,2020-2039,21.335819562499996
6,2040-2059,22.326822812500005
6,2060-2079,23.581689625000003
6,2080-2099,24.773289249999998
7,2020-2039,21.4179665
7,2040-2059,22.333037875000002
7,2060-2079,23.621735625
7,2080-2099,24.85772175
8,2020-2039,22.820361875000003
8,2040-2059,23.7176315625
8,2060-2079,25.0149624375
8,2080-2099,26.3205980625
9,2020-2039,23.95477575
9,2040-2059,24.895056812499995
9,2060-2079,26.095442187499998
9,2080-2099,27.2281126875
10,2020-2039,23.387590624999998
10,2040-2059,24.237333562500005
10,2060-2079,25.349860937500004
10,2080-2099,26.420466937500002
11,2020-2039,21.9752151875
11,2040-2059,22.862318937499996
11,2060-2079,23.819381062500003
11,2080-2099,24.792796687499997
12,2020-2039,21.37859925
12,2040-2059,22.179215125
12,2060-2079,23.1377815
12,2080-2099,24.100420375
