Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,25.302947937500004
1,2040-2059,25.854722374999998
1,2060-2079,26.6382098125
1,2080-2099,27.3706274375
2,2020-2039,25.117433375
2,2040-2059,25.666142499999996
2,2060-2079,26.419671875
2,2080-2099,27.117767375
3,2020-2039,25.367153437500004
3,2040-2059,25.934061625
3,2060-2079,26.6485079375
3,2080-2099,27.340779875000003
4,2020-2039,25.8341255625
4,2040-2059,26.410627187499994
4,2060-2079,27.134364562499997
4,2080-2099,27.788150625
5,2020-2039,26.309697562500002
5,2040-2059,26.849202312499997
5,2060-2079,27.574002125
5,2080-2099,28.2492649375
6,2020-2039,26.7496920625
6,2040-2059,27.302732312500005
6,2060-2079,28.0548936875
6,2080-2099,28.732515875
7,2020-2039,27.1997671875
7,2040-2059,27.808833312500003
7,2060-2079,28.619764125
7,2080-2099,29.3323235625
8,2020-2039,27.65325231249999
8,2040-2059,28.294532250000003
8,2060-2079,29.107175874999996
8,2080-2099,29.852019
9,2020-2039,27.791300437500002
9,2040-2059,28.434487062499997
9,2060-2079,29.244383750000004
9,2080-2099,29.995541874999997
10,2020-2039,27.508338625
10,2040-2059,28.128983375
10,2060-2079,28.937283875000002
10,2080-2099,29.701012624999997
11,2020-2039,26.910672437499997
11,2040-2059,27.530768125
11,2060-2079,28.303289499999998
11,2080-2099,29.0750178125
12,2020-2039,26.039009499999995
12,2040-2059,26.62603906249999
12,2060-2079,27.380999624999998
12,2080-2099,28.122201875
