Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,14.658444781249997
1,2040-2059,15.773013062499999
1,2060-2079,16.72674575
1,2080-2099,17.946703375
2,2020-2039,17.3769558125
2,2040-2059,18.182343562499998
2,2060-2079,19.418851625000002
2,2080-2099,20.513267312500005
3,2020-2039,21.723689374999996
3,2040-2059,22.7959840625
3,2060-2079,23.858687250000003
3,2080-2099,25.171519312499996
4,2020-2039,26.238957187500002
4,2040-2059,27.275233500000002
4,2060-2079,28.616330437499997
4,2080-2099,29.9695455625
5,2020-2039,30.449470249999997
5,2040-2059,31.622401249999996
5,2060-2079,32.99269993749999
5,2080-2099,34.3831214375
6,2020-2039,34.361534375000005
6,2040-2059,35.7348439375
6,2060-2079,37.026711562500005
6,2080-2099,38.557191562499995
7,2020-2039,35.8206911875
7,2040-2059,37.0586468125
7,2060-2079,38.485561937499995
7,2080-2099,39.76401787500001
8,2020-2039,35.11623025
8,2040-2059,36.192818312499995
8,2060-2079,37.65717124999999
8,2080-2099,39.006367374999996
9,2020-2039,32.595428625000004
9,2040-2059,33.707678625
9,2060-2079,35.129679875
9,2080-2099,36.4187643125
10,2020-2039,27.311471312499997
10,2040-2059,28.4901148125
10,2060-2079,30.0662383125
10,2080-2099,31.393155125000003
11,2020-2039,20.784380375
11,2040-2059,21.8638671875
11,2060-2079,23.3982513125
11,2080-2099,24.635813375
12,2020-2039,15.805438343750001
12,2040-2059,16.832093812499995
12,2060-2079,18.016332500000004
12,2080-2099,19.323049374999997
