Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,3.8434584175000004
1,2040-2059,4.72158126875
1,2060-2079,6.0371268
1,2080-2099,7.195915912499999
2,2020-2039,4.353679103125
2,2040-2059,5.320775453124999
2,2060-2079,6.4458849250000005
2,2080-2099,7.5802465
3,2020-2039,7.5903460625
3,2040-2059,8.52315263125
3,2060-2079,9.583146124999997
3,2080-2099,10.696867000000001
4,2020-2039,12.2102430625
4,2040-2059,13.19439925
4,2060-2079,14.188112375000003
4,2080-2099,15.187513062499999
5,2020-2039,16.891206250000003
5,2040-2059,17.880446812499997
5,2060-2079,18.892350874999998
5,2080-2099,19.9685434375
6,2020-2039,21.1006228125
6,2040-2059,22.077171437500002
6,2060-2079,23.1904068125
6,2080-2099,24.272759062500004
7,2020-2039,24.189326
7,2040-2059,25.142663812499997
7,2060-2079,26.301922687500003
7,2080-2099,27.41753475
8,2020-2039,25.2811065625
8,2040-2059,26.2869790625
8,2060-2079,27.303659
8,2080-2099,28.4633910625
9,2020-2039,22.608820125
9,2040-2059,23.5934265
9,2060-2079,24.767348750000004
9,2080-2099,26.028815
10,2020-2039,17.4259080625
10,2040-2059,18.4419859375
10,2060-2079,19.52320575
10,2080-2099,20.672013375000002
11,2020-2039,11.714241043749999
11,2040-2059,12.737733937500002
11,2060-2079,13.826241
11,2080-2099,14.8620363125
12,2020-2039,6.65811265625
12,2040-2059,7.717032306250001
12,2060-2079,8.845123399999999
12,2080-2099,9.942433237500001
