Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,25.440199187500003
1,2040-2059,26.402330312500002
1,2060-2079,27.446837249999998
1,2080-2099,28.544811624999994
2,2020-2039,26.1422873125
2,2040-2059,27.030793687499997
2,2060-2079,28.068205312499998
2,2080-2099,29.079604375000002
3,2020-2039,26.335705
3,2040-2059,27.1401566875
3,2060-2079,28.104616562499995
3,2080-2099,29.127652687499996
4,2020-2039,25.814256500000003
4,2040-2059,26.567795000000004
4,2060-2079,27.547010437500006
4,2080-2099,28.527835562499998
5,2020-2039,24.993126562500002
5,2040-2059,25.8492089375
5,2060-2079,26.839909625000004
5,2080-2099,27.816809999999997
6,2020-2039,24.552423687500003
6,2040-2059,25.3659974375
6,2060-2079,26.437503624999998
6,2080-2099,27.47801575
7,2020-2039,24.7253278125
7,2040-2059,25.614819
7,2060-2079,26.747747999999998
7,2080-2099,27.734251250000003
8,2020-2039,25.3910906875
8,2040-2059,26.2866025625
8,2060-2079,27.369528437499998
8,2080-2099,28.437175500000002
9,2020-2039,25.8276885625
9,2040-2059,26.7214528125
9,2060-2079,27.8089489375
9,2080-2099,28.976991499999997
10,2020-2039,25.710486375
10,2040-2059,26.586312874999997
10,2060-2079,27.7284593125
10,2080-2099,28.821265625
11,2020-2039,25.315118687499996
11,2040-2059,26.2589696875
11,2060-2079,27.31242075
11,2080-2099,28.391148625000007
12,2020-2039,25.1181559375
12,2040-2059,26.0202991875
12,2060-2079,27.046815625
12,2080-2099,28.188361062500004
