Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,24.167833625
1,2040-2059,25.078440437499996
1,2060-2079,26.171354750000003
1,2080-2099,27.439445187500002
2,2020-2039,24.178088687499997
2,2040-2059,25.0078261875
2,2060-2079,26.117719375
2,2080-2099,27.133026062499994
3,2020-2039,24.1409136875
3,2040-2059,25.100418125
3,2060-2079,26.223144937500003
3,2080-2099,27.3006633125
4,2020-2039,23.433293375
4,2040-2059,24.266210812500002
4,2060-2079,25.581620687500006
4,2080-2099,26.7869035
5,2020-2039,21.314937
5,2040-2059,22.2880265625
5,2060-2079,23.596183
5,2080-2099,24.871744625000005
6,2020-2039,19.075488125
6,2040-2059,20.1129751875
6,2060-2079,21.3978865625
6,2080-2099,22.617621125
7,2020-2039,18.833073375
7,2040-2059,19.759250812500003
7,2060-2079,21.018721937500004
7,2080-2099,22.253386125
8,2020-2039,21.293518187500002
8,2040-2059,22.085185999999997
8,2060-2079,23.335457875
8,2080-2099,24.6229876875
9,2020-2039,25.17130825
9,2040-2059,26.045143062499996
9,2060-2079,27.419918687500008
9,2080-2099,28.693970687500002
10,2020-2039,27.786663
10,2040-2059,28.795904874999994
10,2060-2079,30.221161375
10,2080-2099,31.629153249999998
11,2020-2039,26.488481500000002
11,2040-2059,27.805342500000002
11,2060-2079,29.136554812499995
11,2080-2099,30.6896395625
12,2020-2039,24.770045437500006
12,2040-2059,25.7052075625
12,2060-2079,27.04005275
12,2080-2099,28.421041375000005
