Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,-3.0606351181250004
1,2040-2059,-1.702675428125
1,2060-2079,-0.015693031250000086
1,2080-2099,1.054622131875
2,2020-2039,-1.7083748406249997
2,2040-2059,-0.7240635682187501
2,2060-2079,0.45581077625
2,2080-2099,1.858620725625
3,2020-2039,2.3131729927499998
3,2040-2059,3.1738036000000007
3,2060-2079,4.384845932275
3,2080-2099,5.330759725000001
4,2020-2039,8.564280006250002
4,2040-2059,9.6144118625
4,2060-2079,10.51607834375
4,2080-2099,11.239620000000002
5,2020-2039,15.126974500000001
5,2040-2059,15.97820309375
5,2060-2079,16.77476128125
5,2080-2099,17.607223875
6,2020-2039,19.970459625
6,2040-2059,20.832074499999997
6,2060-2079,22.125665875
6,2080-2099,23.171935562500003
7,2020-2039,22.137072125000003
7,2040-2059,23.168160312499996
7,2060-2079,24.2099769375
7,2080-2099,25.6295415
8,2020-2039,20.251220749999998
8,2040-2059,21.3232485
8,2060-2079,22.548559375
8,2080-2099,24.000550125000004
9,2020-2039,14.600528499999998
9,2040-2059,15.8945230625
9,2060-2079,16.959368124999997
9,2080-2099,18.1727070625
10,2020-2039,8.5127143
10,2040-2059,9.53527628125
10,2060-2079,10.549033125
10,2080-2099,11.828146093749998
11,2020-2039,3.2575277462499996
11,2040-2059,4.137512806249999
11,2060-2079,5.160647437500001
11,2080-2099,6.217973368749999
12,2020-2039,-0.9924959199999999
12,2040-2059,-0.030505813124999948
12,2060-2079,1.486570995625
12,2080-2099,2.76966575625
