Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,20.6330644375
1,2040-2059,21.402217062500004
1,2060-2079,22.356787812500002
1,2080-2099,23.342194812500008
2,2020-2039,21.211509812499997
2,2040-2059,21.964115
2,2060-2079,22.977159625000002
2,2080-2099,23.9120803125
3,2020-2039,21.6911893125
3,2040-2059,22.4876130625
3,2060-2079,23.465825000000002
3,2080-2099,24.416931812499996
4,2020-2039,21.8082390625
4,2040-2059,22.552560375000002
4,2060-2079,23.578954625
4,2080-2099,24.57588125
5,2020-2039,21.4500275
5,2040-2059,22.3072570625
5,2060-2079,23.467533312500002
5,2080-2099,24.5766335
6,2020-2039,20.714513999999998
6,2040-2059,21.6511416875
6,2060-2079,22.9093375
6,2080-2099,24.100424625000002
7,2020-2039,20.853682874999993
7,2040-2059,21.740851437499998
7,2060-2079,23.024975062499998
7,2080-2099,24.249514125
8,2020-2039,22.009448250000002
8,2040-2059,22.936026937499996
8,2060-2079,24.1735610625
8,2080-2099,25.426372937500002
9,2020-2039,22.5962709375
9,2040-2059,23.525330999999998
9,2060-2079,24.626454687499997
9,2080-2099,25.714312500000005
10,2020-2039,21.8274980625
10,2040-2059,22.668194187500003
10,2060-2079,23.701980312499998
10,2080-2099,24.744187875
11,2020-2039,20.774462875
11,2040-2059,21.6254588125
11,2060-2079,22.561297937499997
11,2080-2099,23.501573437500003
12,2020-2039,20.383411375
12,2040-2059,21.191822375
12,2060-2079,22.1462480625
12,2080-2099,23.093503187499998
