Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,15.061850999999997
1,2040-2059,15.830711625
1,2060-2079,16.6994625
1,2080-2099,17.7174229375
2,2020-2039,16.265703218749998
2,2040-2059,17.118283375
2,2060-2079,18.0763099375
2,2080-2099,18.9962699375
3,2020-2039,18.514325375
3,2040-2059,19.455982937499996
3,2060-2079,20.473988937500003
3,2080-2099,21.530620625
4,2020-2039,21.60695075
4,2040-2059,22.577047562499995
4,2060-2079,23.6725356875
4,2080-2099,24.738107812499997
5,2020-2039,24.0871664375
5,2040-2059,25.030463499999996
5,2060-2079,26.281150124999996
5,2080-2099,27.3313229375
6,2020-2039,25.7305395625
6,2040-2059,26.6614093125
6,2060-2079,27.844726249999997
6,2080-2099,28.932680375
7,2020-2039,26.259580375
7,2040-2059,27.096993749999996
7,2060-2079,28.409779062500004
7,2080-2099,29.52724525
8,2020-2039,25.9724060625
8,2040-2059,26.857724875000002
8,2060-2079,28.1037809375
8,2080-2099,29.133617000000005
9,2020-2039,24.433580499999998
9,2040-2059,25.380398375
9,2060-2079,26.477491937499998
9,2080-2099,27.521629875000002
10,2020-2039,21.570489625
10,2040-2059,22.44080725
10,2060-2079,23.504594249999997
10,2080-2099,24.633318312500002
11,2020-2039,18.229593
11,2040-2059,19.0044939375
11,2060-2079,20.16080775
11,2080-2099,21.139296562499997
12,2020-2039,15.649616187500001
12,2040-2059,16.40147703125
12,2060-2079,17.453854937499997
12,2080-2099,18.2959004375
