Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,26.0592048125
1,2040-2059,26.669831625
1,2060-2079,27.430801312499998
1,2080-2099,28.153022375
2,2020-2039,25.721413062499998
2,2040-2059,26.3414405
2,2060-2079,27.097928375000002
2,2080-2099,27.784664875000004
3,2020-2039,25.786951562500004
3,2040-2059,26.416183562499995
3,2060-2079,27.161400187500007
3,2080-2099,27.89492725
4,2020-2039,26.232135999999997
4,2040-2059,26.8834250625
4,2060-2079,27.613916499999995
4,2080-2099,28.374142125000002
5,2020-2039,26.911126124999996
5,2040-2059,27.540539875000004
5,2060-2079,28.285641187499998
5,2080-2099,29.0188429375
6,2020-2039,27.610500937500003
6,2040-2059,28.22431362499999
6,2060-2079,29.014511937500004
6,2080-2099,29.715744687500006
7,2020-2039,28.146855687499997
7,2040-2059,28.7726234375
7,2060-2079,29.5903031875
7,2080-2099,30.3264395
8,2020-2039,28.47263525
8,2040-2059,29.112716437499998
8,2060-2079,29.951360375000007
8,2080-2099,30.700144312500004
9,2020-2039,28.503626437499996
9,2040-2059,29.180532562499998
9,2060-2079,29.985714124999998
9,2080-2099,30.7473024375
10,2020-2039,28.216972375
10,2040-2059,28.881880187500002
10,2060-2079,29.691135437500005
10,2080-2099,30.462967374999998
11,2020-2039,27.598809562500005
11,2040-2059,28.269526250000006
11,2060-2079,29.0754783125
11,2080-2099,29.820659000000003
12,2020-2039,26.787434375000004
12,2040-2059,27.418091000000008
12,2060-2079,28.215703937500002
12,2080-2099,28.949769562500002
