Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,-5.951301543125001
1,2040-2059,-4.444425978125
1,2060-2079,-2.9343705874999997
1,2080-2099,-1.8180159
2,2020-2039,-5.6276134375
2,2040-2059,-4.459902361249999
2,2060-2079,-3.150381425
2,2080-2099,-1.9060172562500004
3,2020-2039,-2.775668065
3,2040-2059,-1.948299844625
3,2060-2079,-0.7567674325000001
3,2080-2099,0.24165256375
4,2020-2039,1.917395387375
4,2040-2059,2.9418186237499997
4,2060-2079,3.8889898062499997
4,2080-2099,4.9567934625
5,2020-2039,8.11928763125
5,2040-2059,8.90482930625
5,2060-2079,9.88836435
5,2080-2099,10.8259450375
6,2020-2039,13.4293425625
6,2040-2059,14.326195093750002
6,2060-2079,15.339808500000002
6,2080-2099,16.500429374999996
7,2020-2039,15.968843249999997
7,2040-2059,16.731880562500002
7,2060-2079,17.663387843749998
7,2080-2099,18.884847250000004
8,2020-2039,14.007102343749997
8,2040-2059,14.8694883125
8,2060-2079,16.019626375
8,2080-2099,17.14333384375
9,2020-2039,9.483747056250001
9,2040-2059,10.471521625
9,2060-2079,11.485696681250001
9,2080-2099,12.547680499999998
10,2020-2039,4.69922414375
10,2040-2059,5.55993283125
10,2060-2079,6.568095099999999
10,2080-2099,7.674587956250001
11,2020-2039,0.184542547375
11,2040-2059,0.96665705375
11,2060-2079,2.0589409106249996
11,2080-2099,3.1521754787500007
12,2020-2039,-3.873956652500001
12,2040-2059,-2.5341317387499998
12,2060-2079,-1.3249074974999997
12,2080-2099,0.11419457981250002
