Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,18.9769771875
1,2040-2059,19.392116062499998
1,2060-2079,19.407489375
1,2080-2099,19.320705375000006
2,2020-2039,20.7454781875
2,2040-2059,21.168109375000004
2,2060-2079,21.1535436875
2,2080-2099,21.04775275
3,2020-2039,23.679389062500004
3,2040-2059,23.9028083125
3,2060-2079,24.023329062499997
3,2080-2099,24.030681062500005
4,2020-2039,26.667117
4,2040-2059,27.0605844375
4,2060-2079,27.090742000000002
4,2080-2099,27.122448125
5,2020-2039,28.9740741875
5,2040-2059,29.3183074375
5,2060-2079,29.348976812500005
5,2080-2099,29.305490375
6,2020-2039,30.141061750000002
6,2040-2059,30.387205624999996
6,2060-2079,30.388373125
6,2080-2099,30.4083244375
7,2020-2039,30.6125734375
7,2040-2059,30.685839187499997
7,2060-2079,30.818740375000004
7,2080-2099,30.841889625000004
8,2020-2039,30.5016456875
8,2040-2059,30.6905620625
8,2060-2079,30.8643648125
8,2080-2099,30.901071375000004
9,2020-2039,30.0617085625
9,2040-2059,30.276966374999997
9,2060-2079,30.381270750000002
9,2080-2099,30.408071437500002
10,2020-2039,27.8824831875
10,2040-2059,28.0578589375
10,2060-2079,28.153307125000005
10,2080-2099,28.1945609375
11,2020-2039,24.082447499999997
11,2040-2059,24.299989937499998
11,2060-2079,24.3564325625
11,2080-2099,24.395924375
12,2020-2039,20.091827187499998
12,2040-2059,20.50650875
12,2060-2079,20.488184
12,2080-2099,20.511849187499994
