Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,28.628027187500003
1,2040-2059,28.839588374999998
1,2060-2079,28.872485625
1,2080-2099,28.829671687500003
2,2020-2039,28.73884225
2,2040-2059,28.926999562499997
2,2060-2079,28.955771999999996
2,2080-2099,28.921112875000002
3,2020-2039,28.92102475
3,2040-2059,29.142759562500004
3,2060-2079,29.141182250000007
3,2080-2099,29.102857624999995
4,2020-2039,29.042163749999997
4,2040-2059,29.210842
4,2060-2079,29.247697875
4,2080-2099,29.215242062500003
5,2020-2039,28.900708499999997
5,2040-2059,29.099081124999994
5,2060-2079,29.116446062499993
5,2080-2099,29.0770074375
6,2020-2039,28.641115687499994
6,2040-2059,28.84188025
6,2060-2079,28.8524271875
6,2080-2099,28.817392437499997
7,2020-2039,28.324023562500003
7,2040-2059,28.516765937499997
7,2060-2079,28.548386812500002
7,2080-2099,28.514769812500003
8,2020-2039,28.342836875
8,2040-2059,28.516048999999995
8,2060-2079,28.550537249999998
8,2080-2099,28.500691625000005
9,2020-2039,28.574192249999996
9,2040-2059,28.778564062500003
9,2060-2079,28.8066899375
9,2080-2099,28.7665075625
10,2020-2039,28.862062812500003
10,2040-2059,29.04049725
10,2060-2079,29.083003312500004
10,2080-2099,29.0286691875
11,2020-2039,28.9648618125
11,2040-2059,29.122973625000004
11,2060-2079,29.174678874999994
11,2080-2099,29.1367885625
12,2020-2039,28.798478437499995
12,2040-2059,28.967640375000002
12,2060-2079,28.991501937499997
12,2080-2099,28.9842385
