Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,29.295500625
1,2040-2059,29.604025124999993
1,2060-2079,29.641749125
1,2080-2099,29.7285535625
2,2020-2039,28.7235963125
2,2040-2059,29.243488125
2,2060-2079,29.247370437499995
2,2080-2099,29.2871256875
3,2020-2039,27.506382
3,2040-2059,27.813224812499996
3,2060-2079,27.797714562499998
3,2080-2099,27.7910998125
4,2020-2039,24.724087937500002
4,2040-2059,24.9564679375
4,2060-2079,25.006028937499998
4,2080-2099,25.026133374999993
5,2020-2039,20.732650999999997
5,2040-2059,21.103117499999996
5,2060-2079,21.065631625
5,2080-2099,21.0918280625
6,2020-2039,17.8630324375
6,2040-2059,18.031099499999996
6,2060-2079,18.062652749999998
6,2080-2099,18.108192000000003
7,2020-2039,17.590994749999993
7,2040-2059,17.8117894375
7,2060-2079,17.881730625
7,2080-2099,17.8382366875
8,2020-2039,20.054252812500007
8,2040-2059,20.315845124999996
8,2060-2079,20.2556489375
8,2080-2099,20.238319312499996
9,2020-2039,23.4749546875
9,2040-2059,23.610096125
9,2060-2079,23.6944
9,2080-2099,23.6244258125
10,2020-2039,26.0671855
10,2040-2059,26.3779336875
10,2060-2079,26.434385687499997
10,2080-2099,26.469085562500005
11,2020-2039,27.47939725
11,2040-2059,27.86205175
11,2060-2079,27.900934875
11,2080-2099,27.957679187499995
12,2020-2039,28.768788437500003
12,2040-2059,29.003162125
12,2060-2079,29.0748794375
12,2080-2099,29.182192749999995
