Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,3.956457977
1,2040-2059,4.457396425
1,2060-2079,4.362513458125
1,2080-2099,4.27932316875
2,2020-2039,5.747385365000001
2,2040-2059,5.795469237499999
2,2060-2079,5.92672532875
2,2080-2099,5.82384708125
3,2020-2039,9.69868100625
3,2040-2059,9.900939775
3,2060-2079,9.8648470875
3,2080-2099,9.864493931250001
4,2020-2039,15.03478790625
4,2040-2059,15.341220718749998
4,2060-2079,15.2735244375
4,2080-2099,15.178339875000002
5,2020-2039,20.375589374999997
5,2040-2059,20.586595437499998
5,2060-2079,20.746707125
5,2080-2099,20.5318323125
6,2020-2039,24.961895874999996
6,2040-2059,25.2175873125
6,2060-2079,25.1736765
6,2080-2099,25.0371268125
7,2020-2039,27.294046437499997
7,2040-2059,27.635966937499994
7,2060-2079,27.669372125000002
7,2080-2099,27.528230437499996
8,2020-2039,26.329122624999997
8,2040-2059,26.609922375000007
8,2060-2079,26.757331625000003
8,2080-2099,26.5215235625
9,2020-2039,21.278962687499998
9,2040-2059,21.6637601875
9,2060-2079,21.697748499999996
9,2080-2099,21.2130576875
10,2020-2039,14.923660281250001
10,2040-2059,14.966982687500002
10,2060-2079,15.10344
10,2080-2099,14.971808156249999
11,2020-2039,8.969959037499999
11,2040-2059,9.053764725
11,2060-2079,9.149269981249999
11,2080-2099,9.175793574999998
12,2020-2039,5.30948028125
12,2040-2059,5.3123235875
12,2060-2079,5.406132941875
12,2080-2099,5.466066437499999
