Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,31.1203573125
1,2040-2059,31.310823312500002
1,2060-2079,31.335903187499994
1,2080-2099,31.414226812499997
2,2020-2039,30.42449525
2,2040-2059,30.798296875
2,2060-2079,30.834004375
2,2080-2099,30.840609125
3,2020-2039,29.8026534375
3,2040-2059,30.078637937499998
3,2060-2079,30.09429793750001
3,2080-2099,30.0811254375
4,2020-2039,28.589059625000004
4,2040-2059,28.8973975625
4,2060-2079,28.917505624999997
4,2080-2099,28.808214875
5,2020-2039,26.818820375
5,2040-2059,27.1265031875
5,2060-2079,27.0374630625
5,2080-2099,26.949208125000002
6,2020-2039,24.992214187500004
6,2040-2059,25.242786000000002
6,2060-2079,25.177859499999997
6,2080-2099,25.106741187500003
7,2020-2039,24.700668625000002
7,2040-2059,24.958589812499994
7,2060-2079,24.924653625
7,2080-2099,24.864872875
8,2020-2039,26.749122437499995
8,2040-2059,26.7293175
8,2060-2079,26.761059312500002
8,2080-2099,26.7065085625
9,2020-2039,29.69929375
9,2040-2059,29.900864062500002
9,2060-2079,29.892848187499997
9,2080-2099,29.845365375000004
10,2020-2039,32.256389875
10,2040-2059,32.523551125000004
10,2060-2079,32.5058418125
10,2080-2099,32.374931187499996
11,2020-2039,32.567972375000004
11,2040-2059,32.92499881249999
11,2060-2079,32.9570936875
11,2080-2099,32.7792966875
12,2020-2039,31.703811937499996
12,2040-2059,31.9926608125
12,2060-2079,32.01688600000001
12,2080-2099,32.1246855625
