Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,28.022080125
1,2040-2059,28.1827393125
1,2060-2079,28.167586625
1,2080-2099,28.2262661875
2,2020-2039,28.637437812499996
2,2040-2059,28.84116225
2,2060-2079,28.831830562500002
2,2080-2099,28.901798624999998
3,2020-2039,29.9088903125
3,2040-2059,30.099764500000003
3,2060-2079,30.105229562499996
3,2080-2099,30.15907975
4,2020-2039,30.873975499999997
4,2040-2059,31.0651211875
4,2060-2079,31.0961580625
4,2080-2099,31.112552625
5,2020-2039,30.538436437500007
5,2040-2059,30.720337125
5,2060-2079,30.7686546875
5,2080-2099,30.789431312500003
6,2020-2039,29.4561895625
6,2040-2059,29.657035875
6,2060-2079,29.6959500625
6,2080-2099,29.692618562499995
7,2020-2039,28.760643437499997
7,2040-2059,29.000596375
7,2060-2079,29.0040136875
7,2080-2099,29.012133625
8,2020-2039,28.6678664375
8,2040-2059,28.880924125
8,2060-2079,28.829623687499996
8,2080-2099,28.858875125
9,2020-2039,28.7242996875
9,2040-2059,28.922550375000004
9,2060-2079,28.936906625
9,2080-2099,28.971760437500002
10,2020-2039,28.7426703125
10,2040-2059,28.957819125
10,2060-2079,28.944924375
10,2080-2099,28.935967562500007
11,2020-2039,28.527909687500003
11,2040-2059,28.7112290625
11,2060-2079,28.69302825
11,2080-2099,28.738782124999997
12,2020-2039,28.071836000000005
12,2040-2059,28.2563018125
12,2060-2079,28.232023562499997
12,2080-2099,28.29596325
