Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,32.6701126875
1,2040-2059,32.9131981875
1,2060-2079,32.972586125
1,2080-2099,32.975098562499994
2,2020-2039,33.69929787499999
2,2040-2059,33.9813993125
2,2060-2079,33.987527687500005
2,2080-2099,34.06398925
3,2020-2039,33.567203437500005
3,2040-2059,33.924021937499994
3,2060-2079,33.926976499999995
3,2080-2099,33.8967125625
4,2020-2039,32.59221325
4,2040-2059,32.828539562500005
4,2060-2079,32.921921812499995
4,2080-2099,32.8630020625
5,2020-2039,31.337798875
5,2040-2059,31.5302761875
5,2060-2079,31.649429187499997
5,2080-2099,31.538554875
6,2020-2039,29.90011725
6,2040-2059,30.1009786875
6,2060-2079,30.182461375000003
6,2080-2099,30.1337191875
7,2020-2039,28.599239125
7,2040-2059,28.821784437499996
7,2060-2079,28.8517795
7,2080-2099,28.879272125
8,2020-2039,27.951378062499995
8,2040-2059,28.172729249999996
8,2060-2079,28.1623508125
8,2080-2099,28.241740687500005
9,2020-2039,28.416980187500002
9,2040-2059,28.5716300625
9,2060-2079,28.619912625000005
9,2080-2099,28.606364124999995
10,2020-2039,29.278911624999996
10,2040-2059,29.465331937499997
10,2060-2079,29.5186554375
10,2080-2099,29.514898499999997
11,2020-2039,30.445938125
11,2040-2059,30.5788925625
11,2060-2079,30.624273000000002
11,2080-2099,30.6102959375
12,2020-2039,31.3336051875
12,2040-2059,31.445773499999998
12,2060-2079,31.524237749999994
12,2080-2099,31.532886875
