Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,4.455546549999999
1,2040-2059,4.8106767375
1,2060-2079,4.781971512499999
1,2080-2099,4.6561497562500005
2,2020-2039,5.74755676875
2,2040-2059,5.930034956250002
2,2060-2079,5.8219549
2,2080-2099,5.75733115
3,2020-2039,8.56922475
3,2040-2059,8.67535974375
3,2060-2079,8.71993369375
3,2080-2099,8.8674759125
4,2020-2039,12.441185687499999
4,2040-2059,12.75393296875
4,2060-2079,12.521078000000001
4,2080-2099,12.779397875
5,2020-2039,16.9156290625
5,2040-2059,17.273667500000002
5,2060-2079,17.228850875
5,2080-2099,17.163242562499995
6,2020-2039,21.461489
6,2040-2059,21.50336525
6,2060-2079,21.47303325
6,2080-2099,21.391500562499996
7,2020-2039,23.971731999999992
7,2040-2059,24.319645312499997
7,2060-2079,24.213147125000003
7,2080-2099,24.0255759375
8,2020-2039,23.388886749999998
8,2040-2059,23.6588423125
8,2060-2079,23.690733375
8,2080-2099,23.361324062499996
9,2020-2039,18.7905681875
9,2040-2059,19.302028062500003
9,2060-2079,19.223012062500004
9,2080-2099,18.962917468749996
10,2020-2039,13.288074531249999
10,2040-2059,13.390269906250001
10,2060-2079,13.571583375000001
10,2080-2099,13.330365593749997
11,2020-2039,8.4766833375
11,2040-2059,8.65415214375
11,2060-2079,8.72960233125
11,2080-2099,8.6171694125
12,2020-2039,5.54515746875
12,2040-2059,5.633323349999999
12,2060-2079,5.726850575
12,2080-2099,5.629137575
