Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,28.1082715
1,2040-2059,28.432550375000005
1,2060-2079,28.368976937499998
1,2080-2099,28.3361146875
2,2020-2039,28.35557525
2,2040-2059,28.688652437500004
2,2060-2079,28.684072062499997
2,2080-2099,28.7039789375
3,2020-2039,28.961170812500004
3,2040-2059,29.244641062499998
3,2060-2079,29.2097405625
3,2080-2099,29.193883937499994
4,2020-2039,29.2232898125
4,2040-2059,29.554738625000002
4,2060-2079,29.552962375
4,2080-2099,29.4944186875
5,2020-2039,29.112087249999995
5,2040-2059,29.409196375
5,2060-2079,29.395137124999998
5,2080-2099,29.389962249999996
6,2020-2039,28.420182125
6,2040-2059,28.7387963125
6,2060-2079,28.631755249999994
6,2080-2099,28.6056906875
7,2020-2039,28.676497374999997
7,2040-2059,28.994587999999993
7,2060-2079,28.868105937500005
7,2080-2099,28.89618075
8,2020-2039,30.711729687500004
8,2040-2059,30.946125125000005
8,2060-2079,30.891407562500003
8,2080-2099,30.932478187500003
9,2020-2039,32.536590374999996
9,2040-2059,32.896614
9,2060-2079,32.788137062500006
9,2080-2099,32.738492
10,2020-2039,32.2422249375
10,2040-2059,32.578725874999996
10,2060-2079,32.644152937499996
10,2080-2099,32.460125125
11,2020-2039,30.1144055625
11,2040-2059,30.494870312500005
11,2060-2079,30.575701000000002
11,2080-2099,30.455452625000003
12,2020-2039,28.683145437500006
12,2040-2059,29.0863824375
12,2060-2079,28.955364499999998
12,2080-2099,28.912479875000002
