Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.6952965
1,2040-2059,24.256679125
1,2060-2079,24.7626355625
1,2080-2099,25.353867187499993
2,2020-2039,23.534757125
2,2040-2059,23.98324037500001
2,2060-2079,24.463644499999997
2,2080-2099,25.086134875000003
3,2020-2039,21.909535437499997
3,2040-2059,22.290184750000005
3,2060-2079,22.858684312500003
3,2080-2099,23.508330437500003
4,2020-2039,18.754119125
4,2040-2059,19.150801062499998
4,2060-2079,19.6886871875
4,2080-2099,20.4175175
5,2020-2039,14.780744375000001
5,2040-2059,15.180372093750002
5,2060-2079,15.856380625
5,2080-2099,16.3581185625
6,2020-2039,11.634136575000001
6,2040-2059,12.219388875
6,2060-2079,12.725693093750001
6,2080-2099,13.2014328125
7,2020-2039,10.720280368749998
7,2040-2059,11.147556500000002
7,2060-2079,11.724656337499999
7,2080-2099,12.350841125
8,2020-2039,12.036215706250001
8,2040-2059,12.532477
8,2060-2079,13.04050420625
8,2080-2099,13.553636812499999
9,2020-2039,14.89035525
9,2040-2059,15.353558868749998
9,2060-2079,15.9559534375
9,2080-2099,16.613768125
10,2020-2039,18.0832309375
10,2040-2059,18.621299250000003
10,2060-2079,19.0827220625
10,2080-2099,19.7743020625
11,2020-2039,20.666541125
11,2040-2059,21.3065366875
11,2060-2079,21.7647030625
11,2080-2099,22.3907741875
12,2020-2039,22.641043000000003
12,2040-2059,23.204742999999997
12,2060-2079,23.743969500000002
12,2080-2099,24.3053935
