Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,24.745658125000002
1,2040-2059,25.2850101875
1,2060-2079,25.7740964375
1,2080-2099,26.52731575
2,2020-2039,24.677232125
2,2040-2059,25.079147875
2,2060-2079,25.594816437500004
2,2080-2099,26.2777408125
3,2020-2039,23.346588875000002
3,2040-2059,23.738122312500003
3,2060-2079,24.352738499999997
3,2080-2099,24.890102312499998
4,2020-2039,20.6190264375
4,2040-2059,20.97532475
4,2060-2079,21.652384125
4,2080-2099,22.407629375
5,2020-2039,16.9532235375
5,2040-2059,17.550855
5,2060-2079,18.2063673125
5,2080-2099,18.636755374999996
6,2020-2039,14.13661953125
6,2040-2059,14.704105406250001
6,2060-2079,15.232030062500002
6,2080-2099,15.76922583125
7,2020-2039,13.940774968749997
7,2040-2059,14.162099418750001
7,2060-2079,14.691971687499999
7,2080-2099,15.316376937499998
8,2020-2039,15.875225437500003
8,2040-2059,16.088938593750004
8,2060-2079,16.718225562500002
8,2080-2099,17.499360437500002
9,2020-2039,18.583607531250003
9,2040-2059,19.148583875000003
9,2060-2079,19.577283374999997
9,2080-2099,20.496595750000004
10,2020-2039,21.026817
10,2040-2059,21.6671428125
10,2060-2079,22.0588840625
10,2080-2099,22.874390125000005
11,2020-2039,22.879951499999997
11,2040-2059,23.447331812499996
11,2060-2079,24.012965750000003
11,2080-2099,24.638530999999993
12,2020-2039,24.011732062500002
12,2040-2059,24.541565000000002
12,2060-2079,25.0082800625
12,2080-2099,25.658253375000005
