Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,19.45559025
1,2040-2059,20.0387995625
1,2060-2079,20.5439465
1,2080-2099,21.165822062500002
2,2020-2039,21.2957560625
2,2040-2059,21.796044749999997
2,2060-2079,22.327590937500002
2,2080-2099,23.048705812500003
3,2020-2039,23.7610229375
3,2040-2059,24.2968223125
3,2060-2079,24.811985500000002
3,2080-2099,25.4615583125
4,2020-2039,25.039381000000002
4,2040-2059,25.5273064375
4,2060-2079,26.0725044375
4,2080-2099,26.663641375
5,2020-2039,24.86906
5,2040-2059,25.320383562499998
5,2060-2079,25.8452578125
5,2080-2099,26.39506275
6,2020-2039,24.370446062499997
6,2040-2059,24.835745499999998
6,2060-2079,25.351020125000005
6,2080-2099,25.9085679375
7,2020-2039,23.909635312499997
7,2040-2059,24.33687325
7,2060-2079,24.802426625
7,2080-2099,25.3722698125
8,2020-2039,23.5663455
8,2040-2059,23.9992575
8,2060-2079,24.461300625000007
8,2080-2099,24.9899573125
9,2020-2039,23.665841750000002
9,2040-2059,24.1059055
9,2060-2079,24.559029625
9,2080-2099,25.12031375
10,2020-2039,23.462578312499996
10,2040-2059,23.8993406875
10,2060-2079,24.408444999999997
10,2080-2099,24.983820625
11,2020-2039,21.543884875000007
11,2040-2059,22.08885125
11,2060-2079,22.696036249999995
11,2080-2099,23.281468374999996
12,2020-2039,19.451061437500005
12,2040-2059,19.975871
12,2060-2079,20.5558788125
12,2080-2099,21.208698624999997
