Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,27.961646187500005
1,2040-2059,28.336306999999998
1,2060-2079,28.743397124999998
1,2080-2099,29.224580687499998
2,2020-2039,27.8346091875
2,2040-2059,28.171265187499998
2,2060-2079,28.5668676875
2,2080-2099,29.0147165
3,2020-2039,27.879294312499997
3,2040-2059,28.227597875000004
3,2060-2079,28.623909749999996
3,2080-2099,29.097502499999997
4,2020-2039,27.9453075
4,2040-2059,28.276349125000003
4,2060-2079,28.670004249999998
4,2080-2099,29.122447999999995
5,2020-2039,27.405116375
5,2040-2059,27.758392312499996
5,2060-2079,28.1740929375
5,2080-2099,28.610275
6,2020-2039,26.6175649375
6,2040-2059,26.947509500000002
6,2060-2079,27.361050249999998
6,2080-2099,27.798273187499998
7,2020-2039,25.934503874999997
7,2040-2059,26.2771055
7,2060-2079,26.693162125
7,2080-2099,27.147099625
8,2020-2039,25.640853125
8,2040-2059,25.9829449375
8,2060-2079,26.368460749999997
8,2080-2099,26.841234125000003
9,2020-2039,25.885208187499998
9,2040-2059,26.202068437500003
9,2060-2079,26.635775312500005
9,2080-2099,27.083178812499998
10,2020-2039,26.614959125000002
10,2040-2059,26.963208500000004
10,2060-2079,27.3757148125
10,2080-2099,27.818764125
11,2020-2039,27.6078765625
11,2040-2059,27.9479741875
11,2060-2079,28.3638170625
11,2080-2099,28.807876749999995
12,2020-2039,28.1082956875
12,2040-2059,28.501703625000005
12,2060-2079,28.902200937499998
12,2080-2099,29.359717437500002
