Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.657212437500004
1,2040-2059,24.0667783125
1,2060-2079,24.515232875
1,2080-2099,25.0363686875
2,2020-2039,23.751445562499995
2,2040-2059,24.09404774999999
2,2060-2079,24.596314687499998
2,2080-2099,25.0680798125
3,2020-2039,23.3975459375
3,2040-2059,23.780212625
3,2060-2079,24.2574125
3,2080-2099,24.730622687500002
4,2020-2039,22.321309125
4,2040-2059,22.727131999999994
4,2060-2079,23.201003312500003
4,2080-2099,23.732937937499997
5,2020-2039,20.364050312499998
5,2040-2059,20.8460764375
5,2060-2079,21.278706062500003
5,2080-2099,21.8249760625
6,2020-2039,18.460522750000003
6,2040-2059,18.897045312499998
6,2060-2079,19.399165500000002
6,2080-2099,19.917346624999993
7,2020-2039,17.576324375000002
7,2040-2059,17.970490062499998
7,2060-2079,18.4842471875
7,2080-2099,18.986218812500002
8,2020-2039,17.639887687499996
8,2040-2059,18.097496562499998
8,2060-2079,18.5858159375
8,2080-2099,19.009071499999997
9,2020-2039,18.7928264375
9,2040-2059,19.158362
9,2060-2079,19.6166995625
9,2080-2099,20.106257562499998
10,2020-2039,20.499538499999996
10,2040-2059,20.9744445
10,2060-2079,21.3866413125
10,2080-2099,21.958884125
11,2020-2039,22.109353937499996
11,2040-2059,22.507557812500004
11,2060-2079,23.056281312499998
11,2080-2099,23.581442624999998
12,2020-2039,23.1813999375
12,2040-2059,23.5915345
12,2060-2079,24.069796562500002
12,2080-2099,24.6146288125
