Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,21.5958844375
1,2040-2059,22.036251937499998
1,2060-2079,22.478064250000006
1,2080-2099,23.120171499999998
2,2020-2039,23.365952812499998
2,2040-2059,23.833951
2,2060-2079,24.334798187500002
2,2080-2099,25.0209310625
3,2020-2039,24.980134125000003
3,2040-2059,25.443109625
3,2060-2079,25.9104315
3,2080-2099,26.4812323125
4,2020-2039,25.2644201875
4,2040-2059,25.6809999375
4,2060-2079,26.1854215
4,2080-2099,26.7041275625
5,2020-2039,24.871617875000005
5,2040-2059,25.244311875
5,2060-2079,25.754798374999996
5,2080-2099,26.292329312499998
6,2020-2039,24.3032611875
6,2040-2059,24.7079595
6,2060-2079,25.195224874999997
6,2080-2099,25.718450999999995
7,2020-2039,23.852470062500004
7,2040-2059,24.2517424375
7,2060-2079,24.7039405625
7,2080-2099,25.226633187500006
8,2020-2039,23.548018187500002
8,2040-2059,23.959081375000004
8,2060-2079,24.393656062500003
8,2080-2099,24.875822125
9,2020-2039,23.6690463125
9,2040-2059,24.052974187499995
9,2060-2079,24.49933975
9,2080-2099,24.998056062499995
10,2020-2039,23.8399646875
10,2040-2059,24.235880062499998
10,2060-2079,24.713131875
10,2080-2099,25.218490687499997
11,2020-2039,23.0920879375
11,2040-2059,23.520547937499998
11,2060-2079,24.057384374999998
11,2080-2099,24.639041250000005
12,2020-2039,21.308152375
12,2040-2059,21.702155500000003
12,2060-2079,22.257435437500003
12,2080-2099,22.970553812500004
